genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YCL050C	P16550	APA1	36.49211	2	4.62774094379504	tightly_const	2	6.55366455085512e-08	6.55894139641197e-08	6.55814175319899e-08	1	9	0	1	1.00020514578934	1.00021947934212
YFR030W	P39692	MET10	114.82714	2	4.62774094379504	tightly_const	2	4.03578477079775e-08	4.03599044450691e-08	4.03578477079775e-08	0	6	5	1	1.00039727171114	1.00042503482198
YJR137C	P47169	MET5	161.21721	2	4.62774094379504	tightly_const	2	4.03578477079775e-08	4.03599044450888e-08	4.03578477079775e-08	0	6	5	1	1.00055780417034	1.00059679269474
YKL001C	Q02196	MET14	23.06018	2	4.62774094379504	tightly_const	2	1.43086626138313e-06	1.43104072886797e-06	1.43086626138313e-06	1	5	0	1	1.00283133641981	1.00302971793877
YOL064C	P32179	MET22	39.14886	2	4.62774094379504	tightly_const	2	5.72339381679452e-07	5.72424198668656e-07	5.72346051254726e-07	1	4	0	1	1.00192199872762	1.00205653557796
YPR167C	P18408	MET16	30.3799	2	4.62774094379504	tightly_const	2	1.79880414186462e-06	1.79902347252091e-06	1.79880414186462e-06	1	7	0	1	1.00469262330277	1.00502207157009
YBR166C	P20049	TYR1	50.92272	2	4.55462170238841	tightly_const	2	4.19901198869676e-07	4.19913669980438e-07	4.19901198869676e-07	1	5	0	1	1.00184773277012	1.00197706086366
YGR185C	P36421	TYS1	44.01942	2	4.55462170238841	tightly_const	2	2.40073885811678e-06	2.40073920171448e-06	2.40073885811678e-06	1	6	0	1	1.00915790735035	1.009803902453
YOR095C	Q12189	RKI1	28.25777	1	4.24490450863479	essential	2	5.69989673856323e-06	0.00269693288008448	5.7005319605459e-06	1	2	0	1	1.02815240493232	1.03017833218706
YDR353W	P29509	TRR1	34.23767	2	4.00524798571839	tightly_const	2	1.93304934280656e-07	1.93329765467986e-07	1.93304934280656e-07	1	6	0	1	1.00060788011888	1.0006503710488
YHR019C	P38707	DED81	62.20612	2	3.46843681305616	tightly_const	2	8.4998859997669e-07	8.49988756106981e-07	8.4998859997669e-07	1	6	0	1	1.00522684195606	1.00559400416932
YDR127W	P08566	ARO1	174.75305	2	3.20664323217394	tightly_const	2	1.31633207527904e-06	1.31635284136753e-06	1.31633207527904e-06	1	14	0	1	1.02380835110889	1.02551391035289
YGL148W	P28777	ARO2	40.83793	2	3.20664323217394	tightly_const	2	2.38974941741305e-05	2.38978714161702e-05	2.38974941741305e-05	1	3	0	1	1.1033324192415	1.11135446493356
YGR264C	P00958	MES1	85.67702	2	2.9879165947299	tightly_const	2	9.13342053959156e-06	9.13342245574597e-06	9.13342053959156e-06	1	6	0	1	1.08543923201847	1.09195639478011
YPR060C	P32178	ARO7	29.7468	2	2.92581287834162	tightly_const	2	4.73734229295098e-08	4.73743320723672e-08	4.73734229295098e-08	1	2	0	1	1.00015205988829	1.00016268372163
YIL078W	P04801	THS1	84.51944	2	2.88882140433112	tightly_const	2	4.13259614257096e-06	4.13259703589538e-06	4.13259614257096e-06	1	6	0	1	1.03833044046129	1.04111810006708
YOR168W	P13188	GLN4	93.13159	2	2.65002007638298	tightly_const	2	2.18833052152304e-06	2.18833103223305e-06	2.18833052152304e-06	1	6	0	1	1.02333341141537	1.0250041164583
YCR053W	P16120	THR4	57.47349	2	2.55000443668672	tightly_const	2	6.84517143088681e-09	6.84655342054843e-09	6.84622421460635e-09	1	6	0	1	1.00004916310938	1.00005259756667
YDR158W	P13663	HOM2	39.54334	2	2.55000443668672	tightly_const	2	1.47168212576975e-07	1.47175737889361e-07	1.47168661171439e-07	1	6	0	1	1.00072727310519	1.00077811611628
YER052C	P10869	HOM3	58.10913	2	2.55000443668672	tightly_const	2	1.23050617376012e-07	1.2305690945718e-07	1.23050992455828e-07	1	4	0	1	1.00089363528223	1.00095611963582
YHR025W	P17423	THR1	38.71215	2	2.55000443668672	tightly_const	2	6.84517075559407e-07	6.8465534205474e-07	6.84622421460635e-07	1	5	0	1	1.00331470903696	1.00354707852363
YJR139C	P31116	HOM6	38.50163	2	2.55000443668672	tightly_const	2	1.23704237993114e-06	1.23710563496585e-06	1.23704615065282e-06	1	7	0	1	1.00596153392163	1.00638063253619
YDL066W	P21954	IDP1	48.18986	2	2.38704887275001	tightly_const	2	1.63178238546645e-06	1.63306158487213e-06	1.632294065228e-06	1	5	0	1	1.00000000000004	1.00000000000005
YBL076C	P09436	ILS1	122.98195	2	2.09825800881351	tightly_const	2	1.30194981575279e-07	1.3019501871443e-07	1.30194981575279e-07	1	6	0	1	1.00207785877204	1.00222332978719
YLL018C	P04802	DPS1	63.51479	2	2.04689843782899	tightly_const	2	2.36193118821575e-06	2.36193187626258e-06	2.36193118821575e-06	1	6	0	1	1.01980827299158	1.02122133893364
YLR355C	P06168	ILV5	44.36792	2	1.98506824981946	tightly_const	2	1.21451013184622e-05	1.21452164745061e-05	1.21451013184622e-05	1	7	0	1	1.07160245197804	1.07698930617753
YER023W	P32263	PRO3	30.13145	2	1.95255103013299	tightly_const	2	1.21320076088019e-08	1.21343014023363e-08	1.21320076088019e-08	1	6	0	1	1.00004941236725	1.00005286423823
YHR020W	P38708	YHR020W	77.38534	2	1.95255103013299	tightly_const	2	1.50350375714773e-06	1.50350421317367e-06	1.50350375714773e-06	1	7	0	1	1.01576926770358	1.01688943062944
YLR438W	P07991	CAR2	46.08557	2	1.94710697993636	tightly_const	2	8.62672652228913e-08	8.65043624150452e-08	8.6309308551303e-08	1	4	0	1	1.00000000000005	1.00000000000006
YMR108W	P07342	ILV2	74.93608	2	1.92750166084263	tightly_const	2	3.97780866431634e-06	3.97782821744693e-06	3.97780866431634e-06	1	8	0	1	1.04193109276008	1.04499196404232
YJR016C	P39522	ILV3	62.86049	2	1.92428295961657	tightly_const	2	1.4902046535462e-06	1.49021094963996e-06	1.4902046535462e-06	1	5	0	1	1.01298575008732	1.01390548028585
YJR148W	P47176	BAT2	41.62419	1	1.9239739470306	essential	2	3.48493255870655e-08	0.0018270562936194	3.48626530698575e-08	1	14	0	1	1.00019867818164	1.00021255974616
YCL018W	P04173	LEU2	38.95257	2	1.84401398137219	tightly_const	2	1.59620963252979e-06	1.596222866935e-06	1.59620963252979e-06	1	5	0	1	1.00869762582979	1.00931085329692
YNL104C	P06208	LEU4	68.40819	2	1.84401398137219	tightly_const	2	1.0473520599676e-06	1.04755554715859e-06	1.04754686179576e-06	1	13	0	1	1.01002645202232	1.01073436560895
YPL160W	P26637	CDC60	124.14	2	1.84401398137219	tightly_const	2	3.85218438770741e-07	3.85218561246928e-07	3.85218438770741e-07	1	6	0	1	1.00668736413218	1.00715785202253
YGL009C	P07264	LEU1	85.79356	1	1.84401398137219	essential	2	3.11664875076525e-06	0.000889526610116695	3.11664875076525e-06	1	4	0	1	1.03757484305214	1.0403054171776
YGR094W	P07806	VAS1	125.7682	2	1.74867199847194	tightly_const	2	2.46836163422905e-07	2.46836245477587e-07	2.46836163422905e-07	1	12	0	1	1.00447480487552	1.00478888818729
YHR208W	P38891	BAT1	43.59553	1	1.74867199847194	essential	2	1.14807455875108e-08	0.00174441871192356	1.14807455875108e-08	1	16	0	1	1.0000720983654	1.00007713516708
YFL022C	P15625	FRS2	57.51077	2	1.68504214165551	tightly_const	2	1.00471073297599e-08	1.00471107728325e-08	1.00471073297599e-08	0	6	12	1	1.00008504380847	1.00009098506287
YLR060W	P15624	FRS1	67.36425	2	1.68504214165551	tightly_const	2	1.00471073297599e-08	1.00471107728325e-08	1.00471073297599e-08	0	6	12	1	1.00009961482509	1.00010657413528
YNL316C	P32452	PHA2	38.22484	2	1.68504214165551	tightly_const	2	3.13581155418506e-09	3.13584266513189e-09	3.13581155418505e-09	1	5	0	1	1.00001764181818	1.00001887420622
YBR248C	P33734	HIS7	61.06729	2	1.60475833874487	tightly_const	2	2.08905204458965e-08	2.08913317431615e-08	2.08905204458965e-08	1	6	0	1	1.00019317146155	1.00020666819425
YER055C	P00498	HIS1	32.26611	2	1.60475833874487	tightly_const	2	1.06774255494331e-06	1.06778402143526e-06	1.06774255494331e-06	1	4	0	1	1.00522012964307	1.00558681772588
YFR025C	P38635	HIS2	38.58138	2	1.60475833874487	tightly_const	2	1.34715046373291e-09	1.34720278121707e-09	1.34715046373291e-09	1	4	0	1	1.00000786988946	1.00000841964324
YIL020C	P40545	HIS6	29.55623	2	1.60475833874487	tightly_const	2	9.00905250992765e-08	9.00940238247139e-08	9.00905250992765e-08	1	5	0	1	1.00040320373025	1.00043138157572
YIL116W	P07172	HIS5	42.64564	2	1.60475833874487	tightly_const	2	9.29965873732598e-10	9.30001966424609e-10	9.29965873732598e-10	1	4	0	1	1.00000600503691	1.00000642451995
YOR202W	P06633	HIS3	23.83295	2	1.60475833874487	tightly_const	2	2.8828976334507e-09	2.88300952092841e-09	2.8828976334507e-09	1	3	0	1	1.00001040353177	1.00001113027595
YPR033C	P07263	HTS1	59.95193	2	1.60475833874487	tightly_const	2	7.20723370520358e-08	7.20723627522423e-08	7.20723370520358e-08	1	12	0	1	1.00065430846169	1.00070004701167
YCL030C	P00815	HIS4	87.72027	2	1.60475833874487	tightly_const	2	8.43848229782585e-08	8.43880980182578e-08	8.43848229782585e-08	1	10	0	1	1.00112098999537	1.00119939038996
YER069W	Q01217	ARG5,6	94.86823	2	1.51238605188239	tightly_const	2	3.50319109122516e-06	3.50918652771776e-06	3.50425418668774e-06	1	9	0	1	1.02410822770663	1.02583581132056
YMR062C	Q04728	ARG7	47.84821	1	1.51238605188239	essential	2	7.68755013558092e-07	0.00159013505529959	7.68988303706282e-07	1	9	0	1	1.00266500551597	1.00285169968865
YOL140W	P18544	ARG8	46.68082	2	1.51238605188239	tightly_const	2	8.70146054963364e-06	8.71635241605747e-06	8.70410113722101e-06	1	4	0	1	1.02947442464215	1.03159841204412
YOR335C	P40825	ALA1	110.05785	2	1.43063402413911	tightly_const	2	1.51627041047585e-07	1.51627100329815e-07	1.51627041047585e-07	1	6	0	1	1.00270256801886	1.00289190118294
YMR267W	P28239	PPA2	35.57213	2	1.2517920626104	tightly_const	2	1.03504537810182e-06	1.03509513119695e-06	1.03507638472357e-06	1	4	0	1	1.00000000000002	0.999999999999988
YER091C	P05694	MET6	85.85892	2	1.18380489064958	tightly_const	2	1.50148376655362e-06	1.50164223828727e-06	1.501522294307e-06	1	7	0	1	1.02333830410489	1.02500936803286
YBR115C	P07702	LYS2	155.34394	2	1.16166082432621	tightly_const	2	2.31644417762284e-07	2.31646882850988e-07	2.31644417762284e-07	0	8	19	1	1.00657992362374	1.0070427996805
YDL131W	Q12122	LYS21	48.59372	2	1.16166082432621	tightly_const	2	1.56556996621557e-05	1.56558663721647e-05	1.56556996621557e-05	1	6	0	1	1.1404348168705	1.15173336594412
YDR037W	P15180	KRS1	67.95785	2	1.16166082432621	tightly_const	2	2.11369176177813e-07	2.11369273281593e-07	2.11369176177813e-07	1	6	0	1	1.00262581362623	1.00280975455831
YDR234W	P49367	LYS4	75.14989	1	1.16166082432621	essential	2	3.86382363037844e-06	0.00101968249330607	7.72764726075688e-06	1	6	0	1	1.10694771835052	1.11527975705339
YGL154C	P50113	LYS5	30.68281	2	1.16166082432621	tightly_const	2	2.31644417762284e-07	2.31646882850988e-07	2.31644417762284e-07	0	8	19	1	1.00129914641993	1.00139002411358
YIL094C	P40495	LYS12	40.06854	2	1.16166082432621	tightly_const	2	5.6821099385318e-07	5.68217044458589e-07	5.6821099385318e-07	1	6	0	1	1.00416238756387	1.00445444528744
YIR034C	P38998	LYS1	41.46445	2	1.16166082432621	tightly_const	2	5.13806370821014e-07	5.13811838590524e-07	5.13806370821014e-07	1	7	0	1	1.00389491018176	1.00416812220841
YNR050C	P38999	LYS9	48.91735	2	1.16166082432621	tightly_const	2	2.94705791742119e-08	2.94708929922249e-08	2.94705791742119e-08	1	7	0	1	1.00026348826922	1.0002818993647
YOL126C	P22133	MDH2	40.7305	1	1.13574019280692	essential	2	3.87944150411293e-09	0.00186711337873719	3.87991748363901e-09	1	5	0	1	1.00002385611154	1.00002552261672
YBR221C	P32473	PDB1	40.0532	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	20	1	1.00735157329006	1.00786915674055
YER178W	P16387	PDA1	46.34261	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	20	1	1.00850662111873	1.00910626019397
YGR193C	P16451	PDX1	45.36125	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	20	1	1.00832639367344	1.00891321607846
YNL071W	P12695	LAT1	51.81762	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	20	1	1.00951225007067	1.01018349259481
YNL220W	P80210	ADE12	48.27868	2	1.12281734207148	tightly_const	2	6.27170123021383e-07	6.27525339241446e-07	6.27170123021491e-07	1	7	0	1	1.00564612277523	1.00604291464031
YDR341C	Q05506	YDR341C	69.5242	2	1.06684442415677	tightly_const	2	2.84311129209042e-07	2.8431126841112e-07	2.84311129209042e-07	1	6	0	1	1.00379560030385	1.00406181796298
YHR018C	P04076	ARG4	51.9886	1	1.06684442415677	essential	2	1.73691907691722e-09	0.00146278976470658	1.73691907691722e-09	1	3	0	1	1.00001733579544	1.00001854680551
YJL088W	P05150	ARG3	37.84479	2	1.06684442415677	tightly_const	2	6.20630146040163e-08	6.20698218690722e-08	6.20630146040163e-08	1	5	0	1	1.00045092674651	1.00048244131772
YOL058W	P22768	ARG1	46.92715	1	1.06684442415677	essential	2	2.94990453440172e-07	0.00162085414253742	2.94990453440172e-07	1	7	0	1	1.00265799861308	1.00284420053215
YCR012W	P00560	PGK1	44.73787	1	1.01815745070561	essential	2	7.87279533183819e-07	0.0017006503412009	7.87279533183985e-07	1	4	0	1	0.974754831107993	1.03851690299723
YDR516C	Q04409	EMI2	55.92028	2	1.00015343019266	essential	2	3.55864688044787e-08	1.86179439461887e-07	1.86074449723783e-07	1	4	0	1	1.00819653533766	1.00877412602909
YHR163W	P38858	SOL3	27.78417	2	6.42467384731493	opt_isoenz_tight	2	0	1.25480958353658e-05	1.25477762174587e-05	0	5	3	2	1.06518325682431	1.07005560524985
YHR183W	P38720	GND1	53.54274	2	6.42467384731493	opt_isoenz_tight	2	0	3.4472773878599e-06	3.44718958078913e-06	0	6	4	2	1.03436025358455	1.03684892625138
YPR145W	P49089	ASN1	64.46973	2	3.46843681305616	opt_isoenz_tight	2	0	5.05056471053603e-06	5.04993263404421e-06	0	10	7	2	1.03245681491357	1.03480298507504
YBR249C	P32449	ARO4	39.74874	2	3.20664323217394	opt_isoenz_tight	2	0	1.7041936355087e-07	1.70416673380373e-07	0	12	8	2	1.0006964014549	1.00074508464971
YHR011W	P38705	DIA4	50.38946	2	2.77201164723703	opt_isoenz_tight	2	0	3.2857738117547e-06	3.28577307512167e-06	0	7	9	2	1.01847883153959	1.01979521801833
YER086W	P00927	ILV1	63.83052	2	2.28357299397617	opt_isoenz_tight	2	0	4.95210298249785e-08	4.95204623586838e-08	1	3	0	2	1.00039089318843	1.00041821035346
YPR081C	Q06817	GRS2	71.01765	2	2.13264038245205	opt_isoenz_tight	2	0	1.00591841755814e-06	1.00591813454615e-06	0	7	10	2	1.00919787066959	1.00984671227467
YGL062W	P11154	PYC1	130.09827	2	1.56575227104277	opt_isoenz_tight	2	0	1.60927926644705e-06	1.60875052175703e-06	0	8	13	2	1.04244983565606	1.04555022938812
YAL038W	P00549	CDC19	54.54404	2	1.3336249065969	opt_isoenz_tight	2	0	1.09349509122295e-06	1.0934765648471e-06	0	6	16	2	1.02810902946068	1.10850920034271
YNR001C	P00890	CIT1	53.35945	2	1.31772333385226	opt_isoenz_tight	2	0	2.68096737977177e-07	2.68066339170028e-07	1	7	0	2	1.00243009938355	1.00260029477598
YER099C	P38620	PRS2	34.76468	2	1.20982590348855	opt_isoenz_tight	2	0	1.35859790397644e-05	1.3583374125968e-05	0	6	17	2	1.08485453718553	1.09132334801619
YKL181W	P32895	PRS1	47.04715	2	1.20982590348855	opt_isoenz_tight	2	0	1.35859790397671e-05	1.3583374125968e-05	0	6	0	2	1.11510271630661	1.12414134254871
YGL125W	P53128	MET13	68.55958	2	1.18380489064958	opt_isoenz_tight	2	0	3.2848394235605e-08	3.2845770626753e-08	0	6	18	2	1.00040696769281	1.0004354086968
YNR019W	P53629	ARE2	74.022	0	0.207585615477502	subOpt_isoenz	0	0	0.00102737438725589	0	1	84	0	2	1.00000000000029	1.00000000000031
YOR245C	Q08650	DGA1	47.71075	0	0.164378423216253	subOpt_isoenz	0	0	1.01733999423114e-07	0	1	122	0	2	1.00000000000011	1.00000000000011
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86630814998688e-09	1.51086591142187e-09	1	4	0	3	1.0046649015664	1.00499239394267
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.41928947456691e-10	1.95853081305056e-10	1	6	0	3	1.0006373303953	1.0006818813077
YPR074C	P23254	TKL1	73.80488	1	30.7231667685765	opt_isoenz	2	0	0.00103142146624191	1.02506076492253e-06	0	10	1	3	1.01469731300011	1.01574015015986
YLL058W	Q12198	YLL058W	64.22244	1	7.75824083338715	opt_isoenz	2	0	0.00118424394933722	1.04062835992036e-07	0	16	2	3	1.00057296446879	1.00061301329327
YGL202W	P53090	ARO8	56.17728	1	2.28568614569441	opt_isoenz	2	0	0.00135375442175651	2.94141704596243e-08	1	15	0	3	1.00025512568615	1.00027295229135
YLR027C	P23542	AAT2	46.05711	1	1.90706717552619	opt_isoenz	2	0	0.00165128461149495	1.10233566641976e-07	1	14	0	3	1.00071514001748	1.00076513416676
YGR254W	P00924	ENO1	46.81564	1	1.4694652919527	opt_isoenz	2	0	0.00162570609090611	1.28377341265647e-06	0	5	15	3	1.01630594024198	1.094657765572
YHR137W	P38840	ARO9	58.52706	1	1.43063402413911	opt_isoenz	2	0	0.001299384201345	1.51627041047585e-08	1	13	0	3	1.00014367869592	1.00015371687795
YNL036W	P53615	NCE103	24.85889	1	1.1829852885473	opt_isoenz	2	0	0.00305919833479417	1.23014075788641e-10	1	4	0	3	1	1
YER152C	P10356	YER152C	49.48976	1	1.16166082432621	opt_isoenz	2	0	0.001536652277106	6.27244095840656e-09	1	6	0	3	1.00005673553248	1.00006069901941
YJL052W	P00360	TDH1	35.74956	1	1.01815745070561	opt_isoenz	2	0	0.00214181917272198	1.45701002380066e-05	0	8	23	3	1.41947335033866	1.6121978827453
