genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.15569474364975e-09	1.59461388661699e-12	1	11	0	3	1.00000004848953	1.00000004849349
YKL060C	P14540	FBA1	39.62024	2	1.22892743269334	opt_isoenz	2	0	3.82965204892179e-09	3.78300715735464e-09	1	7	0	3	0.999999999999892	1
YLL052C		AQY2	NaN	0	0.286968245460141		0	NaN	NaN	NaN	0	2	10	3	1	1
YPR192W		AQY1	NaN	0	0.286968245460141		0	NaN	NaN	NaN	0	2	10	3	1	1
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	12	3	1	1
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	12	3	1	1
YER053C		PIC2	NaN	0	0.151305313781543		0	NaN	NaN	NaN	0	4	19	3	1	1
YJR077C		MIR1	NaN	0	0.151305313781543		0	NaN	NaN	NaN	0	4	19	3	1	1
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.20395165518593e-10	0	0	24	23	3	0.9999999999981	1.00000000000021
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.34346833759102e-09	0	0	24	23	3	0.999999999997683	1.00000000000027
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.21471982197641e-10	0	0	24	23	3	0.9999999999997	1.0000000000001
