genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YIR034C	P38998	LYS1	41.46445	2	2.32018104257687	tightly_const	2	9.0114748350976e-07	9.01152954786489e-07	9.0114748350976e-07
YJL060W	P47039	BNA3	50.08168	1	2.32018104257687	subOpt_isoenz	2	0	0.00153405105594971	0
YNR050C	P38999	LYS9	48.91735	2	2.32018104257687	tightly_const	2	5.16874444705311e-08	5.16877582885405e-08	5.16874444705311e-08
YJL200C	P39533	ACO2	86.58224	1	2.32018104257687	subOpt_isoenz	2	0	0.000893988632485562	0
YLR304C	P19414	ACO1	85.36736	1	2.27083373409683	opt_isoenz	2	0	0.000900744795688017	7.83682844242786e-07
YKL085W	P17505	MDH1	35.64959	1	2.13437613481581	essential	2	2.94881569585581e-07	0.00215536365262445	2.9490997274166e-07
YNR001C	P00890	CIT1	53.35945	2	2.13437613481581	opt_isoenz_tight	2	0	3.97416594153132e-07	3.9738619534563e-07
YPR001W	P43635	CIT3	53.81073	1	2.13437613481581	subOpt_isoenz	2	0	3.97416594152659e-07	0
YOL126C	P22133	MDH2	40.7305	1	2.11610031041113	essential	2	6.39686286112927e-09	0.00188624247713414	6.39734044810165e-09
YOR222W		ODC2	NaN	1	2.11252395978945		2	NaN	NaN	NaN
YPL134C		ODC1	NaN	1	2.11252395978945		2	NaN	NaN	NaN
YBR166C	P20049	TYR1	50.92272	2	2.09432436709311	tightly_const	2	2.10339309770274e-07	2.10351788880474e-07	2.10339309770274e-07
YGR185C	P36421	TYS1	44.01942	2	2.09432436709311	tightly_const	2	1.20259183759008e-06	1.20259218140579e-06	1.20259183759008e-06
YGL202W	P53090	ARO8	56.17728	1	2.04951724218917	opt_isoenz	2	0	0.00136762563126389	2.90260735749163e-08
YHR018C	P04076	ARG4	51.9886	1	1.97798517649936	essential	2	2.8344399218213e-09	0.00147777559361802	2.8344399218213e-09
YDR341C	Q05506	YDR341C	69.5242	2	1.97798517649935	tightly_const	2	4.63961059301906e-07	4.63961198504343e-07	4.63961059301906e-07
YJL088W	P05150	ARG3	37.84479	2	1.97798517649935	tightly_const	2	1.01279264301952e-07	1.01286071566975e-07	1.01279264301952e-07
YOL058W	P22768	ARG1	46.92715	1	1.97798517649935	essential	2	4.81388412908106e-07	0.001637641471436	4.81388412908106e-07
YDL066W	P21954	IDP1	48.18986	2	1.94884534824935	tightly_const	2	1.37282643314725e-06	1.37410563251469e-06	1.37333811289688e-06
YPR035W	P32288	GLN1	41.7656	2	1.92510449242371	tightly_const	2	7.10005922356451e-07	7.10107870070713e-07	7.10005922356449e-07
YGR124W	P49090	ASN2	64.59268	1	1.90956141074629	subOpt_isoenz	2	0	3.00239755883252e-06	0
YHR019C	P38707	DED81	62.20612	2	1.90956141074629	tightly_const	2	5.05247619065942e-07	5.0524777519554e-07	5.05247619065942e-07
YPR145W	P49089	ASN1	64.46973	2	1.90956141074629	opt_isoenz_tight	2	0	3.00239755883209e-06	3.00176548234201e-06
YGL080W		MPC1	NaN	1	1.87102364648651		2	NaN	NaN	NaN
YGR243W		MPC3	NaN	1	1.87102364648651		2	NaN	NaN	NaN
YHR162W		MPC2	NaN	1	1.87102364648651		2	NaN	NaN	NaN
YGR094W	P07806	VAS1	125.7682	2	1.86463635856898	tightly_const	2	2.60314095919522e-07	2.60314177974231e-07	2.60314095919522e-07
YHR208W	P38891	BAT1	43.59553	1	1.86463635856898	essential	2	1.21076258302336e-08	0.00176228895570549	1.21076258302336e-08
YPR021C		AGC1	NaN	1	1.84408151239174		2	NaN	NaN	NaN
YMR062C	Q04728	ARG7	47.84821	1	1.83572440547055	essential	2	9.0046439848087e-07	0.00160654814796836	9.00697688609276e-07
YOL140W	P18544	ARG8	46.68082	2	1.83572440547055	tightly_const	2	1.01922658081962e-05	1.02071576746485e-05	1.01949063957555e-05
YOR130C		ORT1	NaN	1	1.83572440547055		2	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	2	1.83572440497593	tightly_const	2	4.10338638842279e-06	4.10938182492684e-06	4.10444948386962e-06
YDR384C		ATO3	NaN	1	1.82892034683264		2	NaN	NaN	NaN
YGR121C		MEP1	NaN	1	1.82892034683264		2	NaN	NaN	NaN
YNL142W		MEP2	NaN	1	1.82892034683264		2	NaN	NaN	NaN
YPR138C		MEP3	NaN	1	1.82892034683264		2	NaN	NaN	NaN
YNL220W	P80210	ADE12	48.27868	2	1.76882028325235	tightly_const	2	8.97645862168474e-07	8.98001078385728e-07	8.97645862168517e-07
YBR221C	P32473	PDB1	40.0532	2	1.76587989022099	tightly_const	2	1.40460971957258e-06	1.40471056598343e-06	1.404649076557e-06
YER178W	P16387	PDA1	46.34261	2	1.76587989022099	tightly_const	2	1.40460971957258e-06	1.40471056598343e-06	1.404649076557e-06
YGR193C	P16451	PDX1	45.36125	2	1.76587989022099	tightly_const	2	1.40460971957258e-06	1.40471056598343e-06	1.404649076557e-06
YNL071W	P12695	LAT1	51.81762	2	1.76587989022099	tightly_const	2	1.40460971957258e-06	1.40471056598343e-06	1.404649076557e-06
YIL078W	P04801	THS1	84.51944	2	1.75838034184715	tightly_const	2	2.70129765881347e-06	2.70129855213502e-06	2.70129765881347e-06
YDR023W	P07284	SES1	53.30882	1	1.75363906257756	subOpt_isoenz	2	0	2.22253446422035e-06	0
YHR011W	P38705	DIA4	50.38946	2	1.75363906257756	opt_isoenz_tight	2	0	2.22253446469286e-06	2.22253372758947e-06
YBR218C	P32327	PYC2	130.16549	1	1.70636583667304	subOpt_isoenz	2	0	1.72582879594186e-06	0
YGL062W	P11154	PYC1	130.09827	2	1.70636583488212	opt_isoenz_tight	2	0	1.7258287959425e-06	1.72530005125251e-06
YER023W	P32263	PRO3	30.13145	2	1.70236249135277	tightly_const	2	1.08279995708309e-08	1.08302933643412e-08	1.08279995708309e-08
YHR020W	P38708	YHR020W	77.38534	2	1.70236249135277	tightly_const	2	1.34189975493643e-06	1.34190021096206e-06	1.34189975493643e-06
YLR438W	P07991	CAR2	46.08557	2	1.69691843922973	tightly_const	2	7.69711060301146e-08	7.72082137003428e-08	7.70131493535378e-08
YGR264C	P00958	MES1	85.67702	2	1.62840368810877	tightly_const	2	5.44120725817301e-06	5.44120917554904e-06	5.44120725817301e-06
YGR254W	P00924	ENO1	46.81564	1	1.62666909672101	opt_isoenz	2	0	0.00164245595994986	1.39318279344706e-06
YHR174W	P00925	ENO2	46.91368	1	1.62666909672101	subOpt_isoenz	2	0	0.00163902150158383	0
YKL152C	P00950	GPM1	27.60828	1	1.62666909672101	subOpt_isoenz	2	0	0.00278312716219597	0
YMR323W	P42222	ERR3	47.31216	1	1.62666909672101	subOpt_isoenz	2	0	0.00162521639278786	0
YOR393W	P0CX10	ERR1	47.32712	1	1.62666909672101	subOpt_isoenz	2	0	0.00162470469004908	0
YPL281C	P0CX11	ERR2	47.32712	1	1.62666909672101	subOpt_isoenz	2	0	0.00162470472559809	0
YOR283W	Q12040	YOR283W	26.17622	1	1.62666909672101	opt_isoenz	2	0	0.00293539199393552	3.84672473634347e-07
YDR226W	P07170	ADK1	24.2546	1	1.62345505920315	subOpt_isoenz	2	0	5.04179674262299e-06	0
YHR137W	P38840	ARO9	58.52706	1	1.6000656155854	opt_isoenz	2	0	0.00131269629904097	1.6585407367856e-08
YOR335C	P40825	ALA1	110.05785	2	1.6000656155854	tightly_const	2	1.6585407367856e-07	1.65854132922818e-07	1.6585407367856e-07
YAL038W	P00549	CDC19	54.54404	2	1.57074861582396	opt_isoenz_tight	2	0	1.24523823673835e-06	1.24521972159787e-06
YOR347C	P52489	PYK2	55.19478	1	1.57074861582396	subOpt_isoenz	2	0	1.24523824797372e-06	0
YPL262W	P08417	FUM1	53.15125	1	1.53566197329665	essential	2	1.38861637157749e-08	0.00144545997434255	1.38865134108645e-08
YLL018C	P04802	DPS1	63.51479	2	1.46353270844392	tightly_const	2	1.7930359131242e-06	1.79303660161122e-06	1.7930359131242e-06
YKL029C	P36013	MAE1	74.37529	2	1.44856241909176	tightly_const	2	9.73355202306032e-08	9.7602815949307e-08	9.73660644431339e-08
YOR303W	P07258	CPA1	45.36103	2	1.39133129374299	tightly_const	2	3.59678939751632e-09	3.59714824193598e-09	3.59678939751632e-09
YJR109C	P03965	CPA2	123.91392	2	1.39133098061924	tightly_const	2	3.59678939751632e-09	3.59714824193598e-09	3.59678939751632e-09
YLR027C	P23542	AAT2	46.05711	1	1.38114525166238	opt_isoenz	2	0	0.00166817376032519	8.48305395165661e-08
YLR028C	P54113	ADE16	65.28175	1	1.37360290905542	subOpt_isoenz	2	0	0.00117813588089178	0
YMR120C	P38009	ADE17	65.26269	1	1.37360290905542	opt_isoenz	2	0	0.00117848070425414	1.27932689051796e-06
YNL036W	P53615	NCE103	24.85889	1	1.32054501664097	opt_isoenz	2	0	0.00309053660332754	1.3387439269358e-10
YCR053W	P16120	THR4	57.47349	2	1.29427704426068	tightly_const	2	3.90614378911846e-09	3.90752645407044e-09	3.90719724813133e-09
YDR158W	P13663	HOM2	39.54334	2	1.29427704426068	tightly_const	2	8.39899338242291e-08	8.39974588490072e-08	8.39903821311351e-08
YJR139C	P31116	HOM6	38.50163	2	1.29427704426068	tightly_const	2	7.05988782857011e-07	7.06052037891105e-07	7.05992553578683e-07
YER052C	P10869	HOM3	58.10913	2	1.29427704426067	tightly_const	2	7.0225852404452e-08	7.02321406926442e-08	7.02262274842666e-08
YHR025W	P17423	THR1	38.71215	2	1.29427704426067	tightly_const	2	3.90614378912558e-07	3.9075262430422e-07	3.90719724813133e-07
YMR267W	P28239	PPA2	35.57213	2	1.2538292234569	tightly_const	2	1.03634144839295e-06	1.03639122325027e-06	1.03637247677706e-06
YLL052C		AQY2	NaN	1	1.08922683311972		2	NaN	NaN	NaN
YPR192W		AQY1	NaN	1	1.08922683311972		2	NaN	NaN	NaN
YCR012W	P00560	PGK1	44.73787	1	1.03359345116264	essential	2	7.96001770474054e-07	0.00171807237259287	7.96001770474048e-07
YGR192C	P00359	TDH3	35.74626	1	1.03359345116264	subOpt_isoenz	2	0	0.00216397178340254	0
YJL052W	P00360	TDH1	35.74956	1	1.03359345116264	opt_isoenz	2	0	0.00216377207972352	1.47315217741438e-05
YJR009C	P00358	TDH2	35.84645	1	1.03359345116264	subOpt_isoenz	2	0	0.00215792895691163	0
YDR516C	Q04409	EMI2	55.92028	2	1.00018651712918	essential	2	3.61909941160987e-08	1.86179439461884e-07	1.86078881346251e-07
YMR189W	P49095	GCV2	114.45033	0	0.272419742575374	essential	0	4.92877855578785e-08	2.64276445312932e-07	4.92885518164091e-08
YAL044C	P39726	GCV3	18.79276	0	0.272419742575353	essential	0	4.92877855578785e-08	2.64276445312932e-07	4.92885518164091e-08
YDR019C	P48015	GCV1	44.46849	0	0.272419742575353	essential	0	4.92877855578785e-08	2.64276445312932e-07	4.92885518164091e-08
YLR058C	P37291	SHM2	52.21793	0	0.262480995839337	essential	0	1.13467280496167e-05	0.00148263044726118	1.13468730418284e-05
YGR204W	P07245	ADE3	102.20412	0	0.251835128742638	essential	0	5.67764139700803e-07	0.000752273561281713	5.67771641998975e-07
YBR263W	P37292	SHM1	53.68589	0	0.250839442265117	essential	0	5.12796561199018e-06	0.0014361804811737	5.12803443758618e-06
YOR388C	Q08911	FDH1	41.7138	0	0.242727889546659	tightly_const	0	5.16831336142974e-06	5.16877957365916e-06	5.16838351899906e-06
YCR048W	P25628	ARE1	71.61215	0	0.220003558260346	opt_isoenz	0	0	0.00107282476696841	1.9670167838932e-11
YDR503C	Q04396	LPP1	31.58604	0	0.207961799868898	opt_isoenz	0	0	9.79770772558658e-10	9.53795898879539e-10
YNR019W	P53629	ARE2	74.022	0	0.207585615385273	subOpt_isoenz	0	0	0.00103789875681661	0
YOR245C	Q08650	DGA1	47.71075	0	0.16437842307791	subOpt_isoenz	0	0	1.01733999413311e-07	0
