genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YGL253W	P04807	HXK2	53.9419	sce00010  Glycolysis / Gluconeogenesis sce00051  Fructose and mannose metabolism sce00052  Galactose metabolism sce00500  Starch and sucrose metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	KO	0	subOpt_isoenz	0	0	6.25673068325683e-07	0	0	12	11	3	1.00000000000002	1.00000000000001	0
YNR033W	P37254	ABZ1	88.54316	sce00790  Folate biosynthesis	KO	0	flux_leak	0	0	0	0	1	0	0	1	0.999999999999995	0.999999999999991	0
YPR145W	P49089	ASN1	64.46973	sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	KO	0	flux_leak	0	0	0	0	0	0	13	2	1.04007005959536	1.04413983112325	0
YJR103W	P38627	URA8	64.50989	sce00240  Pyrimidine metabolism	KO	0	flux_leak	0	0	0	0	0	0	15	2	1.00166355707889	1.00182567134713	0
YDL171C	Q12680	GLT1	238.09944	sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	KO	0	flux_leak	0	0	0	0	1	0	0	1	1.00000000000003	1.00000000000004	0
YFL060C	P43544	SNO3	25.13161	sce00750  Vitamin B6 metabolism	KO	0	flux_leak	0	0	0	0	0	0	16	2	0.999999999999997	0.999999999999997	0
YNL334C	P53823	SNO2	25.20768	sce00750  Vitamin B6 metabolism	KO	0	flux_leak	0	0	0	0	0	0	16	2	1	0.999999999999997	0
YMR084W	A2P2R3	YMR084W	29.27185	sce00250  Alanine, aspartate and glutamate metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01130  Biosynthesis of antibiotics	KO	0	flux_leak	0	0	0	0	0	0	17	2	1.00000000000004	1.00000000000004	0
YKL104C	P14742	GFA1	80.04593	sce00250  Alanine, aspartate and glutamate metabolism sce00520  Amino sugar and nucleotide sugar metabolism sce01130  Biosynthesis of antibiotics	KO	0	flux_leak	0	0	0	0	0	0	17	2	1.00000000000001	1.00000000000002	0
YHR074W	P38795	QNS1	80.68505	sce00760  Nicotinate and nicotinamide metabolism	KO	0	flux_leak	0	0	0	0	1	0	0	1	1.00000000000002	1.00000000000002	0
YFL059W	P43545	SNZ3	32.01874	sce00750  Vitamin B6 metabolism	KO	0	flux_leak	0	0	0	0	0	0	18	2	1	0.999999999999997	0
YNL333W	P53824	SNZ2	32.03277	sce00750  Vitamin B6 metabolism	KO	0	flux_leak	0	0	0	0	0	0	18	2	1	1	0
