genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate	FCC
YNR043W	P32377	MVD1	44.11544	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.9176030734129	tightly_const	2	1.87164034159687e-05	1.87164297093486e-05	1.87164034159687e-05	1	6	0	1	1.0163338756038	1.01647989737089	0.0161330590984301
YJL167W	P08524	ERG20	40.48289	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.9176030734129	tightly_const	2	5.55820325013422e-05	5.55821106325693e-05	5.55820325013422e-05	1	5	0	1	1.04512711952606	1.0455420818742	0.043804701618942
YNL241C	P11412	ZWF1	57.5209	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	9.80447486878765	tightly_const	2	3.98392970721007e-07	3.98426931771302e-07	3.98421880925415e-07	1	5	0	1	1.00198629571039	1.0020037999333	0
YER043C	P39954	SAH1	49.12498	sce00270  Cysteine and methionine metabolism	OE	6.77093499460321	tightly_const	2	2.07572194086235e-05	2.07587502612503e-05	2.07573901009394e-05	1	4	0	1	1.04580945242872	1.04623096665101	0.0193282954750616
YLR180W	P10659	SAM1	41.81793	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	OE	6.77093499460321	tightly_const	2	2.79837939634646e-05	2.81294033727729e-05	2.81275602705895e-05	1	7	0	1	1.05291332094029	1.05340353905397	0.0222805280301148
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	5.97895671519983	tightly_const	2	4.27269915278223e-06	4.27279999919223e-06	4.27273850976632e-06	0	6	3	1	1.00832138934166	1.00839518930894	0
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	5.97895671519983	tightly_const	2	4.27269915278223e-06	4.27279999919223e-06	4.27273850976632e-06	0	6	3	1	1.00963026030493	1.00971578011578	0
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	OE	5.97895671519983	tightly_const	2	4.27269915278223e-06	4.27279999919223e-06	4.27273850976632e-06	0	6	3	1	1.0094260051744	1.00950969404932	0
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	5.97895671519983	tightly_const	2	4.27269915278223e-06	4.27279999919223e-06	4.27273850976632e-06	0	6	3	1	1.01077013458199	1.01086588578354	0
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	OE	4.63161202215219	tightly_const	2	4.89808005721136e-06	4.89823852893788e-06	4.89811858496399e-06	1	7	0	1	1.02506665110141	1.02529268508394	0
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	OE	24.9176030734129	opt_isoenz_tight	2	0	1.98293925703907e-06	1.98293646964084e-06	1	7	0	2	1.00450987135971	1.00454971556337	0
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	9.80447486878765	opt_isoenz_tight	2	0	2.52124848515725e-05	2.52121652336855e-05	1	5	0	2	1.06101458784469	1.06158425044848	0.0128583788343402
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	OE	9.80447486878765	opt_isoenz_tight	2	0	6.92650343614168e-06	6.92641562907123e-06	1	6	0	2	1.03222455091398	1.03251717745992	0
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	KD	0.287343385505403	subOpt_isoenz	0	0	4.15289004629081e-08	0	0	12	5	2	0.999999999999956	0.999999999999953	0
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.264997074046741	subOpt_isoenz	0	0	4.87266676407606e-07	0	0	24	6	2	0.999999999999878	0.999999999999884	0
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.264997074046741	subOpt_isoenz	0	0	4.87266676408736e-07	0	0	24	6	2	0.999999999999878	0.999999999999874	0
YJL026W	P09938	RNR2	46.14681	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	KD	0.264997074046741	subOpt_isoenz	0	0	4.87266676408779e-07	0	0	24	6	2	1.00000000000006	1.00000000000005	0
YNR019W	P53629	ARE2	74.022	sce00100  Steroid biosynthesis	KD	0.207585615361544	subOpt_isoenz	0	0	0.000541213982547176	0	1	84	0	2	0.999999999999962	0.999999999999955	0
YOR245C	Q08650	DGA1	47.71075	sce00561  Glycerolipid metabolism	KD	0.164378423042316	subOpt_isoenz	0	0	1.01733999374133e-07	0	1	122	0	2	1.00000000000003	1.00000000000002	0
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	KD	0.0617486488756686	subOpt_isoenz	0	0	1.79064612485011e-06	0	0	8	8	2	0.999999999999973	0.999999999999971	0
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	KO	0.0392243474223875	subOpt_isoenz	0	0	1.06571716531143e-07	0	0	6	9	2	0.999999999999943	0.999999999999939	0
