genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YJR016C	P39522	ILV3	62.86049	2	1.93910664723728	tightly_const	2	1.54689808429624e-06	1.54690438039007e-06	1.54689808429624e-06	1	5	0	1	1.01320172931393	1.01418738294207
YMR108W	P07342	ILV2	74.93608	2	1.93764955588462	tightly_const	2	4.21641401013324e-06	4.21643357580607e-06	4.21641401013324e-06	1	8	0	1	1.04294065262912	1.04624799058752
YOR168W	P13188	GLN4	93.13159	2	1.93041403338811	tightly_const	2	1.66777861802504e-06	1.66777912840664e-06	1.66777861802504e-06	1	6	0	1	1.02130598126226	1.02291038781615
YLR355C	P06168	ILV5	44.36792	2	1.91158948228464	tightly_const	2	1.12501551940122e-05	1.12502703500555e-05	1.12501551940122e-05	1	7	0	1	1.07008737572996	1.07563722156007
YER069W	Q01217	ARG5,6	94.86823	2	1.86227927098639	tightly_const	2	4.15267875702865e-06	4.1586741934988e-06	4.15374185241305e-06	1	9	0	1	1.02546058571008	1.02738623605173
YOL140W	P18544	ARG8	46.68082	2	1.86227927098639	tightly_const	2	1.03147014931358e-05	1.03295933595501e-05	1.03173420805654e-05	1	4	0	1	1.03113695316697	1.03350594952015
YMR062C	Q04728	ARG7	47.84821	1	1.86227926501164	essential	2	9.11281323514529e-07	0.00159975396673867	9.11514613653091e-07	1	9	0	1	1.00281119788537	1.00301877323439
YBL076C	P09436	ILS1	122.98195	2	1.86034910448414	tightly_const	2	1.176717532494e-07	1.17671790388526e-07	1.176717532494e-07	1	6	0	1	1.00202050801136	1.00216957349298
YGR094W	P07806	VAS1	125.7682	2	1.71390514429926	tightly_const	2	2.42795394231199e-07	2.42795476233273e-07	2.42795394231199e-07	1	12	0	1	1.0044693630848	1.00479996133069
YHR208W	P38891	BAT1	43.59553	1	1.71390514429926	essential	2	1.12928029358972e-08	0.00175481932156196	1.12928029358972e-08	1	16	0	1	1.00007201107074	1.00007731268519
YCL050C	P16550	APA1	36.49211	2	1.69170718980882	tightly_const	2	2.70486831202073e-08	2.71014515758023e-08	2.70934551437519e-08	1	9	0	1	1.00014570369157	1.00015643156856
YJR137C	P47169	MET5	161.21721	2	1.69170718980882	tightly_const	2	1.66729170811395e-08	1.66749724998153e-08	1.66729170811395e-08	0	6	11	1	1.00039613693572	1.00042531156235
YKL001C	Q02196	MET14	23.06018	2	1.69170718980882	tightly_const	2	5.911295047958e-07	5.91303972280218e-07	5.911295047958e-07	1	5	0	1	1.00200941268329	1.00215765783069
YOL064C	P32179	MET22	39.14886	2	1.69170718980882	tightly_const	2	2.36444945073119e-07	2.36529762062031e-07	2.36451614648454e-07	1	4	0	1	1.00136441063093	1.00146500094602
YPR167C	P18408	MET16	30.3799	2	1.69170718980882	tightly_const	2	7.43134582387328e-07	7.43353913041815e-07	7.43134582387328e-07	1	7	0	1	1.0033285832474	1.00357449786093
YFR030W	P39692	MET10	114.82714	2	1.69170674914304	tightly_const	2	1.66729170811395e-08	1.66749724998153e-08	1.66729170811395e-08	0	6	11	1	1.00028214438887	1.00030292116941
YFR025C	P38635	HIS2	38.58138	2	1.594736632918	tightly_const	2	1.34033145794035e-09	1.3403837418878e-09	1.34033145794035e-09	1	4	0	1	1.00000788355668	1.00000846392162
YBR248C	P33734	HIS7	61.06729	2	1.594736632918	tightly_const	2	2.07847768160902e-08	2.07855881133491e-08	2.07847768160902e-08	1	6	0	1	1.00019350699617	1.00020775526782
YCL030C	P00815	HIS4	87.72027	2	1.594736632918	tightly_const	2	8.39576839079136e-08	8.39609589478976e-08	8.39576839079136e-08	1	10	0	1	1.00112293894151	1.00120570547311
YER055C	P00498	HIS1	32.26611	2	1.594736632918	tightly_const	2	1.06233785601535e-06	1.06237932250789e-06	1.06233785601535e-06	1	4	0	1	1.00522924255331	1.0056163632724
YIL020C	P40545	HIS6	29.55623	2	1.594736632918	tightly_const	2	8.96345049077344e-08	8.96380036331585e-08	8.96345049077344e-08	1	5	0	1	1.0004039042342	1.0004336511535
YIL116W	P07172	HIS5	42.64564	2	1.594736632918	tightly_const	2	9.25258572766155e-10	9.25294688609336e-10	9.25258572766155e-10	1	4	0	1	1.00000601546553	1.00000645830605
YOR202W	P06633	HIS3	23.83295	2	1.594736632918	tightly_const	2	2.86830498311867e-09	2.86841687059589e-09	2.86830498311867e-09	1	3	0	1	1.00001042159915	1.00001118880963
YPR033C	P07263	HTS1	59.95193	2	1.594736632918	tightly_const	2	7.17075213190701e-08	7.17075470028015e-08	7.17075213190701e-08	1	12	0	1	1.00065544550698	1.00070373108198
YPR035W	P32288	GLN1	41.7656	2	1.50824845325802	tightly_const	2	5.81335265678259e-07	5.81437213392589e-07	5.81335265678227e-07	1	7	0	1	0.968337541196245	1.03170789355448
YDR353W	P29509	TRR1	34.23767	2	1.49094161729317	tightly_const	2	8.23486367279459e-08	8.23734519978646e-08	8.23486367279459e-08	1	6	0	1	1.00044684662948	1.00047975770613
YOL126C	P22133	MDH2	40.7305	1	1.44258156126331	essential	2	4.66736499936402e-09	0.00187824656153493	4.66784097888735e-09	1	5	0	1	1.00002500500048	1.00002684583108
YLL018C	P04802	DPS1	63.51479	2	1.41194037971879	tightly_const	2	1.74272338332165e-06	1.74272407180857e-06	1.74272338332165e-06	1	6	0	1	1.01813705663082	1.01949827751357
YDR341C	Q05506	YDR341C	69.5242	2	1.40556054472047	tightly_const	2	3.51095847032971e-07	3.51095986235184e-07	3.51095847032971e-07	1	6	0	1	1.00400406060467	1.00430009313883
YHR018C	P04076	ARG4	51.9886	1	1.40556054472047	essential	2	2.14492157318822e-09	0.00147151185418204	2.14492157318822e-09	1	3	0	1	1.00001828412453	1.00001963016462
YJL088W	P05150	ARG3	37.84479	2	1.40556054472047	tightly_const	2	7.66416240631771e-08	7.66484269645659e-08	7.66416240631771e-08	1	5	0	1	1.00047560531224	1.00051063559994
YOL058W	P22768	ARG1	46.92715	1	1.40556054472047	essential	2	3.64283745787056e-07	0.00163058584859013	3.64283745787056e-07	1	7	0	1	1.00280380553474	1.00301083340297
YBR221C	P32473	PDB1	40.0532	2	1.31167960083967	tightly_const	2	1.10662074982421e-06	1.10672159623664e-06	1.10666010680948e-06	0	6	18	1	1.00756896888835	1.00813070049174
YER178W	P16387	PDA1	46.34261	2	1.31167960083967	tightly_const	2	1.10662074982421e-06	1.10672159623664e-06	1.10666010680948e-06	0	6	18	1	1.00875846995909	1.00940930487849
YGR193C	P16451	PDX1	45.36125	2	1.31167960083967	tightly_const	2	1.10662074982421e-06	1.10672159623664e-06	1.10666010680948e-06	0	6	18	1	1.00857286130395	1.00920977786983
YNL071W	P12695	LAT1	51.81762	2	1.31167960083967	tightly_const	2	1.10662074982421e-06	1.10672159623664e-06	1.10666010680948e-06	0	6	18	1	1.00979416091719	1.01052276002051
YBR115C	P07702	LYS2	155.34394	2	1.2839295387878	tightly_const	2	2.500744901492e-07	2.50076956819114e-07	2.500744901492e-07	0	8	19	1	1.00671520651853	1.00721312247768
YDL131W	Q12122	LYS21	48.59372	2	1.2839295387878	tightly_const	2	1.69012970343205e-05	1.69014637443306e-05	1.69012970343205e-05	1	6	0	1	1.14371507518547	1.15594474406914
YDR037W	P15180	KRS1	67.95785	2	1.2839295387878	tightly_const	2	2.28186111612525e-07	2.28186208716337e-07	2.28186111612525e-07	1	6	0	1	1.00267958380458	1.00287741304892
YDR234W	P49367	LYS4	75.14989	1	1.2839295387878	essential	2	4.17123681946391e-06	0.00102633096671417	8.34247363892782e-06	1	6	0	1	1.10937077546899	1.11837537044739
YGL154C	P50113	LYS5	30.68281	2	1.2839295387878	tightly_const	2	2.500744901492e-07	2.50076956819114e-07	2.500744901492e-07	0	8	19	1	1.00132571380892	1.00142344716974
YIL094C	P40495	LYS12	40.06854	2	1.2839295387878	tightly_const	2	6.13418945976171e-07	6.13424992702937e-07	6.13418945976171e-07	1	6	0	1	1.00424775628838	1.00456188785962
YIR034C	P38998	LYS1	41.46445	2	1.2839295387878	tightly_const	2	5.5468578720655e-07	5.54691258483284e-07	5.5468578720655e-07	1	7	0	1	1.00397477134884	1.00426862923147
YNR050C	P38999	LYS9	48.91735	2	1.2839295387878	tightly_const	2	3.18153147508855e-08	3.18156285688972e-08	3.18153147508855e-08	1	7	0	1	1.00026887088575	1.00028866993908
YGL245W	P46655	GUS1	80.84187	2	1.27374022775852	tightly_const	2	7.86257538765692e-06	7.86257875422503e-06	7.86257538765692e-06	1	6	0	1	1.11139966955096	1.12058946266837
YMR267W	P28239	PPA2	35.57213	2	1.26350130962406	tightly_const	2	1.04249506866122e-06	1.04254484351874e-06	1.04252609704549e-06	1	4	0	1	0.999999999999791	0.999999999999775
YOR335C	P40825	ALA1	110.05785	2	1.25386458855898	tightly_const	2	1.36783862904384e-07	1.36783922148584e-07	1.36783862904384e-07	1	6	0	1	1.00263704989103	1.00283173005837
YGR264C	P00958	MES1	85.67702	2	1.14448281924871	tightly_const	2	4.12696126234157e-06	4.12696317971501e-06	4.12696126234157e-06	1	6	0	1	1.06555853236209	1.07072606101783
YNL220W	P80210	ADE12	48.27868	2	1.11648042323028	tightly_const	2	6.24516913392537e-07	6.24872129612285e-07	6.24516913392512e-07	1	7	0	1	1.00564642902499	1.00606462037727
YPL262W	P08417	FUM1	53.15125	1	1.06735986647989	essential	2	1.04827897091477e-08	0.00143933052707198	1.04831392335322e-08	1	6	0	1	1.00010710249126	1.00011490396882
YCR012W	P00560	PGK1	44.73787	1	1.03265846964353	essential	2	7.9547345158363e-07	0.0017107937442138	7.95473451583647e-07	1	4	0	1	0.974368688585443	1.03869105558219
YJR109C	P03965	CPA2	123.91392	2	1.01832337475544	tightly_const	2	2.83728040575689e-09	2.8376394803537e-09	2.83728040575689e-09	0	9	23	1	1.00006936176186	1.0000744683138
YOR303W	P07258	CPA1	45.36103	2	1.01832337475544	tightly_const	2	2.83728040575689e-09	2.8376394803537e-09	2.83728040575689e-09	0	9	23	1	1.00002539109238	1.00002726034726
YDR516C	Q04409	EMI2	55.92028	2	1.00017078484895	essential	2	3.41276592901608e-08	1.86179439461886e-07	1.86076579137756e-07	1	4	0	1	1.00819653533759	1.00880524885565
YHR163W	P38858	SOL3	27.78417	2	5.95043517776535	opt_isoenz_tight	2	0	1.16729543194273e-05	1.16726347015482e-05	0	5	2	2	1.06451685384657	1.06959691123812
YHR183W	P38720	GND1	53.54274	2	5.95043517776535	opt_isoenz_tight	2	0	3.20685401218694e-06	3.20676620511836e-06	0	6	3	2	1.03401903456927	1.03661509507911
YPR145W	P49089	ASN1	64.46973	2	3.62539840578872	opt_isoenz_tight	2	0	5.2567930974619e-06	5.25616102097175e-06	0	10	4	2	1.03338187541296	1.03592762360234
YHR011W	P38705	DIA4	50.38946	2	3.41698979051699	opt_isoenz_tight	2	0	3.95916954798398e-06	3.95916881087712e-06	0	7	5	2	1.02015053762367	1.02166608987627
YBR249C	P32449	ARO4	39.74874	2	3.06722110134923	opt_isoenz_tight	2	0	1.637857621442e-07	1.63783071973703e-07	0	12	6	2	1.0006907953679	1.00074168703828
YPR081C	Q06817	GRS2	71.01765	2	2.41511541445151	opt_isoenz_tight	2	0	1.11922596890421e-06	1.11922568589199e-06	0	7	8	2	1.00960531044287	1.01031971716464
YER086W	P00927	ILV1	63.83052	2	1.71123514854468	opt_isoenz_tight	2	0	3.88606984132436e-08	3.88601313107062e-08	1	3	0	2	1.00036315746109	1.00038990227426
YGL062W	P11154	PYC1	130.09827	2	1.58023582070414	opt_isoenz_tight	2	0	1.62128415716054e-06	1.6207554124687e-06	0	8	13	2	1.04305072079329	1.04636691322191
YNR001C	P00890	CIT1	53.35945	2	1.53338781254414	opt_isoenz_tight	2	0	3.02247960524169e-07	3.02217542217801e-07	1	7	0	2	1.002515405733	1.00270108132932
YAL038W	P00549	CDC19	54.54404	2	1.39060126605938	opt_isoenz_tight	2	0	1.12995609211956e-06	1.129937576979e-06	0	6	15	2	1.02767855052061	1.10907256630016
YER099C	P38620	PRS2	34.76468	2	1.10722919794954	opt_isoenz_tight	2	0	1.27066968201088e-05	1.27040919063159e-05	0	6	20	2	1.08352014712369	1.090223344781
YKL181W	P32895	PRS1	47.04715	2	1.10722919794954	opt_isoenz_tight	2	0	1.27066968200859e-05	1.27040919063159e-05	0	6	0	2	1.11324300177348	1.12260163312521
YDL052C	P33333	SLC1	33.88654	0	0.270068916633199	subOpt_isoenz	0	0	2.97211162832636e-06	0	1	28	0	2	0.999999999999793	0.999999999999777
YNR019W	P53629	ARE2	74.022	0	0.207585680187861	subOpt_isoenz	0	0	0.00103349997114874	0	1	84	0	2	0.999999999999908	0.999999999999901
YOR245C	Q08650	DGA1	47.71075	0	0.164378520281792	subOpt_isoenz	0	0	1.01733999414367e-07	0	1	122	0	2	0.999999999999742	0.999999999999722
YMR313C	P40308	TGL3	73.61177	0	0	subOpt_isoenz	0	0	7.74712695401077e-09	0	1	93	0	2	0.999999999999971	0.999999999999968
YNR008W	P40345	LRO1	75.39242	0	-0	subOpt_isoenz	0	0	0.00101471412791954	0	1	48	0	2	0.999999999999705	0.999999999999655
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.86630818702859e-09	1.51086593232172e-09	1	4	0	3	1.00492331799932	1.00528767199988
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.4192894826448e-10	1.95853084014297e-10	1	6	0	3	1.00067248654536	1.00072202841101
YPR074C	P23254	TKL1	73.80488	1	28.0990756058917	opt_isoenz	2	0	0.00103749003087909	9.50022864337452e-07	0	10	1	3	1.01455855672502	1.01564707680154
YLL058W	Q12198	YLL058W	64.22244	1	2.73639969934766	opt_isoenz	2	0	0.00119124312462837	4.29911686142887e-08	0	16	7	3	1.00040690156941	1.00043686933418
YGL202W	P53090	ARO8	56.17728	1	2.09975758709208	opt_isoenz	2	0	0.00136182454761596	2.77268829761069e-08	1	15	0	3	1.00025259489354	1.00027119509409
YLR027C	P23542	AAT2	46.05711	1	1.68949667145227	opt_isoenz	2	0	0.00166111905523242	9.9724493755221e-08	1	14	0	3	1.00071133199182	1.00076373777305
YGR254W	P00924	ENO1	46.81564	1	1.51219784770961	opt_isoenz	2	0	0.00163542123493517	1.31351405229167e-06	0	5	14	3	1.0158625835084	1.095132239584
YER152C	P10356	YER152C	49.48976	1	1.2839295387878	opt_isoenz	2	0	0.00154581482589758	6.77148834328556e-09	1	6	0	3	1.00005789429805	1.00006215653985
YHR137W	P38840	ARO9	58.52706	1	1.25386458855898	opt_isoenz	2	0	0.00130713003424308	1.36783862904384e-08	1	13	0	3	1.00014020417952	1.00015052707728
YNL036W	P53615	NCE103	24.85889	1	1.20879941035735	opt_isoenz	2	0	0.00307743840056306	1.2505209594876e-10	1	4	0	3	0.999999999999998	1
YJL052W	P00360	TDH1	35.74956	1	1.03265846964353	opt_isoenz	2	0	0.00215465431566614	1.47217442315222e-05	0	8	22	3	1.41857665005961	1.61596906389951
