genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YOR303W	P07258	CPA1	45.36103	2	11.623169509659	tightly_const	2	1.56493988851093e-08	1.56521204684366e-08	1.56514371084925e-08
YOR095C	Q12189	RKI1	28.25777	1	10.4413222925856	essential	2	4.3702301466203e-06	0.00274348404657273	4.37023014662033e-06
YJL121C	P46969	RPE1	25.96689	1	10.2901112908692	essential	2	3.69735120614269e-07	0.00298113883999219	3.69845548889737e-07
YJR051W	P21375	OSM1	55.06455	1	10.0856677266319	opt_isoenz	2	0	0.00140567603094938	3.01368561694358e-08
YBR296C		PHO89	NaN	1	6.53143005629705		2	NaN	NaN	NaN
YCR037C		PHO87	NaN	1	6.53143005629705		2	NaN	NaN	NaN
YJL198W		PHO90	NaN	1	6.53143005629705		2	NaN	NaN	NaN
YML123C		PHO84	NaN	1	6.53143005629705		2	NaN	NaN	NaN
YNR013C		PHO91	NaN	1	6.53143005629705		2	NaN	NaN	NaN
YKL069W	P36088	YKL069W	19.73402	1	4.47094579433521	essential	2	3.43384112797936e-07	0.00392257581639042	3.43607927708653e-07
YPR035W	P32288	GLN1	41.7656	2	4.42890448328923	tightly_const	2	7.67474880740018e-07	7.67674566437679e-07	7.675777586347e-07
YLR155C	P0CZ17	ASP3-1	38.6862	1	3.14389657142609	subOpt_isoenz	2	0	1.2735442224952e-06	0
YLR157C	P0CX77	ASP3-2	38.6862	1	3.14389657142609	subOpt_isoenz	2	0	1.2735442224952e-06	0
YLR158C	P0CX78	ASP3-3	38.6862	1	3.14389657142609	subOpt_isoenz	2	0	1.2735442224952e-06	0
YLR160C	P0CX79	ASP3-4	38.6862	2	3.14389657142609	opt_isoenz_tight	2	0	1.2735442224952e-06	1.27305309319187e-06
YER023W	P32263	PRO3	30.13145	2	2.97346130730164	tightly_const	2	4.60079299951319e-09	4.60684135272681e-09	4.60232636323729e-09
YKL029C	P36013	MAE1	74.37529	2	2.93036957740704	essential	2	1.09284395563231e-07	1.15786912874714e-07	1.15740145616924e-07
YMR241W		YHM2	NaN	1	2.24951640533772		2	NaN	NaN	NaN
YGR254W	P00924	ENO1	46.81564	1	1.85518581284191	opt_isoenz	2	0	0.00165437774211934	1.05426870866231e-06
YHR174W	P00925	ENO2	46.91368	1	1.85518581284191	subOpt_isoenz	2	0	0.00165091828446796	0
YKL152C	P00950	GPM1	27.60828	1	1.85518581284191	subOpt_isoenz	2	0	0.00280382892663998	0
YMR323W	P42222	ERR3	47.31216	1	1.85518581284191	subOpt_isoenz	2	0	0.00163701297175023	0
YOR393W	P0CX10	ERR1	47.32712	1	1.85518581284191	subOpt_isoenz	2	0	0.00163649759064133	0
YPL281C	P0CX11	ERR2	47.32712	1	1.85518581284191	subOpt_isoenz	2	0	0.00163649759064133	0
YOR283W	Q12040	YOR283W	26.17622	1	1.85518581284191	opt_isoenz	2	0	0.00295722641771355	2.91094717752721e-07
YBR196C	P12709	PGI1	61.29832	1	1.15584627765175	essential	2	3.79274668479433e-07	0.00126307876267102	3.79301155735178e-07
YDR050C	P00942	TPI1	26.79508	1	1.05831623737873	essential	2	2.41648955205269e-08	0.00288866165531994	2.41655624174199e-08
YGR240C	P16861	PFK1	107.96906	1	1.05037185821058	subOpt_isoenz	2	0	3.27239072905161e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.05037185821058	subOpt_isoenz	2	0	0.00195570692404607	0
YMR205C	P16862	PFK2	104.61673	2	1.05037185821058	essential	2	3.27222806647774e-07	5.88479890540703e-07	5.88466348452606e-07
YDR516C	Q04409	EMI2	55.92028	2	1.00038358837564	essential	2	1.41525270614489e-07	1.86180099254917e-07	1.86073680219793e-07
YKL067W	P36010	YNK1	17.16647	0	0.293789662485289	essential	0	9.603230188893e-08	0.00450895517084516	9.60323018889327e-08
YPL061W	P54115	ALD6	54.41344	0	0.290923854188975	tightly_const	0	6.59399660470863e-07	6.60091453009302e-07	6.59969371972734e-07
YMR267W	P28239	PPA2	35.57213	0	0.28265473986719	tightly_const	0	3.85280497836116e-07	3.85352797888695e-07	3.85326748885032e-07
YGR180C	P49723	RNR4	40.05407	0	0.279761278337477	opt_isoenz	0	0	2.44120855846694e-07	1.05928155086443e-07
YER070W	P21524	RNR1	99.56021	0	0.276889933913819	subOpt_isoenz	0	0	2.4412085584755e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.276889933913819	subOpt_isoenz	0	0	2.44120855843824e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.276889933913819	subOpt_isoenz	0	0	2.44120855845949e-07	0
YER081W	P40054	SER3	51.1927	0	0.271792317743674	subOpt_isoenz	0	0	3.09266791336662e-07	0
YGR208W	P42941	SER2	34.20684	0	0.271792317743674	tightly_const	0	1.18550353993344e-07	1.19629423621838e-07	1.1856451385497e-07
YIL074C	P40510	SER33	51.18777	0	0.271792317743674	opt_isoenz_tight	0	0	3.09266791336661e-07	3.06513779437984e-07
YOR184W	P33330	SER1	43.41501	0	0.271792317743674	tightly_const	0	3.82787626792165e-05	3.86271859534283e-05	3.82833368706315e-05
YCR048W	P25628	ARE1	71.61215	0	0.235370264244893	opt_isoenz	0	0	0.00108084002234708	1.96688452481572e-11
YDR503C	Q04396	LPP1	31.58604	0	0.225829196244074	opt_isoenz	0	0	9.9336643671069e-10	9.53654618584232e-10
YNR019W	P53629	ARE2	74.022	0	0.225531132780564	subOpt_isoenz	0	0	0.00104565305326002	0
YPL028W	P41338	ERG10	41.72825	0	0.19599639739131	essential	0	2.64883800497161e-09	0.00185489527315605	2.64894019960797e-09
YOR245C	Q08650	DGA1	47.71075	0	0.191296699170846	subOpt_isoenz	0	0	1.02562617440728e-07	0
YAL062W	P39708	GDH3	49.62653	0	0.170115118942338	subOpt_isoenz	0	0	1.64583260899542e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.170115118942338	opt_isoenz	0	0	1.64583260899647e-06	1.60930383171243e-06
YLR044C	P06169	PDC1	61.49468	0	0.132978370833015	opt_isoenz_tight	0	0	8.12647378248919e-08	8.12166285333565e-08
YGR087C	P26263	PDC6	61.57964	0	0.11478626897853	subOpt_isoenz	0	0	1.89992655652116e-07	0
YDR353W	P29509	TRR1	34.23767	0	0.0593464141970439	essential	0	1.43951759196016e-08	1.47012835927188e-08	1.45130910479919e-08
YDR384C		ATO3	NaN	0	0.0554529847510997		0	NaN	NaN	NaN
YGR121C		MEP1	NaN	0	0.0554529847510997		0	NaN	NaN	NaN
YNL142W		MEP2	NaN	0	0.0554529847510997		0	NaN	NaN	NaN
YPR138C		MEP3	NaN	0	0.0554529847510997		0	NaN	NaN	NaN
YGL080W		MPC1	NaN	0	0.0259738760458757		0	NaN	NaN	NaN
YGR243W		MPC3	NaN	0	0.0259738760458757		0	NaN	NaN	NaN
YHR162W		MPC2	NaN	0	0.0259738760458757		0	NaN	NaN	NaN
YOR347C	P52489	PYK2	55.19478	0	0.0180338032802709	subOpt_isoenz	0	0	5.40242965471333e-11	0
YNL104C	P06208	LEU4	68.40819	0	0.0016611569005539	subOpt_isoenz	0	0	5.90418803247354e-11	0
YCL018W	P04173	LEU2	38.95257	0	0.0016611569005539	subOpt_isoenz	0	0	8.99656339155481e-11	0
YGL009C	P07264	LEU1	85.79356	0	0.0016611569005539	subOpt_isoenz	0	0	0.000902180682423814	0
YBR115C	P07702	LYS2	155.34394	0	0	subOpt_isoenz	0	0	5.34857988390576e-12	0
YBR218C	P32327	PYC2	130.16549	0	0	subOpt_isoenz	0	0	1.04446808009345e-10	0
YCL009C	P25605	ILV6	33.98652	0	0	subOpt_isoenz	0	0	3.49285019831718e-11	0
YCR053W	P16120	THR4	57.47349	0	0	unusable	0	0	7.67669328362067e-13	0
YDL066W	P21954	IDP1	48.18986	0	0	subOpt_isoenz	0	0	1.11907229683123e-10	0
YDL131W	Q12122	LYS21	48.59372	0	0	subOpt_isoenz	0	0	3.61635653468666e-10	0
YDR158W	P13663	HOM2	39.54334	0	0	subOpt_isoenz	0	0	1.65089906460756e-11	0
YDR234W	P49367	LYS4	75.14989	0	0	subOpt_isoenz	0	0	0.00102995916954888	0
YDR300C	P32264	PRO1	47.16164	0	0	subOpt_isoenz	0	0	2.17691763210432e-10	0
YER052C	P10869	HOM3	58.10913	0	0	subOpt_isoenz	0	0	1.3803534483237e-11	0
YER069W	Q01217	ARG5,6	94.86823	0	0	subOpt_isoenz	0	0	8.1387035246981e-10	0
YER152C	P10356	YER152C	49.48976	0	0	subOpt_isoenz	0	0	0.00156398548589576	0
YGL062W	P11154	PYC1	130.09827	0	0	subOpt_isoenz	0	0	1.04446808338533e-10	0
YGL154C	P50113	LYS5	30.68281	0	0	subOpt_isoenz	0	0	5.34857988390576e-12	0
YHR018C	P04076	ARG4	51.9886	0	0	subOpt_isoenz	0	0	0.00148881348260132	0
YHR025W	P17423	THR1	38.71215	0	0	subOpt_isoenz	0	0	7.67991302965683e-11	0
YIL094C	P40495	LYS12	40.06854	0	0	subOpt_isoenz	0	0	1.31197717822288e-11	0
YIR034C	P38998	LYS1	41.46445	0	0	subOpt_isoenz	0	0	1.18685658371811e-11	0
YJL060W	P47039	BNA3	50.08168	0	0	subOpt_isoenz	0	0	0.00154550122343225	0
YJL088W	P05150	ARG3	37.84479	0	0	subOpt_isoenz	0	0	8.49160001386262e-12	0
YJR139C	P31116	HOM6	38.50163	0	0	subOpt_isoenz	0	0	1.38768560953289e-10	0
YMR062C	Q04728	ARG7	47.84821	0	0	subOpt_isoenz	0	0	0.00161764351431821	0
YNR050C	P38999	LYS9	48.91735	0	0	unusable	0	0	6.80464260371369e-13	0
YOL058W	P22768	ARG1	46.92715	0	0	subOpt_isoenz	0	0	0.00164939158739255	0
YOL140W	P18544	ARG8	46.68082	0	0	subOpt_isoenz	0	0	2.02154566757456e-09	0
YOR130C		ORT1	NaN	0	0		0	NaN	NaN	NaN
YOR323C	P54885	PRO2	49.73991	0	0	subOpt_isoenz	0	0	2.82074853506469e-11	0
YJL200C	P39533	ACO2	86.58224	0	0	subOpt_isoenz	0	0	0.000893975275897344	0
