genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YJL003W	P47081	COX16	14.07686	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
YLL018C-A	Q3E731	COX19	11.10542	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
YPL132W	P19516	COX11	34.04384	0	0.229345720355644	subOpt_isoenz	0	0	8.5197569299662e-05	0	0	7	12	2	0.999999999999883	0.999999999999886
YNR019W	P53629	ARE2	74.022	0	0.207585615226956	subOpt_isoenz	0	0	0.00120581233903203	0	1	84	0	2	0.999999999999939	0.999999999999927
YOR245C	Q08650	DGA1	47.71075	0	0.164378422840434	subOpt_isoenz	0	0	1.01733999424502e-07	0	1	122	0	2	0.999999999999943	0.999999999999944
YAL062W	P39708	GDH3	49.62653	0	0.0942049557482137	subOpt_isoenz	0	0	2.02615822960009e-06	0	0	8	19	2	0.999999999999937	0.999999999999941
YER081W	P40054	SER3	51.1927	0	0.050187939011906	subOpt_isoenz	0	0	1.4695711198475e-07	0	0	6	20	2	0.999999999999925	0.999999999999924
YLR044C	P06169	PDC1	61.49468	1	405.831894921452	opt_isoenz	2	0	4.99225559392394e-06	2.35522919431921e-06	0	17	1	3	1.0870671993534	1.16830605130637
YGR254W	P00924	ENO1	46.81564	1	2.27985048990315	opt_isoenz	2	0	0.00190844500808987	1.88737530919783e-06	0	5	3	3	1.02696978918797	1.08730149293514
YLR354C	P15019	TAL1	37.0359	1	1.24312105172912	opt_isoenz	2	0	0.00241297999111651	2.97678522765796e-06	0	6	4	3	1.04452283482423	1.1058857326341
YJL052W	P00360	TDH1	35.74956	1	1.2270714253939	opt_isoenz	2	0	0.00251326171260604	1.65445601566961e-05	0	8	5	3	1.23433652821168	1.50200834545006
YGL080W		MPC1	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3	0.999999999999905	0.999999999999908
YGR243W		MPC3	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3	1	1
YHR162W		MPC2	NaN	0	0.258766718999403		0	NaN	NaN	NaN	0	4	8	3	1	1
YEL039C	P00045	CYC7	12.53211	0	0.229345720355644	subOpt_isoenz	0	0	2.66652611863343e-12	0	0	16	11	3	0.999999999999978	0.999999999999981
YJR048W	P00044	CYC1	12.18177	0	0.229345720355644	subOpt_isoenz	0	0	2.66652611772151e-12	0	0	16	11	3	0.999999999999946	0.999999999999951
YBL030C		PET9	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3	1	1
YBR085W		AAC3	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3	1	1
YMR056C		AAC1	NaN	0	0.226719159852783		0	NaN	NaN	NaN	0	4	15	3	1	1
YER053C		PIC2	NaN	0	0.201024768615865		0	NaN	NaN	NaN	0	4	16	3	1	1
YJR077C		MIR1	NaN	0	0.201024768615865		0	NaN	NaN	NaN	0	4	16	3	1	1
