genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YOR283W	Q12040	YOR283W	26.17622	1	2.35015056389766	opt_isoenz	2	0	0.00336789700783765	5.90953117414451e-07
YGR254W	P00924	ENO1	46.81564	1	2.35015056389766	opt_isoenz	2	0	0.00188491599657858	2.14027717433795e-06
YHR174W	P00925	ENO2	46.91368	1	2.35015056389766	subOpt_isoenz	2	0	0.00188097449848163	0
YKL152C	P00950	GPM1	27.60828	1	2.35015056389766	subOpt_isoenz	2	0	0.00319319717963642	0
YMR323W	P42222	ERR3	47.31216	1	2.35015056389766	subOpt_isoenz	2	0	0.00186513151173811	0
YOR393W	P0CX10	ERR1	47.32712	1	2.35015056389766	subOpt_isoenz	2	0	0.00186454431202537	0
YPL281C	P0CX11	ERR2	47.32712	1	2.35015056389766	subOpt_isoenz	2	0	0.0018645443120253	0
YNL036W	P53615	NCE103	24.85889	1	1.83396448364123	opt_isoenz	2	0	0.00354574324638522	1.19442439491746e-10
YLR354C	P15019	TAL1	37.0359	1	1.29899108411841	opt_isoenz	2	0	0.00238325088361957	3.30911730554558e-06
YGR043C	P53228	NQM1	37.25314	1	1.29899108411841	subOpt_isoenz	2	0	0.00236935556021925	0
YDR050C	P00942	TPI1	26.79508	1	1.25317081007878	essential	2	2.85686956913442e-08	0.00328955824970562	2.85689217214267e-08
YCR012W	P00560	PGK1	44.73787	1	1.24048166058397	essential	2	9.17201389818116e-07	0.00197113205462919	9.17203924729366e-07
YGR192C	P00359	TDH3	35.74626	1	1.24048166058397	subOpt_isoenz	2	0	0.00248277751926112	0
YJL052W	P00360	TDH1	35.74956	1	1.24048166058397	opt_isoenz	2	0	0.00248254838703098	1.69745974062771e-05
YJR009C	P00358	TDH2	35.84645	1	1.24048166058397	subOpt_isoenz	2	0	0.0024758444372872	0
YBR196C	P12709	PGI1	61.29832	1	1.23863920176481	essential	2	3.79298518001298e-07	0.00143831928946213	3.79301117105948e-07
YDR516C	Q04409	EMI2	55.92028	2	1.08435018259552	tightly_const	2	1.86168087907735e-07	1.86181304031019e-07	1.86178000000186e-07
YOR222W		ODC2	NaN	0	0.285890748738416		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.285890748738416		0	NaN	NaN	NaN
YBL039C	P28274	URA7	64.70953	0	0.274860419881572	subOpt_isoenz	0	0	4.160262234523e-08	0
YJR103W	P38627	URA8	64.50989	0	0.274860419881572	opt_isoenz	0	0	4.16026223458344e-08	4.11350308543059e-08
YBR029C	P38221	CDS1	51.82218	0	0.272248630838849	essential	0	7.35534141527806e-08	0.00170095226541971	7.3554180645688e-08
YMR246W	P47912	FAA4	77.26612	0	0.260672921043915	opt_isoenz	0	0	0.00114095512862923	1.79591573705148e-07
YOR317W	P30624	FAA1	77.86529	0	0.260672921043915	subOpt_isoenz	0	0	0.00113217509036993	0
YOR175C	Q08548	ALE1	72.22714	0	0.25621360705291	essential	0	1.55358817825046e-08	2.22137914677546e-08	2.2172052349836e-08
YER070W	P21524	RNR1	99.56021	0	0.241604123453797	subOpt_isoenz	0	0	4.87323940488145e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.241604123453797	subOpt_isoenz	0	0	4.8732394049056e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.241604123453797	subOpt_isoenz	0	0	4.87323940487061e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.233440903265165	opt_isoenz	0	0	4.87323940491055e-07	3.35367153832392e-07
YOL140W	P18544	ARG8	46.68082	0	0.227036887186732	essential	0	1.52357004126829e-06	3.08744681197738e-06	1.52357004126829e-06
YER069W	Q01217	ARG5,6	94.86823	0	0.227036887186732	essential	0	6.13386334976688e-07	1.24300008082802e-06	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.227036887186732	essential	0	1.34604081816388e-07	0.00184227865103793	1.34604081816388e-07
YOR130C		ORT1	NaN	0	0.227036887186732		0	NaN	NaN	NaN
YDL052C	P33333	SLC1	33.88654	0	0.222820379750741	subOpt_isoenz	0	0	2.9886252880709e-06	0
YAL044C	P39726	GCV3	18.79276	0	0.216615750338692	essential	0	1.96921835734862e-08	1.05586992050794e-07	1.96923090196625e-08
YDR019C	P48015	GCV1	44.46849	0	0.216615750338692	essential	0	1.96921835734862e-08	1.05586992050794e-07	1.96923090196625e-08
YMR189W	P49095	GCV2	114.45033	0	0.216615750338692	essential	0	1.96921835734862e-08	1.05586992050794e-07	1.96923090196625e-08
YDR503C	Q04396	LPP1	31.58604	0	0.207961799972169	opt_isoenz	0	0	1.0011428357336e-09	9.53795898879539e-10
YGL080W		MPC1	NaN	0	0.18001045528708		0	NaN	NaN	NaN
YGR243W		MPC3	NaN	0	0.18001045528708		0	NaN	NaN	NaN
YHR162W		MPC2	NaN	0	0.18001045528708		0	NaN	NaN	NaN
YBR221C	P32473	PDB1	40.0532	0	0.16966882467939	tightly_const	0	4.38929423819907e-07	4.39004716164298e-07	4.38987094551932e-07
YER178W	P16387	PDA1	46.34261	0	0.16966882467939	tightly_const	0	4.38929423819907e-07	4.39004716164298e-07	4.38987094551932e-07
YGR193C	P16451	PDX1	45.36125	0	0.16966882467939	tightly_const	0	4.38929423819907e-07	4.39004716164298e-07	4.38987094551932e-07
YNL071W	P12695	LAT1	51.81762	0	0.16966882467939	tightly_const	0	4.38929423819907e-07	4.39004716164298e-07	4.38987094551932e-07
YLR438W	P07991	CAR2	46.08557	0	0.1617	subOpt_isoenz	0	0	2.48999801288821e-08	0
YHR002W		LEU5	NaN	0	0.155075628309058		0	NaN	NaN	NaN
YDL066W	P21954	IDP1	48.18986	0	0.144105119770144	essential	0	3.94883568408678e-07	5.66478565053815e-07	4.79906631366193e-07
YOR095C	Q12189	RKI1	28.25777	0	0.141330621810564	essential	0	3.96882477215543e-07	0.00311965162805446	3.96882477215529e-07
YFL018C	P09624	LPD1	54.00934	0	0.114401354660906	essential	0	4.58621746346886e-07	1.67312526772619e-06	4.58679403571595e-07
YMR267W	P28239	PPA2	35.57213	0	0.0834183720344165	opt_isoenz_tight	0	0	4.25736171302624e-07	4.2572140945727e-07
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	5.39740474086583e-11	0
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	1.16455344079375e-06	0
YER081W	P40054	SER3	51.1927	0	0	subOpt_isoenz	0	0	1.18818407151356e-11	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	5.39740474422519e-11	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.16723621991565e-10	0
YGR208W	P42941	SER2	34.20684	0	0	subOpt_isoenz	0	0	4.59852719829715e-12	0
YGR248W	P53315	SOL4	28.44737	0	0	subOpt_isoenz	0	0	2.4648107613556e-10	0
YGR256W	P53319	GND2	53.92235	0	0	subOpt_isoenz	0	0	6.77145478684314e-11	0
YHR163W	P38858	SOL3	27.78417	0	0	subOpt_isoenz	0	0	2.46481074689227e-10	0
YHR183W	P38720	GND1	53.54274	0	0	subOpt_isoenz	0	0	6.77145478074008e-11	0
YIL074C	P40510	SER33	51.18777	0	0	subOpt_isoenz	0	0	1.18881433813221e-11	0
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	1.16455344079375e-06	0
YNL241C	P11412	ZWF1	57.5209	0	0	subOpt_isoenz	0	0	3.89508210749384e-12	0
YOR184W	P33330	SER1	43.41501	0	0	subOpt_isoenz	0	0	1.48482002598202e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	7.95099306783225e-11	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	8.85560040135165e-09	0
