genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YCL040W	P17709	GLK1	55.37689	0	0	0	0	2.11477002057158e-11	0	1.000001000001	1	6	0	1
YCR053W	P16120	THR4	57.47349	0	0	0	0	8.52125969463676e-13	0	1.000001000001	1	6	0	1
YDL066W	P21954	IDP1	48.18986	0	0	0	0	2.48333689394172e-10	0	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	4.54088445823093e-10	0	1.000001000001	1	6	0	1
YDR158W	P13663	HOM2	39.54334	0	0	0	0	1.83175768288935e-11	0	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.00114297861429955	0	1.000001000001	1	6	0	1
YDR300C	P32264	PRO1	47.16164	0	0	0	0	3.35472558057849e-10	0	1.000001000001	1	4	0	1
YDR380W	Q06408	ARO10	71.38357	0	0	0	0	3.24768994502678e-12	0	1.000001000001	1	4	0	1
YER052C	P10869	HOM3	58.10913	0	0	0	0	1.53157336124634e-11	0	1.000001000001	1	4	0	1
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	2.58008897655291e-09	0	1.000001000001	1	9	0	1
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.00173560467590137	0	1.000001000001	1	6	0	1
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.00100117874217388	0	1.000001000001	1	4	0	1
YHR018C	P04076	ARG4	51.9886	0	0	0	0	0.00165218386910601	0	1.000001000001	1	3	0	1
YHR025W	P17423	THR1	38.71215	0	0	0	0	8.52125969268448e-11	0	1.000001000001	1	5	0	1
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.64807739356122e-11	0	1.000001000001	1	6	0	1
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.49027856678749e-11	0	1.000001000001	1	7	0	1
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.41328024322554e-11	0	1.000001000001	1	5	0	1
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.29574082282757e-11	0	1.000001000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	0	0	0	0	1.53970877580327e-10	0	1.000001000001	1	7	0	1
YLR355C	P06168	ILV5	44.36792	0	0	0	0	5.856493492206e-10	0	1.000001000001	1	7	0	1
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	0.00179515067043552	0	1.000001000001	1	9	0	1
YMR108W	P07342	ILV2	74.93608	0	0	0	0	4.46276978715142e-11	0	1.000001000001	1	8	0	1
YMR267W	P28239	PPA2	35.57213	0	0	0	0	3.34296746304392e-11	0	1.000001000001	1	4	0	1
YNL104C	P06208	LEU4	68.40819	0	0	0	0	6.67183446155581e-11	0	1.000001000001	1	13	0	1
YNR050C	P38999	LYS9	48.91735	0	0	0	0	7.46537868677317e-13	0	1.000001000001	1	7	0	1
YOL058W	P22768	ARG1	46.92715	0	0	0	0	0.00183038251371072	0	1.000001000001	1	7	0	1
YOL140W	P18544	ARG8	46.68082	0	0	0	0	6.40859772665942e-09	0	1.000001000001	1	4	0	1
YOR323C	P54885	PRO2	49.73991	0	0	0	0	4.34872040259948e-11	0	1.000001000001	1	6	0	1
YPL061W	P54115	ALD6	54.41344	0	0	0	0	6.32124302334882e-10	0	1.000001000001	1	8	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	3.46973393277057e-09	0	1.000001000001	1	20	0	1
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.000992288852381106	0	1.000001000001	1	7	0	1
YAR035W	P80235	YAT1	77.76483	2	1000	2	0	9.52719276401138e-07	9.52427058698811e-07	1.000001000001	0	5	1	2
YDR038C	Q12691	ENA5	120.29497	1	1000	2	0	2.82143033783202e-06	2.38845426968422e-10	1.000001000001	0	8	2	2
YGL062W	P11154	PYC1	130.09827	2	8.78465127331867	2	0	4.32230322333921e-06	4.32201350053477e-06	1.000001000001	0	8	4	2
YAL038W	P00549	CDC19	54.54404	2	3.50147996112587	2	0	2.19459235544299e-06	2.1945651087411e-06	1.000001000001	0	6	5	2
YGR254W	P00924	ENO1	46.81564	1	3.50147996112587	2	0	0.00183695950570244	2.21364557409873e-06	1.000001000001	0	5	6	2
YLR354C	P15019	TAL1	37.0359	1	1.30281564287657	2	0	0.00232272340308614	3.49453894556624e-06	1.00000100000101	0	6	7	2
YJL052W	P00360	TDH1	35.74956	1	1.28679966318084	2	0	0.00242079693048479	1.81203050282505e-05	1.00000100000099	0	8	8	2
YGL080W		MPC1	NaN	0	0.0959825598857463	0	NaN	NaN	NaN	1.000001000001	0	4	11	2
YGR243W		MPC3	NaN	0	0.0959825598857463	0	NaN	NaN	NaN	1.000001000001	0	4	11	2
YHR162W		MPC2	NaN	0	0.0959825598857463	0	NaN	NaN	NaN	1.000001000001	0	4	11	2
YDR384C		ATO3	NaN	0	0.0631005910028221	0	NaN	NaN	NaN	1.000001000001	0	2	12	2
YGR121C		MEP1	NaN	0	0.0631005910028221	0	NaN	NaN	NaN	1.000001000001	0	2	12	2
YNL142W		MEP2	NaN	0	0.0631005910028221	0	NaN	NaN	NaN	1.000001000001	0	2	12	2
YPR138C		MEP3	NaN	0	0.0631005910028221	0	NaN	NaN	NaN	1.000001000001	0	2	12	2
YDR148C	P19262	KGD2	50.43011	0	0.0266874999999228	0	0	5.35327295246321e-07	0	1.000001000001	0	11	14	2
YIL125W	P20967	KGD1	114.41496	0	0.0266874999999228	0	0	5.35327295246321e-07	0	1.000001000001	0	11	14	2
YNL037C	P28834	IDH1	39.32357	0	0.017872800463466	0	0	7.72594145629494e-10	0	1.000001000001	0	5	15	2
YOR136W	P28241	IDH2	39.73903	0	0.017872800463466	0	0	7.72594145629494e-10	0	1.000001000001	0	5	15	2
YAL062W	P39708	GDH3	49.62653	0	0.0041854252912456	0	0	1.8626204105456e-10	0	1.000001000001	0	8	16	2
YOR375C	P07262	GDH1	49.56931	0	0.0041854252912456	0	0	1.86262041062768e-10	0	1.000001000001	0	8	16	2
YBR115C	P07702	LYS2	155.34394	0	0	0	0	6.71877052203287e-12	0	1.000001000001	0	8	17	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	2.11477002081239e-11	0	1.000001000001	0	12	18	2
YGL154C	P50113	LYS5	30.68281	0	0	0	0	6.71877052203287e-12	0	1.000001000001	0	8	17	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	4.57337608512366e-11	0	1.000001000001	0	12	18	2
YHR046C	P38710	INM1	32.82276	0	0.151970747936772	0	0	2.07951703677403e-07	0	1.000001000001	0	5	9	3
YER070W	P21524	RNR1	99.56021	0	0.109800000000004	0	0	1.27139897248534e-07	0	1.000001000001	0	24	10	3
YIL066C	P21672	RNR3	97.51369	0	0.109800000000004	0	0	1.27139897248078e-07	0	1.000001000001	0	24	10	3
YJL026W	P09938	RNR2	46.14681	0	0.109800000000004	0	0	1.27139897247798e-07	0	1.000001000001	0	24	10	3
YER081W	P40054	SER3	51.1927	0	0.0503169253808145	0	0	5.26417778545983e-08	0	1.000001000001	0	6	13	3
