genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YBR196C	P12709	PGI1	61.29832	2	1.17394060690951	tightly_const	2	3.7627511343997e-07	3.77892358731908e-07	3.76482833936959e-07
YKR067W	P36148	GPT2	83.64407	0	0.293074448834187	tightly_const	0	8.08384321265003e-06	8.12705456016256e-06	8.12608224440738e-06
YDL022W	Q00055	GPD1	42.8683	0	0.293014664591142	opt_isoenz	0	0	6.73073211102916e-09	6.60154553489033e-09
YOL059W	P41911	GPD2	49.42115	0	0.293014664591142	subOpt_isoenz	0	0	6.66021723610303e-09	0
YBL011W	P32784	SCT1	85.69341	0	0.292858007103495	subOpt_isoenz	0	0	4.22390314661271e-08	0
YER091C	P05694	MET6	85.85892	0	0.292444287249445	tightly_const	0	6.41033221198006e-07	6.41091403185801e-07	6.41069126210701e-07
MTHFR1	Q9SE60	MTHFR1	66.288	0	0.292444287249445	tightly_const	0	6.146892619359e-05	6.14744991544864e-05	6.14723659825945e-05
YER043C	P39954	SAH1	49.12498	0	0.291676997990861	tightly_const	0	1.89691346105044e-06	1.89749389483794e-06	1.89707291443731e-06
YJR105W	P47143	ADO1	36.37191	0	0.291676997990861	tightly_const	0	5.86621137928073e-08	5.92089333777758e-08	5.87718872282866e-08
YLL052C		AQY2	NaN	0	0.290398397507639		0	NaN	NaN	NaN
YPR192W		AQY1	NaN	0	0.290398397507639		0	NaN	NaN	NaN
YBR221C	P32473	PDB1	40.0532	0	0.290042992567636	tightly_const	0	4.84186275445508e-07	4.86616816081988e-07	4.85154900013491e-07
YER178W	P16387	PDA1	46.34261	0	0.290042992567636	tightly_const	0	4.84186275445508e-07	4.86616816081988e-07	4.85154900013491e-07
YGR193C	P16451	PDX1	45.36125	0	0.290042992567636	tightly_const	0	4.84186275445508e-07	4.86616816081988e-07	4.85154900013491e-07
YNL071W	P12695	LAT1	51.81762	0	0.290042992567636	tightly_const	0	4.84186275445508e-07	4.86616816081988e-07	4.85154900013491e-07
YHR002W		LEU5	NaN	0	0.287937844433157		0	NaN	NaN	NaN
YNL036W	P53615	NCE103	24.85889	0	0.286620240588634	opt_isoenz	0	0	3.48207070072864e-09	5.02516968738897e-11
YBR218C	P32327	PYC2	130.16549	0	0.282987457510794	subOpt_isoenz	0	0	5.1443216301683e-07	0
YGL062W	P11154	PYC1	130.09827	0	0.282987457510794	opt_isoenz_tight	0	0	5.145499821627e-07	5.1426599447061e-07
YJR095W		SFC1	NaN	0	0.27783		0	NaN	NaN	NaN
YKL085W	P17505	MDH1	35.64959	0	0.277692209962407	essential	0	9.48000541567355e-08	9.79727461942196e-08	9.51407257470356e-08
YMR267W	P28239	PPA2	35.57213	0	0.267462131020533	tightly_const	0	4.33637546343895e-07	4.34045828925012e-07	4.33980433604404e-07
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67027262500999e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz_tight	0	0	3.67337086261706e-08	3.63823566410981e-08
YDL066W	P21954	IDP1	48.18986	0	0.25578	tightly_const	0	3.94381038500641e-07	3.97153176095641e-07	3.95411741460679e-07
YDL085W	Q07500	NDE2	61.65854	0	0.220633361065251	essential	0	8.95137177890454e-07	9.74544972729537e-07	9.73357231710715e-07
YMR145C	P40215	NDE1	62.77345	0	0.220633361065251	subOpt_isoenz	0	0	7.76396514664211e-08	0
YKL029C	P36013	MAE1	74.37529	0	0.217434412172269	tightly_const	0	1.76454187273389e-08	1.77881590494796e-08	1.76556702474977e-08
YDR503C	Q04396	LPP1	31.58604	0	0.207961865192499	essential	0	8.64515871200901e-10	1.09160740260425e-09	9.53795898879539e-10
Q0045	P00401	COX1	58.79755	0	0.194804095463391	tightly_const	0	1.58257954816972e-06	1.58339615553118e-06	1.58313019184561e-06
Q0250	P00410	COX2	28.5669	0	0.194804095463391	tightly_const	0	1.58257954816972e-06	1.58339615553118e-06	1.58313019184561e-06
Q0275	P00420	COX3	30.35941	0	0.194804095463391	tightly_const	0	1.58257954816972e-06	1.58339615553118e-06	1.58313019184561e-06
YDL067C	P07255	COX9	6.96313	0	0.194804095463391	tightly_const	0	1.58257954816972e-06	1.58339615553118e-06	1.58313019184561e-06
YGL187C	P04037	COX4	17.1424	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
YGL191W	P32799	COX13	15.02097	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
YHR051W	P00427	COX6	17.34139	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
YIL111W	P00425	COX5B	17.1965	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
YLR038C	Q01519	COX12	9.78778	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
YLR395C	P04039	COX8	8.90656	0	0.194804095463391	tightly_const	0	3.16515687425333e-06	3.16631655429905e-06	3.16625643125095e-06
YMR256C	P10174	COX7	6.9323	0	0.194804095463391	tightly_const	0	1.58257128895325e-06	1.5831601288695e-06	1.58313019184561e-06
Q0105	P00163	COB	43.65549	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YBL045C	P07256	COR1	50.22724	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YDR529C	P00128	QCR7	14.56466	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YEL024W	P08067	RIP1	23.36479	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YFR033C	P00127	QCR6	17.25682	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YGR183C	P22289	QCR9	7.47622	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YJL166W	P08525	QCR8	10.97437	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YOR065W	P07143	CYT1	34.05423	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YPR191W	P07257	QCR2	40.47764	0	0.193750446469076	tightly_const	0	4.98871529192494e-06	4.99054467028243e-06	4.99044990819775e-06
YPR021C		AGC1	NaN	0	0.188206271058758		0	NaN	NaN	NaN
Q0080	P00856	ATP8	5.82221	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
Q0085	P00854	ATP6	29.09876	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
Q0130	P61829	OLI1	7.75937	0	0.187025199242419	tightly_const	0	6.05972715963912e-05	6.06168343347913e-05	6.06167887342352e-05
YBL099W	P07251	ATP1	58.60746	0	0.187025199242419	tightly_const	0	1.86455588469406e-06	1.8658002906281e-06	1.86513659405082e-06
YBR039W	P38077	ATP3	34.35021	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YDL004W	Q12165	ATP16	17.02022	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YDR298C	P09457	ATP5	22.81414	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YDR377W	Q06405	ATP17	11.312	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YJR121W	P00830	ATP2	54.7932	0	0.187025199242419	tightly_const	0	1.86455588469406e-06	1.8658002906281e-06	1.86513659405082e-06
YKL016C	P30902	ATP7	19.80938	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YLR295C	Q12349	ATP14	14.12765	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YML081C-A	P81450	ATP18	6.68769	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YPL078C	P05626	ATP4	26.92481	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YPL271W	P21306	ATP15	6.7425	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YPR020W	Q12233	ATP20	12.92094	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.187025199242419	tightly_const	0	6.05976070615758e-06	6.06167000661373e-06	6.06167887342352e-06
YOL126C	P22133	MDH2	40.7305	0	0.181054876625396	essential	0	1.20142081903133e-09	3.31784443736275e-09	1.20190337655007e-09
YER053C		PIC2	NaN	0	0.156619469237507		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.156619469237507		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13758189491041e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36409823170336e-07	1.34604081816388e-07
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52453144227179e-06	1.52357004126829e-06
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YAL062W	P39708	GDH3	49.62653	0	0.137630640827804	subOpt_isoenz	0	0	1.44813535205656e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.137630640827804	opt_isoenz_tight	0	0	1.44853122541519e-06	1.4473957776605e-06
YML120C	P32340	NDI1	57.24915	0	0.104263976818332	essential	0	1.23174586454844e-07	1.25977093714139e-07	1.2454372431293e-07
YFL018C	P09624	LPD1	54.00934	0	0.0784460124076738	tightly_const	0	4.85166105259594e-07	4.87808934325362e-07	4.86155323823506e-07
YER081W	P40054	SER3	51.1927	0	0.0283130615153633	subOpt_isoenz	0	0	2.48314496132608e-08	0
YIL074C	P40510	SER33	51.18777	0	0.0283130615153633	opt_isoenz_tight	0	0	2.48268926740706e-08	2.47226101606108e-08
YLR058C	P37291	SHM2	52.21793	0	0.00904946179968449	tightly_const	0	3.67439646548828e-07	3.69726072513564e-07	3.68107400865782e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	5.71033795168048e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	8.84248616152003e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.259820353072e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	8.83803009254695e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	5.71033795168048e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.5311195156776e-11	0
YML022W	P49435	APT1	20.58658	0	0	subOpt_isoenz	0	0	2.85361308158592e-10	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.20044823731374e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.19053664249042e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	opt_isoenz	0	0	8.23275284649299e-09	8.11754635894598e-09
YDR441C	P36973	APT2	19.9857	0	0	subOpt_isoenz	0	0	2.8595133096442e-10	0
