genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YMR246W	P47912	FAA4	77.26612	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.23238276048056e-09	0	1	48	0	2	0.999999999999854	0.999999999999855
MTHFR1	Q9SE60	MTHFR1	66.288		0	0	subOpt_isoenz	0	0	1.36408352227456e-09	0	1	7	0	2	1.0000083752771	1.0000049271154
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15649641576838e-09	1.59461388661699e-12	1	11	0	3	1.00000004872999	1.00000004873902
YLL052C		AQY2	NaN		0	0.289808199470616		0	NaN	NaN	NaN	0	2	2	3	1	1
YPR192W		AQY1	NaN		0	0.289808199470616		0	NaN	NaN	NaN	0	2	2	3	1.00000002964062	1.00000002964612
YOR222W		ODC2	NaN		0	0.26526130671434		0	NaN	NaN	NaN	0	6	5	3	1.00000002964062	1.00000002964612
YPL134C		ODC1	NaN		0	0.26526130671434		0	NaN	NaN	NaN	0	6	5	3	1.00000002964062	1.00000002964612
YER053C		PIC2	NaN		0	0.157096772919529		0	NaN	NaN	NaN	0	4	12	3	1.00000002964062	1.00000002964612
YJR077C		MIR1	NaN		0	0.157096772919529		0	NaN	NaN	NaN	0	4	12	3	1.00000002964062	1.00000002964612
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.2344737311734e-10	0	0	24	16	3	0.999999999999743	0.999999999999742
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.24592045591613e-10	0	0	24	16	3	0.999999999999739	0.999999999999742
