genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR226W	P07170	ADK1	24.2546	1	1.17118615660387	subOpt_isoenz	2	0	3.90991102087841e-06	0
YCR012W	P00560	PGK1	44.73787	1	1.13074314684463	essential	2	8.5022373103338e-07	0.0016535190109613	8.50223731033384e-07
YGR192C	P00359	TDH3	35.74626	1	1.13074314684463	subOpt_isoenz	2	0	0.00208411642496653	0
YJL052W	P00360	TDH1	35.74956	1	1.13074314684463	opt_isoenz	2	0	0.00208392404901939	1.57350019449742e-05
YJR009C	P00358	TDH2	35.84645	1	1.13074314684463	subOpt_isoenz	2	0	0.00207829659834273	0
YDR050C	P00942	TPI1	26.79508	1	1.03214383077663	essential	2	2.44189830652983e-08	0.0027593697074589	2.44190475465564e-08
YDR516C	Q04409	EMI2	55.92028	2	1.00066848327957	essential	2	1.71128301845925e-07	1.86179440385231e-07	1.86178000000186e-07
YKL067W	P36010	YNK1	17.16647	0	0.293491461315114	essential	0	9.97227239327687e-08	0.00430714722435811	9.97227571552539e-08
YLR438W	P07991	CAR2	46.08557	0	0.288441877811942	tightly_const	0	2.46412461778905e-08	2.48783538541523e-08	2.46832895062383e-08
YCR048W	P25628	ARE1	71.61215	0	0.220003558329937	opt_isoenz	0	0	0.00103246282594501	1.9670167838932e-11
YDR503C	Q04396	LPP1	31.58604	0	0.207961799951907	opt_isoenz	0	0	9.79770772938927e-10	9.53795898879539e-10
YNR019W	P53629	ARE2	74.022	0	0.207585615465931	subOpt_isoenz	0	0	0.000998850754702872	0
YOR245C	Q08650	DGA1	47.71075	0	0.164378423198897	subOpt_isoenz	0	0	1.01733999427565e-07	0
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	8.19497120596304e-08	0
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	8.19497120595795e-08	0
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	1.77223456747757e-07	0
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	1.34456084649842e-05	0
