genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YLR058C	P37291	SHM2	52.21793	1	1.63501325897825	essential	2	4.12200841971153e-05	0.000449088471465719	4.12202291893334e-05	1	5	0	1	1.01467506066479	1.0151760980536
YBL045C	P07256	COR1	50.22724	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.02964960018002	1.03067735713103
YDR529C	P00128	QCR7	14.56466	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.00858713544369	1.00887849953444
YEL024W	P08067	RIP1	23.36479	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.01377971785971	1.01424975706575
YFR033C	P00127	QCR6	17.25682	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.01017530077412	1.01052111391612
YGR183C	P22289	QCR9	7.47622	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.00440679611019	1.00455567935211
YHR001W-A	P37299	QCR10	8.59285	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.00506517895045	1.00523642156697
YJL166W	P08525	QCR8	10.97437	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.0064695477308	1.00668858494718
YOR065W	P07143	CYT1	34.05423	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.02009133110622	1.02078107865922
YPR191W	P07257	QCR2	40.47764	2	1.60064232141654	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.02388629654723	1.02470948339206
Q0045	P00401	COX1	58.79755	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06	0	7	12	1	1.01099875767375	1.01137287151828
Q0250	P00410	COX2	28.5669	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06	0	7	12	1	1.00534200906156	1.00552266212458
Q0275	P00420	COX3	30.35941	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06	0	7	12	1	1.00567731751529	1.00586937605216
YDL067C	P07255	COX9	6.96313	1	1.60064232141654	essential	2	5.09157771590186e-06	8.66152234080404e-05	5.09158223598334e-06	0	7	12	1	1.00130179816466	1.00134563876693
YGL187C	P04037	COX4	17.1424	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.00320522853558	1.00331338300022
YGL191W	P32799	COX13	15.02097	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.0028085112727	1.00290324051249
YHR051W	P00427	COX6	17.34139	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.00324244392812	1.00335185835256
YIL111W	P00425	COX5B	17.1965	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.00321534587003	1.00332384285639
YLR038C	Q01519	COX12	9.78778	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.00182993950096	1.00189159989752
YLR395C	P04039	COX8	8.90656	2	1.60064232141654	essential	2	7.31251740195271e-06	1.01831569709608e-05	1.01831517603307e-05	0	7	11	1	1.00333065772655	1.0034430590913
YMR256C	P10174	COX7	6.9323	2	1.60064232141654	essential	2	3.65610733911971e-06	5.09158484130164e-06	5.09158223598334e-06	0	7	11	1	1.00129603387871	1.00133968009764
Q0105	P00163	COB	43.65549	2	1.60064232080424	tightly_const	2	1.60500151382256e-05	1.6050037599392e-05	1.60500293867317e-05	0	6	9	1	1.02576443084038	1.02665402826029
YOL077W-A	P81451	ATP19	7.53367	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	1	4	0	1	1.00014807339127	1.0001529701961
Q0080	P00856	ATP8	5.82221	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00011437220743	1.00011821919417
Q0085	P00854	ATP6	29.09876	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.21982586261109	1.00218708972198
Q0130	P61829	OLI1	7.75937	2	1.53899095526536	tightly_const	2	0.000198719513262989	0.000198721355104444	0.000198719627188718	0	7	14	1	1.26009043880765	1.03592495210018
YBL099W	P07251	ATP1	58.60746	1	1.53899095526536	essential	2	6.11446175025496e-06	5.96164923791367e-05	6.11446525567072e-06	0	7	14	1	1.00035432634402	1.00036616337103
YBR039W	P38077	ATP3	34.35021	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.22417633240064	1.00583030426506
YDL004W	Q12165	ATP16	17.02022	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00033442846828	1.00034559582115
YDR298C	P09457	ATP5	22.81414	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00044824371799	1.00046324195828
YDR322C-A	P81449	TIM11	10.87534	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.0002137172299	1.00022082256865
YDR377W	Q06405	ATP17	11.312	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00022229585553	1.00022968983734
YJR121W	P00830	ATP2	54.7932	1	1.53899095526536	essential	2	6.11446175025496e-06	5.96164923791367e-05	6.11446525567072e-06	0	7	14	1	1.00033127143336	1.00034233253699
YKL016C	P30902	ATP7	19.80938	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00038921956318	1.00040223100743
YML081C-A	P81450	ATP18	6.68769	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00013137372764	1.00013579264967
YPL078C	P05626	ATP4	26.92481	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.21802552092006	1.00067957542827
YPL271W	P21306	ATP15	6.7425	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00013245041656	1.00013690555935
YPR020W	Q12233	ATP20	12.92094	2	1.53899095526536	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.000253901379	1.00026235882883
YLR295C	Q12349	ATP14	14.12765	2	1.53899095526532	tightly_const	2	1.98719513263001e-05	1.98721355104447e-05	1.98719627188718e-05	0	7	14	1	1.00027760793307	1.00028686311062
YBR263W	P37292	SHM1	53.68589	1	1.38997589153217	essential	2	1.50909736360812e-05	0.000411806438652658	1.50910424616785e-05	1	5	0	1	1.0018712875073	1.00193434382823
YCR012W	P00560	PGK1	44.73787	1	1.20689428500924	essential	2	9.14436413228386e-07	0.000476976345074815	9.14436413228338e-07	1	4	0	1	0.980425166655369	1.03712839921309
YDR050C	P00942	TPI1	26.79508	1	1.18552345239689	essential	2	2.83973912608576e-08	0.000794876144566694	2.83974557421119e-08	1	2	0	1	1.00062152823215	1.00064244471348
YDR516C	Q04409	EMI2	55.92028	2	1.00066848236333	tightly_const	2	1.86172074496843e-07	1.86179975167953e-07	1.86178000000186e-07	1	4	0	1	1.00820473275183	1.00848301267383
YML056C	P50094	IMD4	56.39328	2	156.624415435016	opt_isoenz_tight	2	0	5.55260600741833e-05	5.55260047773629e-05	0	7	1	2	1.02962977049238	1.0306568196127
YER099C	P38620	PRS2	34.76468	2	23.5973818783344	opt_isoenz_tight	2	0	0.000211842518793587	0.000211839839748582	0	6	4	2	1.13774937019162	1.14304480618097
YKL181W	P32895	PRS1	47.04715	2	23.5973818783344	opt_isoenz_tight	2	0	0.000211842518793586	0.000211839839748582	0	6	0	2	1.19015459490625	1.19781488783084
YOR375C	P07262	GDH1	49.56931	2	2.00946683295248	opt_isoenz_tight	2	0	1.09142985593056e-05	1.09141178496001e-05	0	8	7	2	1.02760647573171	1.02856144645068
YBL039C	P28274	URA7	64.70953	0	0.282912407316118	subOpt_isoenz	0	0	4.1531812769711e-08	0	0	12	16	2	0.999999999999954	0.999999999999963
YBR218C	P32327	PYC2	130.16549	0	0.280784139766675	subOpt_isoenz	0	0	5.54850212626952e-07	0	0	8	17	2	0.999999999999973	0.999999999999964
YOR317W	P30624	FAA1	77.86529	0	0.21168	subOpt_isoenz	0	0	0.00027370214207067	0	1	52	0	2	0.999999999999611	0.999999999999598
YER070W	P21524	RNR1	99.56021	0	0.208766975854916	subOpt_isoenz	0	0	4.8726957034693e-07	0	0	24	18	2	0.999999999999975	0.99999999999996
YIL066C	P21672	RNR3	97.51369	0	0.208766975854916	subOpt_isoenz	0	0	4.87269570346724e-07	0	0	24	18	2	0.999999999999991	0.999999999999993
YJL026W	P09938	RNR2	46.14681	0	0.208766975854916	subOpt_isoenz	0	0	4.87269570345134e-07	0	0	24	18	2	0.999999999999972	0.999999999999965
YCL040W	P17709	GLK1	55.37689	0	0	subOpt_isoenz	0	0	3.2265981933988e-11	0	1	6	0	2	0.999999999999967	0.999999999999963
YLR446W	Q06204	YLR446W	48.96875	0	0	subOpt_isoenz	0	0	5.29392661528363e-09	0	1	20	0	2	0.999999999999964	0.999999999999963
YDR300C	P32264	PRO1	47.16164	2	1000	opt_isoenz	2	0	1.91941996867822e-09	1.56397774048839e-09	1	4	0	3	1.00374108391307	1.00386738952354
YKL106W	Q01802	AAT1	51.79484	1	1000	opt_isoenz	2	0	5.22171312490416e-05	2.11363567777928e-07	1	6	0	3	0.999999999999991	0.99999999999999
YOR323C	P54885	PRO2	49.73991	2	1000	opt_isoenz	2	0	2.48813817215861e-10	2.02737951297679e-10	1	6	0	3	1.00051152337852	1.00052873587639
YMR120C	P38009	ADE17	65.26269	1	42.1941070643261	opt_isoenz	2	0	0.000358467175828906	3.21242751578287e-05	0	10	3	3	1.02841620942369	1.02939999205668
YML120C	P32340	NDI1	57.24915	1	2.43439017518779	opt_isoenz	2	0	2.46859464303902e-05	8.2177319265904e-07	1	5	0	3	1.00179394288586	1.00185438811985
YJL052W	P00360	TDH1	35.74956	1	1.20689428500924	opt_isoenz	2	0	0.000612678993592679	1.69233793594714e-05	0	8	15	3	1.43213779754458	1.57366046329981
YFR053C	P04806	HXK1	53.73784	0	0	subOpt_isoenz	0	0	3.22659821446878e-11	0	0	12	19	3	0.999999999999988	0.999999999999989
YGL253W	P04807	HXK2	53.9419	0	0	subOpt_isoenz	0	0	6.97780229409582e-11	0	0	12	19	3	1.00000000000003	1.00000000000003
