genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YDR322C-A	P81449	TIM11	10.87534	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YDR377W	Q06405	ATP17	11.312	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YJR121W	P00830	ATP2	54.7932	0	0.187114339525072	tightly_const	0	1.86889004328577e-06	1.87003043414542e-06	1.8693366296863e-06
YKL016C	P30902	ATP7	19.80938	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YML081C-A	P81450	ATP18	6.68769	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YPL078C	P05626	ATP4	26.92481	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YPL271W	P21306	ATP15	6.7425	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YPR020W	Q12233	ATP20	12.92094	0	0.187114339525072	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YLR295C	Q12349	ATP14	14.12765	0	0.18711433952507	tightly_const	0	6.07384961926968e-06	6.07532631155788e-06	6.07532895533197e-06
YER053C		PIC2	NaN	0	0.156969340385396		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.156969340385396		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13775833181246e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.36495036901857e-07	1.34604081816388e-07
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52457543013201e-06	1.52357004126829e-06
YAL062W	P39708	GDH3	49.62653	0	0.134375411072414	subOpt_isoenz	0	0	1.4081820436525e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.134375411072414	opt_isoenz_tight	0	0	1.40856709509066e-06	1.40739307914832e-06
YML120C	P32340	NDI1	57.24915	0	0.108415335865552	essential	0	1.0770002927655e-07	1.10603126401322e-07	1.09117088895355e-07
YFL018C	P09624	LPD1	54.00934	0	0.0793776451351892	tightly_const	0	4.47925452571591e-07	4.50344690675592e-07	4.48611657062104e-07
YER081W	P40054	SER3	51.1927	0	0.0385539623612791	subOpt_isoenz	0	0	3.49618992866674e-08	0
YGR208W	P42941	SER2	34.20684	0	0.0385539623612791	tightly_const	0	1.34264014643926e-08	1.35239060732702e-08	1.34936823573943e-08
YIL074C	P40510	SER33	51.18777	0	0.0385539623612791	opt_isoenz_tight	0	0	3.49620617595695e-08	3.48839584747912e-08
YOR184W	P33330	SER1	43.41501	0	0.0385539623612791	tightly_const	0	4.33526571280492e-06	4.36673870769204e-06	4.35697976162848e-06
YLR058C	P37291	SHM2	52.21793	0	0.0163412196452969	tightly_const	0	5.35434846155628e-07	5.37866143664716e-07	5.3616425876841e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	5.9853359495434e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.25109048721991e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.36761339985399e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.46264197617959e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	5.9853359495434e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.60462938839179e-11	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.25711714179295e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.24673765785514e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	opt_isoenz	0	0	8.62545372624165e-09	8.51020476955671e-09
