Row	succinate	Growth
YLR209C	1.000000805	1
YOR245C	1.000000803	1
YLR432W	1.000000803	1
YJR149W	1.000000803	1
YMR319C	1.000000803	1
YLR043C	1.000000803	1
YMR313C	1.000000803	1
YGR227W	1.000000803	1
YBR180W	1.000000803	1
YML022W	1.000000803	1
YOR171C	1.000000803	1
YHR100C	1.000000803	1
YDR452W	1.000000726	1
YPL273W	1.000000695	1
YHL032C	1.000000695	1
YNL129W	1.000000571	1
YBL011W	1.000000571	1
YHR013C	1.000000571	1
YBR004C	1.000000571	1
YLR020C	1.000000571	1
YIR037W	1.000000571	1
YGR065C	1.000000569	1
YGR007W	1.000000567	1
YDL103C	1.000000567	1
YKR072C	1.000000567	1
YFL053W	1.000000567	1
YBR020W	1.000000567	1
YJR152W	1.000000567	1
YDR284C	1.000000567	1
YMR169C	1.000000567	1
YGL186C	1.00000056	1
YGR154C	1.00000056	1
YKL026C	1.00000056	1
YDR428C	1.00000056	1
YJL097W	1.00000056	1
YPL091W	1.00000056	1
YDR294C	1.00000056	1
YLL001W	1.00000056	1
YER081W	1.00000056	1
YER010C	1.00000056	1
YOR040W	1.00000056	1
YIL010W	1.00000056	1
YNL229C	1.000000551	1
YKL218C	1.000000389	1
YPR160W	1.000000383	1
YGR124W	1.000000382	1
YMR054W	1.000000378	1
YDL215C	1.000000378	1
YGL224C	1.000000378	1
YBR023C	1.000000378	1
YFR015C	1.000000371	1
YLR146C	1.000000371	1
YBR038W	1.000000362	1
YNL048W	1.000000326	1
YBL068W	1.000000254	1
YER019W	1.000000254	1
YNL009W	1.000000254	1
YJR110W	1.000000247	1
YER170W	1.000000247	1
YLL051C	1.000000247	1
YBR149W	1.000000247	1
YLR189C	1.000000247	1
YMR013C	1.000000247	1
YJR001W	1.000000247	1
YDR380W	1.000000247	1
YAL039C	1.000000243	1
YML054C	1.000000243	1
YCL064C	1.000000238	1
YOR149C	1.000000238	1
YHL011C	1.000000236	1
YPR139C	1.000000236	1
YKL152C	1.000000236	1
YBR235W	1.000000236	1
YBR176W	1.000000227	1
YDR208W	1.000000226	1
YJL005W	1.000000151	1
YML042W	1.000000151	1
YPL212C	1.000000146	1
YMR202W	1.000000146	1
YJR024C	1.000000146	1
YGR157W	1.000000146	1
YIL009W	1.000000146	1
YOR067C	1.000000146	1
YDR367W	1.000000146	1
YKL004W	1.000000146	1
YLL062C	1.000000146	1
YBR132C	1.000000138	1
YOR317W	1.000000135	1
YIL002C	1.000000135	1
YNL045W	1.000000135	1
YDR441C	1.000000135	1
YOR374W	1.000000135	1
YCR068W	1.000000131	1
YPR184W	1.000000127	1
YPR128C	1.000000127	1
YAL062W	1.000000127	1
YDL042C	1.000000127	1
YDR191W	1.000000127	1
YOL068C	1.000000127	1
YOR025W	1.000000127	1
YPL015C	1.000000127	1
YEL029C	1.000000127	1
YJL026W	1.000000127	1
YBR003W	1.000000127	1
YNR041C	1.000000127	1
YMR323W	1.000000127	1
YKL088W	1.000000118	1
YNL241C	1.000000118	1
YPR127W	1.000000118	1
YLR284C	1.000000118	1
YML082W	1.000000118	1
YDR530C	1.000000077	1
YLR258W	1.000000042	1
YGR234W	1.000000016	1
YMR301C	1.000000016	1
YLR307W	1.000000011	1
YLR308W	1.000000011	1
YAR071W	1.000000011	1
YBR093C	1.000000011	1
YHR215W	1.000000011	1
YBR199W	1.000000011	1
YBR205W	1.000000011	1
YBR299W	1.000000011	1
YDR236C	1.000000011	1
YDR483W	1.000000011	1
YGR287C	1.000000011	1
YGR292W	1.000000011	1
YIL172C	1.000000011	1
YJL139C	1.000000011	1
YJL216C	1.000000011	1
YJL221C	1.000000011	1
YKR061W	1.000000011	1
YOR099W	1.000000011	1
YPL053C	1.000000011	1
YOL136C	1.000000011	1
YDR305C	1.000000011	1
YHR091C	1.000000011	1
YCR024C	1.000000011	1
YGR194C	1.000000011	1
YJL068C	1.000000007	1
YIL107C	1.000000004	1
YGR248W	1.000000004	1
YIL162W	1.000000004	1
YJR057W	1.000000004	1
YHR123W	1.000000004	1
YOR311C	1.000000004	1
YKL106W	1.000000004	1
YBR243C	1.000000004	1
YPR001W	1.000000004	1
YJR009C	1.000000002	1
YGL077C	1	1
YDR297W	1	1
YOL055C	1	1
YNR067C	1	1
YHR043C	1	1
YHR044C	1	1
YPR002W	1	1
YLL012W	1	1
YBL030C	1	1
YBR068C	1	1
YBR069C	1	1
YBR085W	1	1
YBR293W	1	1
YBR294W	1	1
YBR296C	1	1
YBR298C	1	1
YCL025C	1	1
YCL069W	1	1
YCR037C	1	1
YDL245C	1	1
YDL247W	1	1
YDR046C	1	1
YDR342C	1	1
YDR343C	1	1
YDR345C	1	1
YDR384C	1	1
YDR497C	1	1
YDR508C	1	1
YDR536W	1	1
YEL006W	1	1
YEL063C	1	1
YEL069C	1	1
YER053C	1	1
YER056C	1	1
YER060W	1	1
YER060W-A	1	1
YFL011W	1	1
YFL055W	1	1
YGL084C	1	1
YGR055W	1	1
YGR121C	1	1
YGR138C	1	1
YGR143W	1	1
YGR191W	1	1
YGR243W	1	1
YHL036W	1	1
YHR092C	1	1
YHR094C	1	1
YHR096C	1	1
YHR162W	1	1
YIL013C	1	1
YJL129C	1	1
YJL198W	1	1
YJL214W	1	1
YJL219W	1	1
YJR077C	1	1
YJR158W	1	1
YJR160C	1	1
YKL146W	1	1
YKR039W	1	1
YLL015W	1	1
YLL028W	1	1
YLL043W	1	1
YLL052C	1	1
YLR081W	1	1
YLR092W	1	1
YLR138W	1	1
YLR237W	1	1
YML123C	1	1
YMR011W	1	1
YMR056C	1	1
YMR088C	1	1
YNL101W	1	1
YNL142W	1	1
YNL268W	1	1
YNL270C	1	1
YNL318C	1	1
YNR013C	1	1
YNR072W	1	1
YOL020W	1	1
YOL103W	1	1
YOL156W	1	1
YOR011W	1	1
YOR071C	1	1
YOR192C	1	1
YOR222W	1	1
YOR273C	1	1
YOR348C	1	1
YPL134C	1	1
YPL189W	1	1
YPL265W	1	1
YPR138C	1	1
YPR156C	1	1
YPR159W	1	1
YPR192W	1	1
YAR069W-A	1	1
YHR214W-F	1	1
YOL092W	1	1
YBR241C	1	1
YGL104C	1	1
YDR387C	1	1
YFL054C	1	1
YDR105C	1	1
YDR456W	1	1
YBR147W	1	1
YDR352W	1	1
YMR243C	1	1
YOR316C	1	1
YOR226C	1	1
YPL135W	1	1
YOR334W	1	1
YPL060W	1	1
YOL065C	1	1
YJL212C	1	1
YNL274C	1	1
YKL120W	0.999999996	1
YGR144W	0.999999994	1
YNR056C	0.999999994	1
YMR008C	0.999999994	1
YJL126W	0.999999994	1
YKL140W	0.999999994	1
YNR008W	0.999999994	1
YHR163W	0.999999994	1
YDR242W	0.999999994	1
YHR067W	0.999999994	1
YLR133W	0.999999994	1
YOR241W	0.999999994	1
YBR117C	0.999999994	1
YAL061W	0.999999994	1
YCL047C	0.999999992	1
YDL142C	0.999999992	1
YJL100W	0.999999992	1
YDR502C	0.999999992	1
YLR099C	0.999999992	1
YKL103C	0.999999992	1
YBR058C-A	0.999999992	1
YDR453C	0.999999992	1
YMR170C	0.999999992	1
YKL165C	0.999999992	1
YBR022W	0.999999992	1
YDR196C	0.999999992	1
YAL022C	0.999999991	1
YKR076W	0.999999989	1
YMR105C	0.999999986	1
YDR256C	0.999999983	1
YFL017C	0.999999983	1
YHR008C	0.999999983	1
YGR277C	0.999999983	1
YJR095W	0.999999983	1
YDR376W	0.999999983	1
YER087W	0.999999983	1
YJL060W	0.999999983	1
YGL256W	0.999999983	1
YJR051W	0.999999983	1
YNR030W	0.999999983	1
YMR241W	0.999999983	1
YBR208C	0.999999983	1
YLR047C	0.999999983	1
YGR177C	0.999999983	1
YNL334C	0.999999983	1
YOL152W	0.999999983	1
YOR381W	0.999999983	1
YOR384W	0.999999983	1
YGR032W	0.999999983	1
YDR135C	0.999999983	1
YKL220C	0.999999983	1
YGL065C	0.999999946	1
YDR440W	0.999999764	1
YKR097W	0.999999764	1
YNR058W	0.999999761	1
YIL134W	0.999999759	1
YNL192W	0.999999753	1
YBR097W	0.999999748	1
YLR240W	0.999999748	1
YKL212W	0.999999748	1
YDR481C	0.999999748	1
YPL069C	0.999999748	1
YDR226W	0.999999748	1
YHR046C	0.999999748	1
YLL031C	0.999999748	1
YOR196C	0.999999748	1
YDR062W	0.999999748	1
YMR296C	0.999999748	1
YGR247W	0.999999748	1
YLR342W	0.999999748	1
YDL078C	0.999999746	1
YKL019W	0.999999737	1
YIL160C	0.999999737	1
YNR019W	0.999999737	1
YJR049C	0.999999737	1
YMR015C	0.999999737	1
YCR083W	0.999999737	1
YDR111C	0.999999737	1
YJL134W	0.999999737	1
YCL004W	0.999999737	1
YOR180C	0.999999737	1
YIL074C	0.999999735	1
YOR393W	0.99999963	1
YMR318C	0.99999963	1
YLR260W	0.99999963	1
YCR010C	0.99999963	1
YJR130C	0.999999622	1
YGL205W	0.999999618	1
YOL151W	0.999999618	1
YML125C	0.999999613	1
YPL148C	0.999999613	1
YBR161W	0.999999613	1
YNR012W	0.999999613	1
YOR321W	0.999999613	1
YPR140W	0.999999613	1
YLR028C	0.999999613	1
YBL013W	0.999999613	1
YDR538W	0.999999613	1
YDR539W	0.999999613	1
YKL215C	0.999999613	1
YER183C	0.999999613	1
YOR221C	0.999999613	1
YNL092W	0.999999613	1
YGR202C	0.999999613	1
YOR126C	0.999999613	1
YKL094W	0.999999613	1
YNL202W	0.999999611	1
YHR119W	0.999999611	1
YKR089C	0.999999607	1
YBR036C	0.999999602	1
YBR011C	0.999999602	1
YKR009C	0.999999602	1
YJR143C	0.999999602	1
YBR265W	0.999999602	1
YBR252W	0.999999602	1
YLL060C	0.999999602	1
YMR298W	0.999999602	1
YMR110C	0.999999602	1
YCR098C	0.999999602	1
YDR173C	0.999999602	1
YJL200C	0.999999602	1
YMR322C	0.999999602	1
YEL031W	0.999999602	1
YHL018W	0.999999602	1
YML075C	0.99999959	1
YGL156W	0.999999521	1
YDR315C	0.999999521	1
YLL057C	0.999999521	1
YDR071C	0.999999521	1
YOR081C	0.999999521	1
YER152C	0.999999518	1
YDR001C	0.999999514	1
YKL055C	0.999999514	1
YKL192C	0.999999512	1
YKR080W	0.99999951	1
YBR244W	0.99999951	1
YPR026W	0.99999951	1
YNL141W	0.99999951	1
YIR029W	0.999999506	1
YFL059W	0.999999505	1
YHR109W	0.999999504	1
YCL009C	0.999999504	1
YER024W	0.999999504	1
YBR046C	0.999999504	1
YGL253W	0.999999504	1
YBR026C	0.999999504	1
YCR107W	0.999999504	1
YFL001W	0.999999504	1
YGR170W	0.999999504	1
YJR159W	0.999999504	1
YPL111W	0.999999504	1
YOL157C	0.999999504	1
YLR214W	0.999999504	1
YDL174C	0.999999504	1
YER037W	0.999999504	1
YER042W	0.999999504	1
YCL052C	0.999999504	1
YJR013W	0.999999504	1
YDR248C	0.999999504	1
YGL169W	0.999999504	1
YDR302W	0.999999504	1
YGR192C	0.999999504	1
YIR038C	0.999999504	1
YOR161C	0.999999504	1
YDR513W	0.999999504	1
YDR051C	0.999999504	1
YMR099C	0.999999504	1
YMR267W	0.999999501	1
YMR165C	0.999999501	1
YJL168C	0.999999499	1
YNR057C	0.999999499	1
YCL040W	0.999999493	1
YAL023C	0.999999493	1
YDL095W	0.999999493	1
YJR155W	0.999999493	1
YNL037C	0.999999493	1
YOR136W	0.999999493	1
YLR286C	0.999999493	1
YDL090C	0.999999493	1
YOR360C	0.999999493	1
YBR229C	0.999999493	1
YEL017C-A	0.999999493	1
YDR098C	0.999999493	1
YGL037C	0.999999493	1
YHR074W	0.999999493	1
YHR201C	0.999999493	1
YJL101C	0.999999493	1
YOL049W	0.999999493	1
YBL064C	0.999999493	1
YGR256W	0.999999493	1
YPL088W	0.999999493	1
YLR348C	0.999999493	1
YKR053C	0.999999493	1
YLR446W	0.999999493	1
YKR058W	0.999999493	1
YMR083W	0.999999493	1
YDL236W	0.999999493	1
YDR036C	0.999999493	1
YFR047C	0.999999493	1
YMR272C	0.999999493	1
YDR035W	0.999999493	1
YBR002C	0.999999493	1
YGR012W	0.999999493	1
YLR151C	0.999999493	1
YPR118W	0.999999493	1
YNL106C	0.999999493	1
YPL280W	0.999999493	1
YGR088W	0.999999493	1
YMR281W	0.999999493	1
YDR017C	0.999999493	1
YOL033W	0.999999493	1
YPL040C	0.999999493	1
YDR231C	0.999999493	1
YGR062C	0.999999493	1
YHR116W	0.999999493	1
YJL003W	0.999999493	1
YLL018C-A	0.999999493	1
YPL132W	0.999999493	1
YCR036W	0.999999493	1
YEL066W	0.999999493	1
YER061C	0.999999493	1
YNL219C	0.999999493	1
YDL178W	0.999999493	1
YMR101C	0.999999493	1
YIL124W	0.999999493	1
YNL003C	0.999999493	1
YGL022W	0.999999493	1
YKL141W	0.999999493	1
YLL041C	0.999999493	1
YNL331C	0.999999493	1
YLL061W	0.999999493	1
YCL035C	0.999999493	1
YBL080C	0.999999493	1
YBR111C	0.999999493	1
YDL045C	0.999999493	1
YEL041W	0.999999493	1
YGL027C	0.999999493	1
YMR293C	0.999999493	1
YDR373W	0.999999493	1
YLR231C	0.999999493	1
YBR213W	0.999999493	1
YJL046W	0.999999493	1
YER141W	0.999999493	1
YIR027C	0.999999386	1
YMR303C	0.999999386	1
YDR178W	0.999999386	1
YML070W	0.999999386	1
YDR040C	0.999999386	1
YFL058W	0.999999386	1
YKL008C	0.999999386	1
YFL030W	0.999999386	1
YNL267W	0.999999382	1
YDL052C	0.999999382	1
YGL142C	0.999999379	1
YGR244C	0.999999379	1
YOR142W	0.999999379	1
YNL029C	0.999999379	1
YIL099W	0.999999379	1
YLR345W	0.999999379	1
YHR106W	0.999999379	1
YDR072C	0.999999379	1
YDR023W	0.999999379	1
YDL210W	0.999999377	1
YBR110W	0.999999377	1
YBR021W	0.999999377	1
YJL155C	0.999999377	1
YCR024C-A	0.999999377	1
YDL171C	0.999999377	1
YHR174W	0.999999377	1
YBR034C	0.999999377	1
YGR096W	0.999999377	1
YGR289C	0.999999377	1
YMR210W	0.999999377	1
YGL225W	0.999999377	1
YPR121W	0.999999375	1
YDR268W	0.999999375	1
YPL097W	0.999999375	1
YPL268W	0.999999375	1
YDR437W	0.999999375	1
YGR216C	0.999999375	1
YNL038W	0.999999375	1
YPL076W	0.999999375	1
YPL096C-A	0.999999375	1
YPL175W	0.999999375	1
YGR240C	0.999999375	1
YOL059W	0.999999375	1
YOL011W	0.999999375	1
YNL333W	0.999999375	1
YLR245C	0.999999375	1
YLR239C	0.999999375	1
YLR372W	0.999999375	1
YOR391C	0.999999371	1
YGR286C	0.999999371	1
YMR278W	0.99999937	1
YPL214C	0.99999937	1
YMR113W	0.99999937	1
YBR218C	0.99999937	1
YBR222C	0.99999937	1
YLR299W	0.99999937	1
YBR295W	0.99999937	1
YLR143W	0.99999937	1
YMR162C	0.99999937	1
YDR270W	0.99999937	1
YAL054C	0.99999937	1
YPL059W	0.99999937	1
YPL104W	0.99999937	1
YLR351C	0.99999937	1
YIR031C	0.99999937	1
YIR036C	0.99999937	1
YBR035C	0.99999937	1
YER119C	0.99999937	1
YOL165C	0.99999937	1
YOL075C	0.99999937	1
YOR002W	0.99999937	1
YKR031C	0.99999937	1
YDL120W	0.99999937	1
YHR128W	0.99999937	1
YGL196W	0.99999937	1
YOR155C	0.99999937	1
YLR057W	0.99999937	1
YMR251W	0.99999937	1
YCR011C	0.99999937	1
YIL023C	0.99999937	1
YER163C	0.99999937	1
YMR058W	0.99999937	1
YNR027W	0.99999937	1
YGR043C	0.99999937	1
YEL038W	0.99999937	1
YMR009W	0.99999937	1
YPL061W	0.99999937	1
YDR403W	0.99999937	1
YNL130C	0.99999937	1
YBR019C	0.99999937	1
YDL238C	0.99999937	1
YBR121C	0.99999937	1
YMR246W	0.99999937	1
YFR053C	0.99999937	1
YDR399W	0.99999937	1
YKL069W	0.99999937	1
YER175C	0.99999937	1
YCL017C	0.99999937	1
YDL040C	0.99999937	1
YGR147C	0.99999937	1
YLR172C	0.99999937	1
YML059C	0.99999937	1
YOR100C	0.99999937	1
YBR092C	0.99999937	1
YPL252C	0.99999937	1
YBL042C	0.99999937	1
YBR192W	0.99999937	1
YDL243C	0.99999937	1
YPR047W	0.99999937	1
YJR040W	0.99999937	1
YBR127C	0.99999937	1
YDL185W	0.99999937	1
YEL027W	0.99999937	1
YEL051W	0.99999937	1
YGR020C	0.99999937	1
YHR026W	0.99999937	1
YHR039C-A	0.99999937	1
YKL080W	0.99999937	1
YLR447C	0.99999937	1
YOR332W	0.99999937	1
YPL234C	0.99999937	1
YPR036W	0.99999937	1
YMR289W	0.99999937	1
YNR033W	0.99999937	1
YBR281C	0.99999937	1
YNL191W	0.99999937	1
YPL227C	0.99999937	1
YBR084W	0.99999937	1
YMR271C	0.99999937	1
YKL127W	0.99999937	1
YPL188W	0.99999937	1
YDL168W	0.99999937	1
YGL008C	0.99999937	1
YKR069W	0.99999937	1
YPL036W	0.99999937	1
YHR104W	0.99999937	1
YPL274W	0.99999937	1
YEL039C	0.99999937	1
YLR285W	0.99999937	1
YDL182W	0.99999937	1
YLR410W	0.99999937	1
YGR110W	0.99999937	1
YHR068W	0.99999937	1
YKL194C	0.99999937	1
YBR041W	0.99999937	1
YLR155C	0.99999937	1
YLR157C	0.99999937	1
YLR158C	0.99999937	1
YLR160C	0.99999937	1
YHL016C	0.99999937	1
YER015W	0.99999937	1
YLL048C	0.99999937	1
YOR120W	0.99999937	1
YIL006W	0.99999937	1
YCR005C	0.99999937	1
YLR386W	0.99999937	1
YNL325C	0.99999937	1
YDL219W	0.99999937	1
YPL244C	0.99999937	1
YPL092W	0.99999937	1
YMR226C	0.99999937	1
YNL292W	0.999999368	1
YIL145C	0.999999368	1
YGL017W	0.999999368	1
YDR410C	0.999999368	1
YLR164W	0.999999368	1
YGR267C	0.999999368	1
YGL067W	0.999999366	1
YOR251C	0.999999366	1
YDL246C	0.999999366	1
YEL042W	0.999999366	1
YDR058C	0.999999366	1
YNL073W	0.999999366	1
YLR382C	0.999999366	1
YGL006W	0.999999364	1
YGL167C	0.999999364	1
YDR402C	0.999999364	1
YLR142W	0.999999364	1
YFL061W	0.999999364	1
YNL335W	0.999999364	1
YPR062W	0.999999364	1
YER174C	0.999999364	1
YDR039C	0.999999364	1
YMR041C	0.999999364	1
YJR153W	0.999999358	1
YCR075C	0.999999358	1
YJR025C	0.999999358	1
YDR038C	0.999999358	1
YJR104C	0.999999358	1
YKL035W	0.999999358	1
YDR261C	0.999999358	1
YLR300W	0.999999358	1
YOR190W	0.999999358	1
YDR400W	0.999999358	1
YKL132C	0.999999358	1
YDR147W	0.999999358	1
YOR143C	0.999999358	1
YOR285W	0.999999358	1
YOR286W	0.999999358	1
YMR084W	0.999999358	1
YGR282C	0.999999358	1
YGR180C	0.999999358	1
YBL039C	0.999999358	1
YOL052C	0.999999358	1
YML086C	0.999999358	1
YBL098W	0.999999358	1
YFR055W	0.999999358	1
YKR066C	0.999999358	1
YPR069C	0.999999358	1
YHR216W	0.999999358	1
YJR010W	0.999999358	1
YMR006C	0.999999358	1
YHL003C	0.999999358	1
YGL184C	0.999999358	1
YJR133W	0.999999358	1
YIL043C	0.999999358	1
YDR531W	0.999999358	1
YIL083C	0.999999358	1
YFL060C	0.999999358	1
YKL104C	0.999999358	1
YGR036C	0.999999358	1
YKR043C	0.999999358	1
YPL281C	0.999999358	1
YBR018C	0.999999358	1
YDR020C	0.999999358	1
YKL148C	0.999999358	1
YDR009W	0.999999358	1
YOR163W	0.999999358	1
YDL024C	0.999999358	1
YOR108W	0.999999358	1
YBR159W	0.999999358	1
YBL015W	0.999999358	1
YBR042C	0.999999358	1
YIL155C	0.999999358	1
YLR438W	0.999999358	1
YJL091C	0.999999358	1
YKL184W	0.999999358	1
YGL248W	0.999999358	1
YPR006C	0.999999358	1
YER005W	0.999999358	1
YDR204W	0.999999358	1
YGR255C	0.999999358	1
YLR201C	0.999999358	1
YML110C	0.999999358	1
YOL096C	0.999999358	1
YGL063W	0.999999358	1
YBR070C	0.999999358	1
YGL047W	0.999999358	1
YBR145W	0.999999358	1
YER070W	0.999999358	1
YML008C	0.999999358	1
YLR089C	0.999999358	1
YCR105W	0.999999358	1
YGR010W	0.999999358	1
YJL071W	0.999999358	1
YIR028W	0.999999358	1
YDR533C	0.999999358	1
YIR032C	0.999999358	1
YCR048W	0.999999343	1
YDR148C	0.999999213	1
YIL125W	0.999999213	1
YJR103W	0.999999143	1
YER073W	0.999999095	1
YMR120C	0.999999023	1
YML106W	0.999998613	1
YDL022W	0.999998575	1
YML056C	0.999998519	1
YBR249C	0.999997833	1
YMR261C	0.999996672	1
YPR074C	0.999996064	1
YGL125W	0.999995451	1
YJR069C	0.999993876	1
YLL058W	0.999993205	1
YDR287W	0.999992899	1
YOR375C	0.999992379	1
YOR388C	0.999992221	1
YJL137C	0.999989499	1
YEL071W	0.999986559	1
YNR001C	0.999981679	1
YBR204C	0.999978357	1
YDL085W	0.999977283	1
YGL062W	0.999977186	1
YDR503C	0.999961904	1
YLR153C	0.999956806	1
YGR254W	0.999913589	1
YHR011W	0.999894391	1
YER099C	0.999893957	1
YAL038W	0.999888353	1
YDL166C	0.99985689	1
YHR144C	0.999785831	1
YMR306W	0.99969936	1
YLR027C	0.999671437	1
YGR155W	0.999646671	1
YER086W	0.999349677	1
YOR283W	0.999338047	1
YGR209C	0.998973952	1
YHL012W	0.99875393	1
YJR105W	0.998326196	1
YKL181W	0.998084096	1
YBR291C	0.996403671	1
YML120C	0.996270248	1
YLR058C	0.99603988	1
YBR263W	0.995942051	1
YJL121C	0.995876137	1
YHR002W	0.995218676	1
YGR208W	0.99397349	1
YNL104C	0.993935921	1
YOR184W	0.993906992	1
YKL029C	0.992205767	1
YAL044C	0.991661352	1
YDR019C	0.991661352	1
YMR189W	0.991661352	1
YDR300C	0.991443531	1
YOR323C	0.991443531	1
YDL066W	0.989891939	1
YPL028W	0.987345713	1
YLR354C	0.983985416	1
YPR021C	0.983531077	1
YOL064C	0.980460389	1
YPR081C	0.976339301	1
YEL046C	0.971633728	1
YJL052W	0.966971	1
YNL169C	0.963626181	1
YKL085W	0.935341584	1
YML004C	0.923896105	1
YDR272W	0.923894058	1
YBR196C	0.893603996	1
YLR304C	0.855229273	1
YBR006W	0.849180537	1
YGR019W	0.849180537	1
YMR250W	0.84917914	1
YBR221C	0.820855061	1
YER178W	0.820855061	1
YGR193C	0.820855061	1
YNL071W	0.820855061	1
YFL018C	0.803370011	1
YLR011W	0.716737761	1
YEL047C	0.716712777	1
WT_yields	0.694250162	0.134923773
YDR516C	0.642410139	1
YOL126C	0.549208315	1
YDR322C-A	0.531223253	1
YPR020W	0.531223253	1
YOL077W-A	0.531223253	1
Q0080	0.531219281	1
Q0085	0.531219281	1
Q0130	0.531219281	1
YBL099W	0.531219281	1
YBR039W	0.531219281	1
YDL004W	0.531219281	1
YDR298C	0.531219281	1
YDR377W	0.531219281	1
YJR121W	0.531219281	1
YKL016C	0.531219281	1
YLR295C	0.531219281	1
YML081C-A	0.531219281	1
YPL078C	0.531219281	1
YPL271W	0.531219281	1
YDR050C	0.420640029	1
YKL060C	0.273788605	1
YMR205C	0.273788522	1
Q0045	0	0
Q0105	0	0
Q0250	0	0
Q0275	0	0
YAR015W	0	0
YBL033C	0	0
YBL045C	0	0
YBL076C	0	0
YBR029C	0	0
YBR115C	0	0
YBR126C	0	0
YBR153W	0	0
YBR166C	0	0
YBR248C	0	0
YBR256C	0	0
YCL018W	0	0
YCL030C	0	0
YCR012W	0	0
YCR053W	0	0
YDL055C	0	0
YDL067C	0	0
YDL093W	0	0
YDL131W	0	0
YDL141W	0	0
YDL205C	0	0
YDR007W	0	0
YDR037W	0	0
YDR044W	0	0
YDR047W	0	0
YDR074W	0	0
YDR127W	0	0
YDR158W	0	0
YDR232W	0	0
YDR234W	0	0
YDR341C	0	0
YDR353W	0	0
YDR354W	0	0
YDR408C	0	0
YDR454C	0	0
YDR487C	0	0
YDR529C	0	0
YEL021W	0	0
YEL024W	0	0
YER003C	0	0
YER014W	0	0
YER023W	0	0
YER026C	0	0
YER043C	0	0
YER052C	0	0
YER055C	0	0
YER069W	0	0
YER090W	0	0
YER091C	0	0
YFL022C	0	0
YFL045C	0	0
YFR025C	0	0
YFR030W	0	0
YFR033C	0	0
YGL001C	0	0
YGL009C	0	0
YGL012W	0	0
YGL026C	0	0
YGL040C	0	0
YGL055W	0	0
YGL148W	0	0
YGL154C	0	0
YGL187C	0	0
YGL191W	0	0
YGL234W	0	0
YGL245W	0	0
YGR060W	0	0
YGR061C	0	0
YGR094W	0	0
YGR175C	0	0
YGR183C	0	0
YGR185C	0	0
YGR204W	0	0
YGR264C	0	0
YHR001W-A	0	0
YHR007C	0	0
YHR018C	0	0
YHR019C	0	0
YHR020W	0	0
YHR025W	0	0
YHR042W	0	0
YHR051W	0	0
YHR072W	0	0
YHR190W	0	0
YHR208W	0	0
YIL020C	0	0
YIL078W	0	0
YIL094C	0	0
YIL111W	0	0
YIL116W	0	0
YIR034C	0	0
YJL088W	0	0
YJL130C	0	0
YJL153C	0	0
YJL166W	0	0
YJL167W	0	0
YJR016C	0	0
YJR073C	0	0
YJR109C	0	0
YJR137C	0	0
YJR139C	0	0
YJR148W	0	0
YKL001C	0	0
