Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	metal ion-binding site:Magnesium	3	25.0	0.003022958635335611	YLR044C, YGR254W, YAL038W	12	45	5872	32.62222222222222	0.11940419913518519	0.06499361065971564	0.06499361065971564
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	5	41.66666666666667	0.005882358949599585	YMR205C, YDR050C, YLR354C, YLR044C, YAL038W	12	353	4885	5.766052880075543	0.2421632031024028	0.16044987208345937	0.15362221795224834
UP_KEYWORDS	Metal-binding	6	50.0	0.007261292942027314	YMR205C, YLR044C, YGR254W, YJR069C, YDR452W, YAL038W	12	739	5914	4.001353179972937	0.2690240583386354	0.03988851190549753	0.03153975359969573
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	5	41.66666666666667	0.00934098497274824	YDR050C, YJL052W, YGR254W, YCR012W, YAL038W	12	482	5861	5.066562932226833	0.1474667389485047	0.07939837226836004	0.07939837226836004
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	3	25.0	0.010241481196816556	YLR044C, YGR254W, YAL038W	12	70	4885	17.446428571428573	0.3835829050356502	0.16044987208345937	0.15362221795224834
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	6	50.0	0.018766481604820376	YMR205C, YLR044C, YGR254W, YJR069C, YDR452W, YAL038W	12	764	4885	3.1969895287958114	0.5895109021347067	0.2205061588566394	0.21112291805422922
UP_SEQ_FEATURE	active site:Proton acceptor	3	25.0	0.05000713739346655	YMR205C, YDR050C, YGR254W	12	196	5872	7.489795918367347	0.8840543710127193	0.7167689693063539	0.7167689693063539
GOTERM_CC_DIRECT	GO:0005829~cytosol	5	41.66666666666667	0.09600596971504714	YDR050C, YJL052W, YLR044C, YGR254W, YDR452W	12	979	5861	2.494467143343548	0.8201897010839493	0.5440338283852671	0.5440338283852671
UP_SEQ_FEATURE	mutagenesis site	4	33.33333333333333	0.14817621725647412	YLR044C, YGR254W, YCR012W, YDR452W	12	731	5872	2.677610579115367	0.9988123458916689	1.0	1.0
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	5	41.66666666666667	0.16735654434536557	YMR205C, YDR050C, YJL052W, YGR254W, YCR012W	12	1189	5861	2.053896832071769	0.9555569106258927	0.7112653134678036	0.7112653134678036
UP_KEYWORDS	Phosphoprotein	6	50.0	0.34094813981949473	YMR205C, YDR050C, YLR044C, YGR254W, YCR012W, YAL038W	12	2091	5914	1.414155906264945	0.999999983649073	0.8623982360140161	0.6818962796389895
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Kinase	4	33.33333333333333	0.005511326415373691	YMR205C, YCR012W, YDR300C, YAL038W	12	205	5914	9.616260162601625	0.21151547744951382	0.03949783931017812	0.031230849687117583
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	4	33.33333333333333	0.007197987790836302	YMR205C, YCR012W, YDR300C, YAL038W	12	212	5557	8.737421383647797	0.22899826762331588	0.05685543132942691	0.053696796255569855
GOTERM_MF_DIRECT	GO:0016301~kinase activity	4	33.33333333333333	0.009614324054350908	YMR205C, YCR012W, YDR300C, YAL038W	12	207	4885	7.8663446054750406	0.3649550419803298	0.16044987208345937	0.15362221795224834
UP_KEYWORDS	Transferase	5	41.66666666666667	0.030957126254093692	YMR205C, YLR354C, YCR012W, YDR300C, YAL038W	12	690	5914	3.571256038647343	0.7413284520978306	0.12101422081145716	0.09568566296719869
UP_KEYWORDS	Nucleotide-binding	5	41.66666666666667	0.04246592311998	YMR205C, YCR012W, YDR300C, YJR069C, YAL038W	12	760	5914	3.242324561403509	0.845249428223031	0.152169557846595	0.12032011550661001
GOTERM_MF_DIRECT	GO:0016740~transferase activity	5	41.66666666666667	0.05843520561747139	YMR205C, YLR354C, YCR012W, YDR300C, YAL038W	12	694	4885	2.9328770413064364	0.9409853349203214	0.3923506662887365	0.37565489325517326
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	5	41.66666666666667	0.10239282842205526	YMR205C, YCR012W, YDR300C, YJR069C, YAL038W	12	834	4885	2.44054756195044	0.9937618365724376	0.6015578669795746	0.5759596598740608
UP_KEYWORDS	ATP-binding	4	33.33333333333333	0.11202550036629963	YMR205C, YCR012W, YDR300C, YAL038W	12	651	5914	3.0281618023553505	0.9939574361603296	0.3440783225536346	0.2720619294610134
GOTERM_MF_DIRECT	GO:0005524~ATP binding	4	33.33333333333333	0.18192124852561067	YMR205C, YCR012W, YDR300C, YAL038W	12	668	4885	2.4376247504990016	0.9999203161533332	0.9313659786306415	0.891733383795295
