Annotation Cluster 1	Enrichment Score: 6.8194057157698005
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	mutagenesis site	3	20.0	0.5352675767022184	YGR254W, YCR012W, YPR074C	15	731	5872	1.6065663474692204	0.9999999999999996	1.0	1.0

Annotation Cluster 3	Enrichment Score: 1.714074937989243
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0050661~NADP binding	3	20.0	0.0014072544054302741	YNL241C, YJL052W, YOR323C	15	20	4885	48.85	0.057431149829990646	0.059104685028071514	0.05769743062264124
UP_KEYWORDS	NADP	3	20.0	0.02049408817031854	YNL241C, YHR183W, YOR323C	15	95	5914	12.450526315789475	0.5632001693619336	0.1306170882977433	0.11428995226052538
UP_KEYWORDS	Oxidoreductase	4	26.666666666666668	0.02089599589005499	YNL241C, YJL052W, YHR183W, YOR323C	15	258	5914	6.11266149870801	0.5703121576434564	0.1306170882977433	0.11428995226052538
INTERPRO	IPR016040:NAD(P)-binding domain	3	20.0	0.034840021072335164	YNL241C, YJL052W, YHR183W	15	108	5053	9.35740740740741	0.9413936841321733	1.0	1.0
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	4	26.666666666666668	0.04708315612075155	YNL241C, YJL052W, YHR183W, YOR323C	15	292	4885	4.461187214611872	0.8680801485082402	0.4567674007211962	0.4458919864183105
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	4	26.666666666666668	0.052546295585174034	YNL241C, YJL052W, YHR183W, YOR323C	15	347	5557	4.270509125840538	0.8222310361825044	0.139017553678642	0.10426316525898148

Annotation Cluster 4	Enrichment Score: 1.3791697502490865
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008152~metabolic process	5	33.33333333333333	0.00444770456404304	YGL062W, YPR074C, YJL121C, YAL038W, YOR323C	15	284	5557	6.522300469483568	0.13293731251425778	0.023007063519585404	0.01725529763968905
UP_KEYWORDS	Metal-binding	6	40.0	0.022857990452105077	YNL036W, YGL062W, YGR254W, YPR074C, YJL121C, YAL038W	15	739	5914	3.2010825439783495	0.603441375445829	0.1306170882977433	0.11428995226052538
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	6	40.0	0.05437707151442812	YNL036W, YGL062W, YGR254W, YPR074C, YJL121C, YAL038W	15	764	4885	2.5575916230366493	0.9044664871365693	0.4567674007211962	0.4458919864183105
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	4	26.666666666666668	0.07507385437988182	YGL062W, YPR074C, YJL121C, YAL038W	15	353	4885	3.6902738432483475	0.962286541681865	0.5255169806591727	0.513004671595859
UP_KEYWORDS	Zinc	3	20.0	0.3062476335406127	YNL036W, YGL062W, YJL121C	15	469	5914	2.5219616204690833	0.9999995551853296	0.6447318600855003	0.5641403775748128

Annotation Cluster 5	Enrichment Score: 1.2964861085339896
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Kinase	4	26.666666666666668	0.011260521331793638	YDR516C, YCR012W, YDR300C, YAL038W	15	205	5914	7.6930081300813	0.364266634395386	0.11260521331793638	0.09852956165319433
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	4	26.666666666666668	0.014593449661131424	YDR516C, YCR012W, YDR300C, YAL038W	15	212	5557	6.989937106918238	0.375267304615591	0.04669903891562056	0.03502427918671541
GOTERM_MF_DIRECT	GO:0016301~kinase activity	4	26.666666666666668	0.01931227197627183	YDR516C, YCR012W, YDR300C, YAL038W	15	207	4885	6.293075684380033	0.5591497305511224	0.40555771150170844	0.3959015755135725
UP_KEYWORDS	Acetylation	5	33.33333333333333	0.02774218347336632	YNL241C, YDR516C, YCR012W, YAL038W, YOR323C	15	513	5914	3.8427550357374916	0.6754678441092697	0.13871091736683158	0.12137205269597764
UP_SEQ_FEATURE	binding site:ATP	3	20.0	0.053575256896490904	YDR516C, YGL062W, YCR012W	15	159	5872	7.386163522012579	0.9205745014487884	0.8393456913783575	0.8393456913783575
UP_KEYWORDS	ATP-binding	5	33.33333333333333	0.05932838575713624	YDR516C, YGL062W, YCR012W, YDR300C, YAL038W	15	651	5914	3.0281618023553505	0.9133992691528083	0.2535015686029085	0.221813872527545
UP_KEYWORDS	Transferase	5	33.33333333333333	0.07086935095790214	YDR516C, YCR012W, YDR300C, YPR074C, YAL038W	15	690	5914	2.857004830917874	0.9471467799190645	0.2535015686029085	0.221813872527545
UP_KEYWORDS	Nucleotide-binding	5	33.33333333333333	0.09446328419998228	YDR516C, YGL062W, YCR012W, YDR300C, YAL038W	15	760	5914	2.593859649122807	0.9811095390792585	0.2535015686029085	0.221813872527545
GOTERM_MF_DIRECT	GO:0005524~ATP binding	5	33.33333333333333	0.11295036137202337	YDR516C, YGL062W, YCR012W, YDR300C, YAL038W	15	668	4885	2.4376247504990016	0.9934865245778112	0.660536987447014	0.6448099163173232
GOTERM_MF_DIRECT	GO:0016740~transferase activity	5	33.33333333333333	0.12581656903752647	YDR516C, YCR012W, YDR300C, YPR074C, YAL038W	15	694	4885	2.3463016330451487	0.996473791640286	0.660536987447014	0.6448099163173232
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	5	33.33333333333333	0.2057730916123578	YDR516C, YGL062W, YCR012W, YDR300C, YAL038W	15	834	4885	1.9524380495603517	0.9999372414258171	0.7856790770653661	0.7669724323733336

