genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange	unique	conectivity	groups	priority
YFR025C	P38635	HIS2	38.58138	2	2.766440260902	2	2.40424677161505e-09	2.40431752800754e-09	2.40424677161505e-09	1.000001000001	1	4	0	1
YIL020C	P40545	HIS6	29.55623	2	2.766440260902	2	1.6078371344122e-07	1.60788782127003e-07	1.6078371344122e-07	1.00000100000099	1	5	0	1
YIL116W	P07172	HIS5	42.64564	2	2.766440260902	2	1.6597013546937e-09	1.65975019929729e-09	1.6597013546937e-09	1.000001000001	1	4	0	1
YOR202W	P06633	HIS3	23.83295	2	2.766440260902	2	5.14508031190099e-09	5.14524247361131e-09	5.14508031190099e-09	1.000001000001	1	3	0	1
YER069W	Q01217	ARG5,6	94.86823	2	2.68115284251021	2	6.35947060437138e-06	6.3685222701648e-06	6.36002203993131e-06	1.000001000001	1	9	0	1
YMR062C	Q04728	ARG7	47.84821	1	2.68115284251021	2	1.39554902469787e-06	0.00171991622935258	1.39567003404059e-06	1.000001000001	1	9	0	1
YOL140W	P18544	ARG8	46.68082	2	2.68115284251021	2	1.57960788147316e-05	1.58185619481336e-05	1.57974485072506e-05	1.000001000001	1	4	0	1
YKL085W	P17505	MDH1	35.64959	1	2.36360126947989	2	3.57494180482884e-07	0.00230692239257229	3.57536221184215e-07	1.00000100000106	1	5	0	1
YDR158W	P13663	HOM2	39.54334	2	2.34419314918903	2	1.51878207467287e-07	1.51889365782154e-07	1.51878848873465e-07	1.000001000001	1	6	0	1
YCR053W	P16120	THR4	57.47349	2	2.34419314918903	2	7.06377424005867e-09	7.06582951690337e-09	7.06534016527322e-09	1.00000100000101	1	6	0	1
YER052C	P10869	HOM3	58.10913	2	2.34419314918903	2	1.26988748912318e-07	1.26998080595078e-07	1.26989285206296e-07	1.000001000001	1	4	0	1
YHR025W	P17423	THR1	38.71215	2	2.34419314918903	2	7.06377424005928e-07	7.06582940744327e-07	7.06534016527322e-07	1.000001000001	1	5	0	1
YJR139C	P31116	HOM6	38.50163	2	2.34419314918903	2	1.27663288228248e-06	1.27672669358434e-06	1.27663827250311e-06	1.000001000001	1	7	0	1
YGL009C	P07264	LEU1	85.79356	1	1.90629035771722	2	3.48996363254527e-06	0.000961931089951649	3.48996363254527e-06	1.000001000001	1	4	0	1
YCL018W	P04173	LEU2	38.95257	2	1.90629035771722	2	1.78740500227355e-06	1.78742467469412e-06	1.78740500227355e-06	1.000001000001	1	5	0	1
YLR355C	P06168	ILV5	44.36792	2	1.85466034087337	2	1.2466248511676e-05	1.2466419686587e-05	1.2466248511676e-05	1.000001000001	1	7	0	1
YBR166C	P20049	TYR1	50.92272	2	1.85156609731525	2	2.05977348516836e-07	2.05995898221278e-07	2.05977348516836e-07	1.000001000001	1	5	0	1
YMR108W	P07342	ILV2	74.93608	2	1.80580343010549	2	4.07986035188055e-06	4.0798894289745e-06	4.07986035188055e-06	1.000001000001	1	8	0	1
YNL220W	P80210	ADE12	48.27868	2	1.80534473356483	2	9.88899725679649e-07	9.89427740557424e-07	9.88899725679574e-07	1.00000100000098	1	7	0	1
YJR016C	P39522	ILV3	62.86049	2	1.80307170896056	2	1.52862879286974e-06	1.5286381577676e-06	1.52862879286974e-06	1.000001000001	1	5	0	1
YDL131W	Q12122	LYS21	48.59372	2	1.6661832204043	2	2.23332472307458e-05	2.23334921084505e-05	2.23332472307458e-05	1.000001000001	1	6	0	1
YDR234W	P49367	LYS4	75.14989	1	1.6661832204043	2	5.51184107100821e-06	0.00110521162488534	1.10236821420164e-05	1.000001000001	1	6	0	1
YIL094C	P40495	LYS12	40.06854	2	1.6661832204043	2	8.10567197812701e-07	8.10576085451515e-07	8.10567197812701e-07	1.000001000001	1	6	0	1
YIR034C	P38998	LYS1	41.46445	2	1.6661832204043	2	7.32957642002814e-07	7.32965678674942e-07	7.32957642002814e-07	1.000001000001	1	7	0	1
YNR050C	P38999	LYS9	48.91735	2	1.6661832204043	2	4.20405184651015e-08	4.20409794274325e-08	4.20405184651015e-08	1.000001000001	1	7	0	1
YER091C	P05694	MET6	85.85892	2	1.56336553565373	2	1.99075593711445e-06	1.99099149908131e-06	1.99081320709808e-06	1.000001000001	1	7	0	1
YDR516C	Q04409	EMI2	55.92028	2	1.0006686118803	2	1.86169435698166e-07	1.86180854128705e-07	1.86178e-07	1.00000100000099	1	4	0	1
YOR317W	P30624	FAA1	77.86529	0	0.146733203526042	0	0	0.00105612270719275	0	1.000001000001	1	52	0	1
YDL052C	P33333	SLC1	33.88654	0	0.110167703255778	0	0	1.56384057800024e-06	0	1.000001000001	1	28	0	1
YCL040W	P17709	GLK1	55.37689	0	0	0	0	4.66349599451426e-11	0	1.00000100000099	1	6	0	1
YGR202C	P13259	PCT1	49.40551	0	0	0	0	4.79652975653117e-11	0	1.00000100000103	1	5	0	1
YHR123W	P22140	EPT1	44.55926	0	0	0	0	2.70112716477038e-08	0	1.000001000001	1	36	0	1
YLR133W	P20485	CKI1	66.31602	0	0	0	0	6.26367323487627e-10	0	1.000001000001	1	8	0	1
YML059C	Q04958	NTE1	187.13107	0	0	0	0	2.40752479906984e-12	0	1.000001000001	1	19	0	1
YNL130C	P17898	CPT1	44.82898	0	0	0	0	5.72488535529266e-06	0	1.000001000001	1	27	0	1
YNR008W	P40345	LRO1	75.39242	0	-0	0	0	0.00109066849499845	0	1.000001000001	1	48	0	1
YPL110C	Q02979	GDE1	138.01285	0	0	0	0	4.46682767095714e-12	0	1.000001000001	1	5	0	1
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	7.65146569761016e-09	0	1.000001000001	1	20	0	1
YPR074C	P23254	TKL1	73.80488	1	37.9044839142979	2	0	0.00111581769247746	1.68957236893448e-06	1.00000100000101	0	10	1	2
YHR163W	P38858	SOL3	27.78417	2	7.54712273801085	2	0	1.98152541461087e-05	1.98150883579236e-05	1.000001000001	0	5	2	2
YHR183W	P38720	GND1	53.54274	2	7.54712273801085	2	0	5.44374847378517e-06	5.44370292760004e-06	1.000001000001	0	6	3	2
YFR030W	P39692	MET10	114.82714	2	3.93194637359526	2	3.99653325711674e-08	3.99685083647838e-08	3.99653325711674e-08	1.000001000001	0	6	4	2
YPR145W	P49089	ASN1	64.46973	2	3.55974417058245	2	0	5.9140061061685e-06	5.91306654942883e-06	1.000001000001	0	10	5	2
YBR249C	P32449	ARO4	39.74874	2	3.26669980380267	2	0	1.97136937804035e-07	1.9713293897187e-07	1.000001000001	0	12	6	2
YOR303W	P07258	CPA1	45.36103	2	2.96307470526737	2	7.68280392931943e-09	7.6832406340314e-09	7.68280392931943e-09	1.000001000001	0	9	7	2
YGL062W	P11154	PYC1	130.09827	2	2.65235350233085	2	0	2.33689020995594e-06	2.33603823622784e-06	1.000001000001	0	8	8	2
YGR254W	P00924	ENO1	46.81564	1	1.73940742556775	2	0	0.00175801338159307	1.58786290666059e-06	1.000001000001	0	5	9	2
YGL154C	P50113	LYS5	30.68281	2	1.6661832204043	2	3.30446557046105e-07	3.30450180298642e-07	3.30446557046105e-07	1.000001000001	0	8	10	2
YBR221C	P32473	PDB1	40.0532	2	1.64838186118311	2	1.45545331047829e-06	1.45560231845777e-06	1.45551091685274e-06	1.000001000001	0	6	11	2
YAL038W	P00549	CDC19	54.54404	2	1.61997933684588	2	0	1.36687435390557e-06	1.36684681517945e-06	1.000001000001	0	6	12	2
YGL125W	P53128	MET13	68.55958	2	1.56336553565373	2	0	4.3552899713821e-08	4.35489997111457e-08	1.00000100000099	0	6	13	2
YER099C	P38620	PRS2	34.76468	2	1.4982943431709	2	0	1.70380832025307e-05	1.70342111010699e-05	1.000001000001	0	6	14	2
YMR120C	P38009	ADE17	65.26269	1	1.36242092666148	2	0	0.00126128868196205	1.33291178525548e-06	1.000001000001	0	10	15	2
YFR053C	P04806	HXK1	53.73784	0	0	0	0	4.66245282000528e-11	0	1.000001000001	0	12	19	2
YGL253W	P04807	HXK2	53.9419	0	0	0	0	1.00852200815121e-10	0	1.000001000001	0	12	19	2
YBL039C	P28274	URA7	64.70953	0	0.146480325472314	0	0	2.16403875565715e-08	0	1.000001000001	0	12	16	3
YER070W	P21524	RNR1	99.56021	0	0.136020739668821	0	0	2.52976069534331e-07	0	1.000001000001	0	24	17	3
YIL066C	P21672	RNR3	97.51369	0	0.136020739668821	0	0	2.52976069532447e-07	0	1.000001000001	0	24	17	3
YJL026W	P09938	RNR2	46.14681	0	0.136020739668821	0	0	2.52976069535083e-07	0	1.000001000001	0	24	17	3
