Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001678~cellular glucose homeostasis	4	22.22222222222222	2.3698988177198948E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	5557	246.97777777777776	1.3508333620348978E-5	1.35084232610034E-5	1.0427554797967536E-5
INTERPRO	IPR001312:Hexokinase	4	22.22222222222222	3.1511006825708175E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	5053	224.57777777777778	1.5440276575184875E-5	5.146797781532335E-6	4.516577645018172E-6
INTERPRO	IPR022672:Hexokinase, N-terminal	4	22.22222222222222	3.1511006825708175E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	5053	224.57777777777778	1.5440276575184875E-5	5.146797781532335E-6	4.516577645018172E-6
INTERPRO	IPR022673:Hexokinase, C-terminal	4	22.22222222222222	3.1511006825708175E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	5053	224.57777777777778	1.5440276575184875E-5	5.146797781532335E-6	4.516577645018172E-6
GOTERM_MF_DIRECT	GO:0004340~glucokinase activity	4	22.22222222222222	3.4870892277722087E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	4885	217.1111111111111	1.604048459269425E-5	4.01015261193804E-6	3.0512030743006828E-6
GOTERM_MF_DIRECT	GO:0004396~hexokinase activity	4	22.22222222222222	3.4870892277722087E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	4885	217.1111111111111	1.604048459269425E-5	4.01015261193804E-6	3.0512030743006828E-6
GOTERM_MF_DIRECT	GO:0008865~fructokinase activity	4	22.22222222222222	3.4870892277722087E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	4885	217.1111111111111	1.604048459269425E-5	4.01015261193804E-6	3.0512030743006828E-6
GOTERM_MF_DIRECT	GO:0019158~mannokinase activity	4	22.22222222222222	3.4870892277722087E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	5	4885	217.1111111111111	1.604048459269425E-5	4.01015261193804E-6	3.0512030743006828E-6
GOTERM_BP_DIRECT	GO:0051156~glucose 6-phosphate metabolic process	4	22.22222222222222	8.263311586133603E-7	YLR446W, YCL040W, YGL253W, YFR053C	18	7	5557	176.41269841269838	4.7099786271487254E-5	2.3550438020480767E-5	1.8179285489493926E-5
GOTERM_MF_DIRECT	GO:0005536~glucose binding	4	22.22222222222222	1.2152366943870915E-6	YLR446W, YCL040W, YGL253W, YFR053C	18	7	4885	155.0793650793651	5.5899359480693356E-5	1.118017758836124E-5	8.50665686070964E-6
GOTERM_BP_DIRECT	GO:0046835~carbohydrate phosphorylation	4	22.22222222222222	8.480744969662276E-6	YLR446W, YCL040W, YGL253W, YFR053C	18	14	5557	88.20634920634919	4.832876919494966E-4	1.6113415442358325E-4	1.243842595550467E-4
GOTERM_MF_DIRECT	GO:0016773~phosphotransferase activity, alcohol group as acceptor	4	22.22222222222222	2.766912545965837E-5	YLR446W, YCL040W, YGL253W, YFR053C	18	18	4885	60.30864197530864	0.0012719877167866045	2.1212996185738085E-4	1.6140323184800714E-4
UP_KEYWORDS	Glycolysis	4	22.22222222222222	4.925467147884618E-5	YLR446W, YCL040W, YGL253W, YFR053C	18	26	5914	50.547008547008545	0.0021157616490636855	0.0010589754367951929	9.112114223586543E-4
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	4	22.22222222222222	5.921630930776956E-5	YLR446W, YCL040W, YGL253W, YFR053C	18	26	5557	47.495726495726494	0.0033697392136383675	8.438324076357162E-4	6.513794023854651E-4
INTERPRO	IPR019807:Hexokinase, conserved site	3	16.666666666666664	6.367753715941201E-5	YCL040W, YGL253W, YFR053C	18	4	5053	210.54166666666666	0.00311543559583749	7.800498302027971E-4	6.845335244636791E-4
GOTERM_BP_DIRECT	GO:0006013~mannose metabolic process	3	16.666666666666664	8.762316672051325E-5	YCL040W, YGL253W, YFR053C	18	5	5557	185.23333333333332	0.004982286364935473	9.989041006138511E-4	7.710838671405166E-4
KEGG_PATHWAY	sce00051:Fructose and mannose metabolism	4	22.22222222222222	2.607887014681716E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	21	2184	27.73333333333333	0.005980964785131548	0.00300819639753597	0.0019618672157843283
COG_ONTOLOGY	Carbohydrate transport and metabolism	4	22.22222222222222	3.0596728266149727E-4	YLR446W, YCL040W, YGL253W, YFR053C	6	32	977	20.354166666666664	9.176210286938602E-4	6.119345653229945E-4	6.119345653229945E-4
KEGG_PATHWAY	sce00052:Galactose metabolism	4	22.22222222222222	3.9237344315686565E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	24	2184	24.266666666666666	0.008985744866195078	0.00300819639753597	0.0019618672157843283
KEGG_PATHWAY	sce00520:Amino sugar and nucleotide sugar metabolism	4	22.22222222222222	9.327568315758424E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	32	2184	18.2	0.02123471873647531	0.005363351781561094	0.003497838118409409
KEGG_PATHWAY	sce00500:Starch and sucrose metabolism	4	22.22222222222222	0.0018023147368777296	YLR446W, YCL040W, YGL253W, YFR053C	15	40	2184	14.559999999999999	0.04064168490083497	0.008290647789637555	0.005406944210633188
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	3	16.666666666666664	0.0021461946435587295	YCL040W, YGL253W, YFR053C	18	23	5557	40.26811594202898	0.1152627388693871	0.015291636835355947	0.011804070539573011
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	4	22.22222222222222	0.0033863041881679644	YLR446W, YCL040W, YGL253W, YFR053C	18	102	5557	12.106753812636164	0.17580398039212752	0.0207705169946542	0.016033381539733067
GOTERM_BP_DIRECT	GO:0046323~glucose import	3	16.666666666666664	0.0036439503499393327	YCL040W, YGL253W, YFR053C	18	30	5557	30.87222222222222	0.18786161255907174	0.0207705169946542	0.016033381539733067
KEGG_PATHWAY	sce01200:Carbon metabolism	5	27.77777777777778	0.004692072231971033	YLR446W, YBR218C, YCL040W, YGL253W, YFR053C	15	114	2184	6.385964912280701	0.10252645449904652	0.017269364861483238	0.011262629257489068
KEGG_PATHWAY	sce00010:Glycolysis / Gluconeogenesis	4	22.22222222222222	0.005255893653494898	YLR446W, YCL040W, YGL253W, YFR053C	15	58	2184	10.041379310344828	0.11414708505283966	0.017269364861483238	0.011262629257489068
UP_SEQ_FEATURE	binding site:ATP	4	22.22222222222222	0.010020672139335622	YBR218C, YCL040W, YGL253W, YFR053C	18	159	5872	8.206848357791753	0.4253056450492333	0.04316597229252268	0.0354577629545722
UP_KEYWORDS	Kinase	4	22.22222222222222	0.019490769751406158	YLR446W, YCL040W, YGL253W, YFR053C	18	205	5914	6.410840108401083	0.5710343536059046	0.1047628874138081	0.09014481010025348
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	4	22.22222222222222	0.025067668338720345	YLR446W, YCL040W, YGL253W, YFR053C	18	212	5557	5.824947589098532	0.7647416924843631	0.08405041737100351	0.06488102393551148
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	6	33.33333333333333	0.03080769154808908	YMR101C, YLR446W, YCL040W, YGL253W, YFR053C, YDL052C	15	295	2184	2.96135593220339	0.513112018148971	0.06441608232782262	0.04201048847466692
GOTERM_MF_DIRECT	GO:0016301~kinase activity	4	22.22222222222222	0.03287090441669509	YLR446W, YCL040W, YGL253W, YFR053C	18	207	4885	5.24422973698336	0.7850761287304112	0.10800440022628385	0.08217726104173773
GOTERM_CC_DIRECT	GO:0005829~cytosol	6	33.33333333333333	0.1403286045295012	YDR399W, YLR446W, YBR218C, YCL040W, YGL253W, YFR053C	18	979	5861	1.995573714674838	0.9235016447001028	0.5963965692503801	0.5963965692503801
KEGG_PATHWAY	sce01130:Biosynthesis of antibiotics	4	22.22222222222222	0.1524963993241895	YLR446W, YCL040W, YGL253W, YFR053C	15	215	2184	2.7088372093023256	0.9777538072302978	0.2698013218812584	0.17595738383560328
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	3	16.666666666666664	0.3131594851501759	YCL040W, YGL253W, YFR053C	18	390	5872	2.5094017094017094	0.9999999989356737	0.8768465584204924	0.7202668158454045
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transferase	9	50.0	3.054758363623759E-4	YNR019W, YDR399W, YMR101C, YLR446W, YOR245C, YCL040W, YGL253W, YFR053C, YDL052C	18	690	5914	4.285507246376811	0.013051547795046026	0.0026270921927164324	0.0022605211890815817
GOTERM_MF_DIRECT	GO:0016740~transferase activity	9	50.0	0.0011813804169971498	YNR019W, YDR399W, YMR101C, YLR446W, YOR245C, YCL040W, YGL253W, YFR053C, YDL052C	18	694	4885	3.5194524495677233	0.05292370552989922	0.005434349918186888	0.004134831459490024
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	6	33.33333333333333	0.03080769154808908	YMR101C, YLR446W, YCL040W, YGL253W, YFR053C, YDL052C	15	295	2184	2.96135593220339	0.513112018148971	0.06441608232782262	0.04201048847466692
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005971~ribonucleoside-diphosphate reductase complex	3	16.666666666666664	4.7355140277387243E-5	YER070W, YJL026W, YIL066C	18	4	5861	244.20833333333331	8.047324756501606E-4	8.050373847155832E-4	8.050373847155832E-4
GOTERM_MF_DIRECT	GO:0004748~ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	3	16.666666666666664	6.81238834280761E-5	YER070W, YJL026W, YIL066C	18	4	4885	203.54166666666666	0.003128900139673485	4.476712339559287E-4	3.406194171403805E-4
GOTERM_BP_DIRECT	GO:0009263~deoxyribonucleotide biosynthetic process	3	16.666666666666664	1.311982082513302E-4	YER070W, YJL026W, YIL066C	18	6	5557	154.3611111111111	0.007450891931750081	0.001068328267189403	8.246744518655041E-4
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	22.22222222222222	0.008907180109557813	YBL039C, YER070W, YJL026W, YIL066C	15	70	2184	8.32	0.18599028827781916	0.024837625619872048	0.016198451491220903
KEGG_PATHWAY	sce00480:Glutathione metabolism	3	16.666666666666664	0.009719070894732541	YER070W, YJL026W, YIL066C	15	24	2184	18.2	0.20118988493697498	0.024837625619872048	0.016198451491220903
UP_KEYWORDS	DNA replication	3	16.666666666666664	0.01585071018096807	YER070W, YJL026W, YIL066C	18	68	5914	14.495098039215687	0.4969371035759621	0.10010657499681322	0.0861382156949323
KEGG_PATHWAY	sce00230:Purine metabolism	4	22.22222222222222	0.021051598870362977	YER070W, YDL238C, YJL026W, YIL066C	15	96	2184	6.066666666666666	0.38697888678535997	0.04841867740183484	0.031577398305544464
GOTERM_BP_DIRECT	GO:0006260~DNA replication	3	16.666666666666664	0.02308145287369844	YER070W, YJL026W, YIL066C	18	78	5557	11.873931623931623	0.735804005014092	0.08222767586255068	0.06347399540267071
UP_KEYWORDS	Oxidoreductase	3	16.666666666666664	0.16810305200094824	YER070W, YJL026W, YIL066C	18	258	5914	3.8204134366925064	0.9996344137672353	0.5163165168600553	0.4442723517167918
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	3	16.666666666666664	0.27023265014329856	YER070W, YJL026W, YIL066C	18	292	4885	2.78824200913242	0.9999994912742388	0.7312177592112785	0.5563613385303205
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	3	16.666666666666664	0.28748786915042657	YER070W, YJL026W, YIL066C	18	347	5557	2.669068203650336	0.9999999959340786	0.8193404270787158	0.6324733121309385
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005811~lipid particle	4	22.22222222222222	4.589209253607619E-4	YMR101C, YOR245C, YOR317W, YDL052C	18	54	5861	24.119341563786005	0.007773078604927042	0.003900827865566476	0.003900827865566476
UP_KEYWORDS	Lipid metabolism	3	16.666666666666664	0.06307123796504097	YOR245C, YOR317W, YDL052C	18	144	5914	6.8449074074074066	0.9392728971620229	0.27120632324967614	0.2333635804706516
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	3	16.666666666666664	0.07731342564384094	YOR245C, YOR317W, YDL052C	18	152	5557	6.093201754385965	0.9898119872344401	0.24482584787216297	0.18898837379605565
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	5	27.77777777777778	0.10429109997415376	YNR019W, YMR101C, YOR245C, YOR317W, YDL052C	18	636	5861	2.5598357791754016	0.846242212273852	0.590982899853538	0.590982899853538
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	22.22222222222222	0.008907180109557813	YBL039C, YER070W, YJL026W, YIL066C	15	70	2184	8.32	0.18599028827781916	0.024837625619872048	0.016198451491220903
UP_KEYWORDS	Isopeptide bond	4	22.22222222222222	0.11709137562551818	YBL039C, YER070W, YOR317W, YIL066C	18	423	5914	3.1069083267664825	0.9952752629773344	0.4195774293247735	0.3610317415120144
UP_KEYWORDS	Ubl conjugation	4	22.22222222222222	0.12790407719588193	YBL039C, YER070W, YOR317W, YIL066C	18	440	5914	2.9868686868686867	0.9972186028066973	0.42306733226330173	0.3640346812498178
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acyltransferase	3	16.666666666666664	0.01629641918552773	YNR019W, YOR245C, YDL052C	18	69	5914	14.28502415458937	0.5066412351304354	0.10010657499681322	0.0861382156949323
GOTERM_MF_DIRECT	GO:0016746~transferase activity, transferring acyl groups	3	16.666666666666664	0.025258144076622302	YNR019W, YOR245C, YDL052C	18	72	4885	11.30787037037037	0.6917363590398075	0.08937497134804814	0.0680026955909062
UP_SEQ_FEATURE	transmembrane region	5	27.77777777777778	0.44376175282382824	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1164	5872	1.4012982054219167	0.9999999999999902	1.0	0.8363636363636363
UP_KEYWORDS	Transmembrane helix	5	27.77777777777778	0.44637064900033224	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1176	5914	1.3969198790627362	0.9999999999909129	0.877225378474657	0.7548218372921467
UP_KEYWORDS	Transmembrane	5	27.77777777777778	0.4506274689543296	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1182	5914	1.389828915209626	0.9999999999934795	0.877225378474657	0.7548218372921467
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	5	27.77777777777778	0.5583095910653223	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1326	5861	1.227794536618066	0.9999990731585005	1.0	1.0
UP_KEYWORDS	Membrane	5	27.77777777777778	0.7710894880487366	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1712	5914	0.9595664589823468	1.0	1.0	0.8809523809523809
GOTERM_CC_DIRECT	GO:0016020~membrane	5	27.77777777777778	0.7897211380360389	YNR019W, YPL134C, YOR222W, YOR245C, YDL052C	18	1738	5861	0.9367408259813322	0.9999999999969272	1.0	1.0
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Metal-binding	4	22.22222222222222	0.35885617353860433	YDR399W, YBR218C, YDL238C, YJL026W	18	739	5914	1.7783791910990827	0.999999994998676	0.877225378474657	0.7548218372921467
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	4	22.22222222222222	0.5103337633675111	YDR399W, YBR218C, YDL238C, YJL026W	18	764	4885	1.4208842350203605	0.9999999999999946	1.0	0.7777777777777778
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	8	44.44444444444444	0.552044213986802	YBL039C, YDR399W, YBR218C, YER070W, YDL238C, YJL026W, YFR053C, YIL066C	18	2344	5861	1.1113007205157375	0.9999988224006457	1.0	1.0
UP_KEYWORDS	Cytoplasm	5	27.77777777777778	0.712061578313623	YDR399W, YBR218C, YER070W, YDL238C, YIL066C	18	1593	5914	1.0312478203250333	1.0	1.0	0.8809523809523809
