Annotation Cluster 1	Enrichment Score: 2.599262694988094
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	57.14285714285714	5.888336875884696E-4	YBL039C, YER070W, YJL026W, YIL066C	7	70	2184	17.82857142857143	0.004700972622322164	0.004710669500707757	0.004710669500707757
UP_KEYWORDS	Isopeptide bond	3	42.857142857142854	0.06314808887466292	YBL039C, YER070W, YIL066C	7	423	5914	5.991894630192502	0.8390145900875559	0.301205384111006	0.2474187083768978
UP_KEYWORDS	Ubl conjugation	3	42.857142857142854	0.06779459500988011	YBL039C, YER070W, YIL066C	7	440	5914	5.76038961038961	0.8599364057474324	0.301205384111006	0.2474187083768978
UP_KEYWORDS	ATP-binding	3	42.857142857142854	0.13455304096236181	YBL039C, YER070W, YIL066C	7	651	5914	3.8933508887425936	0.9825122967389459	0.34630328076031813	0.28446340919597557
UP_KEYWORDS	Nucleotide-binding	3	42.857142857142854	0.174213770910488	YBL039C, YER070W, YIL066C	7	760	5914	3.3349624060150376	0.9952978788441429	0.37522966042258954	0.3082243639185557
GOTERM_MF_DIRECT	GO:0005524~ATP binding	3	42.857142857142854	0.19275337536072562	YBL039C, YER070W, YIL066C	7	668	4885	3.134088964927288	0.9737514062084487	0.6968900058984545	0.6968900058984545
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	3	42.857142857142854	0.27300072418849197	YBL039C, YER070W, YIL066C	7	834	4885	2.510277492291881	0.9955733250788731	0.773502051867394	0.773502051867394
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	4	57.14285714285714	0.4555384160468828	YBL039C, YER070W, YJL026W, YIL066C	7	2344	5861	1.4288152120916624	0.9987536510128447	0.8351537627526184	0.8351537627526184

Annotation Cluster 3	Enrichment Score: 0.8999807110461846
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acyltransferase	3	42.857142857142854	0.0019525483869170265	YNR019W, YOR245C, YDL052C	7	69	5914	36.732919254658384	0.053254342207200156	0.027335677416838372	0.022454306449545804
GOTERM_MF_DIRECT	GO:0016746~transferase activity, transferring acyl groups	3	42.857142857142854	0.0030930463123420883	YNR019W, YOR245C, YDL052C	7	72	4885	29.077380952380953	0.05130058985434305	0.02629089365490775	0.02629089365490775
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	3	42.857142857142854	0.1313240917678386	YNR019W, YOR245C, YDL052C	7	636	5861	3.949460916442048	0.7874625101832801	0.48152166981540817	0.48152166981540817
UP_KEYWORDS	Transferase	3	42.857142857142854	0.14841569175442204	YNR019W, YOR245C, YDL052C	7	690	5914	3.673291925465838	0.988873099403588	0.34630328076031813	0.28446340919597557
GOTERM_MF_DIRECT	GO:0016740~transferase activity	3	42.857142857142854	0.20496764879366308	YNR019W, YOR245C, YDL052C	7	694	4885	3.0166735282009056	0.9797445628623693	0.6968900058984545	0.6968900058984545
UP_SEQ_FEATURE	transmembrane region	3	42.857142857142854	0.3402855013286131	YNR019W, YOR245C, YDL052C	7	1164	5872	2.1620029455081	0.9999942280197821	0.6805710026572263	0.47639970186005837
UP_KEYWORDS	Transmembrane helix	3	42.857142857142854	0.34181302351840076	YNR019W, YOR245C, YDL052C	7	1176	5914	2.1552478134110786	0.9999918006396973	0.6025379443154035	0.49494188283051005
UP_KEYWORDS	Transmembrane	3	42.857142857142854	0.34430739675165917	YNR019W, YOR245C, YDL052C	7	1182	5914	2.1443074691805655	0.9999926276156953	0.6025379443154035	0.49494188283051005
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	3	42.857142857142854	0.40893761023709096	YNR019W, YOR245C, YDL052C	7	1326	5861	1.894311570782159	0.9969241398948525	0.8351537627526184	0.8351537627526184
UP_KEYWORDS	Membrane	3	42.857142857142854	0.5569030192749866	YNR019W, YOR245C, YDL052C	7	1712	5914	1.4804739652870493	0.9999999998735363	0.9172520317470367	0.7534570260779232
GOTERM_CC_DIRECT	GO:0016020~membrane	3	42.857142857142854	0.5723996685659029	YNR019W, YOR245C, YDL052C	7	1738	5861	1.4452572743711982	0.9999126187275258	0.8994851934607044	0.8994851934607044

