Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	4	21.052631578947366	0.03290121209691246	YPL134C, YOR222W, YER053C, YJR077C	19	234	5861	5.273054430949168	0.4704024826952299	0.3125615149206684	0.3125615149206684
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	8	42.10526315789473	0.054584335487042154	YPL134C, YAL062W, YOR222W, YMR145C, YER053C, YOR317W, YIL066C, YJR077C	19	1189	5861	2.0755167987251557	0.655782391866351	0.34570079141793364	0.34570079141793364
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	4	21.052631578947366	0.07431785905655823	YPL134C, YOR222W, YER053C, YJR077C	19	271	4885	3.7949116333268593	0.9468440809916643	0.2017199031535152	0.15394413661715634
GOTERM_BP_DIRECT	GO:0006412~translation	4	21.052631578947366	0.08005440145617551	YPL134C, YOR222W, YER053C, YJR077C	19	318	5557	3.678914266799073	0.9858136901992417	0.22682080412583064	0.17345120315504692
UP_KEYWORDS	Transport	6	31.57894736842105	0.10562202704431652	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	853	5914	2.1894243228234713	0.9926391466095176	0.38728076582916054	0.3432715878940287
GOTERM_BP_DIRECT	GO:0006810~transport	6	31.57894736842105	0.11483317470672907	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	822	5557	2.1348444102958126	0.9980126169932672	0.2928245955021591	0.22392469067812168
UP_KEYWORDS	Mitochondrion	5	26.31578947368421	0.1978584040643199	YPL134C, YOR222W, YMR145C, YER053C, YJR077C	19	768	5914	2.026452850877193	0.9999387585223849	0.5516444053579245	0.4889575411127058
UP_SEQ_FEATURE	transmembrane region	6	31.57894736842105	0.2767933624345069	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1164	5872	1.5930548019533368	0.9999999973998008	0.8171994509971157	0.7117543605458749
UP_KEYWORDS	Transmembrane helix	6	31.57894736842105	0.27912579750519617	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1176	5914	1.5880773361976368	0.9999994430486074	0.5928356025994928	0.5254679204859141
UP_KEYWORDS	Transmembrane	6	31.57894736842105	0.2829442648770306	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1182	5914	1.580016029922522	0.9999995591120764	0.5928356025994928	0.5254679204859141
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	6	31.57894736842105	0.38612255205339885	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1326	5861	1.3958085258394854	0.9999059081732081	0.7336328489014577	0.7336328489014577
UP_KEYWORDS	Membrane	6	31.57894736842105	0.6313171799040145	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1712	5914	1.0908755533694048	1.0	1.0	0.9069767441860465
GOTERM_CC_DIRECT	GO:0016020~membrane	6	31.57894736842105	0.655900228364928	YPR192W, YPL134C, YOR222W, YER053C, YJR077C, YLL052C	19	1738	5861	1.0649264126945672	0.9999999984260052	0.9341125457746287	0.9341125457746287
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008152~metabolic process	6	31.57894736842105	0.0016628081385299746	YBR218C, YER081W, YER070W, YMR246W, YOR317W, YIL066C	19	284	5557	6.179021497405485	0.08137179116925686	0.028267738355009567	0.021616505800889668
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	6	31.57894736842105	0.0074774847074925745	YBR218C, YER070W, YMR246W, YLR438W, YOR317W, YIL066C	19	353	4885	4.370061130162517	0.24814522144448492	0.06847534371666715	0.052257499152193354
UP_SEQ_FEATURE	region of interest:Substrate binding	3	15.789473684210526	0.009210457132309337	YBR218C, YER070W, YIL066C	19	48	5872	19.315789473684212	0.4313222074244727	0.04078916730022707	0.03552604893890744
UP_SEQ_FEATURE	binding site:Substrate	3	15.789473684210526	0.046691016490707886	YBR218C, YER070W, YIL066C	19	114	5872	8.132963988919668	0.9458928295959859	0.16082461235688272	0.14007304947212365
UP_KEYWORDS	Cytoplasm	4	21.052631578947366	0.9002481731554524	YBR218C, YER070W, YLR438W, YIL066C	19	1593	5914	0.7815772954042356	1.0	1.0	0.9069767441860465
