Annotation Cluster 1	Enrichment Score: 3.247718313733597
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0046835~carbohydrate phosphorylation	4	16.666666666666664	2.18910851763456E-5	YLR446W, YCL040W, YGL253W, YFR053C	24	14	5557	66.1547619047619	0.0012688911138150072	2.539365880456089E-4	1.7075046437549566E-4
UP_KEYWORDS	Allosteric enzyme	4	16.666666666666664	4.782102433598448E-5	YER070W, YGL253W, YFR053C, YIL066C	24	19	5914	51.87719298245614	0.0023405428701620545	0.0011716150962316199	0.001075973047559651
GOTERM_MF_DIRECT	GO:0016773~phosphotransferase activity, alcohol group as acceptor	4	16.666666666666664	7.107103010324283E-5	YLR446W, YCL040W, YGL253W, YFR053C	24	18	4885	45.23148148148148	0.0031932008644570686	3.997745443307409E-4	2.9316799917587663E-4
INTERPRO	IPR019807:Hexokinase, conserved site	3	12.5	1.1827107170217091E-4	YCL040W, YGL253W, YFR053C	24	4	5053	157.90625	0.004602221757309954	9.225143592769331E-4	7.332806445534595E-4
UP_KEYWORDS	Glycolysis	4	16.666666666666664	1.2605188225113962E-4	YLR446W, YCL040W, YGL253W, YFR053C	24	26	5914	37.91025641025641	0.0061578935227731835	0.002058847410101947	0.0018907782337670943
GOTERM_BP_DIRECT	GO:0006096~glycolytic process	4	16.666666666666664	1.5137495488315455E-4	YLR446W, YCL040W, YGL253W, YFR053C	24	26	5557	35.62179487179487	0.008741976724749856	0.0010482049923454767	7.048274948529928E-4
GOTERM_BP_DIRECT	GO:0006013~mannose metabolic process	3	12.5	1.6265249881222913E-4	YCL040W, YGL253W, YFR053C	24	5	5557	138.925	0.00939024591550286	0.0010482049923454767	7.048274948529928E-4
KEGG_PATHWAY	sce00051:Fructose and mannose metabolism	4	16.666666666666664	2.607887014681716E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	21	2184	27.73333333333333	0.005721668230091237	0.002141571501580071	0.0015575065466036878
KEGG_PATHWAY	sce00052:Galactose metabolism	4	16.666666666666664	3.9237344315686565E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	24	2184	24.266666666666666	0.008596744557300084	0.002141571501580071	0.0015575065466036878
KEGG_PATHWAY	sce01200:Carbon metabolism	6	25.0	4.8672079581365245E-4	YBR117C, YLR446W, YER081W, YCL040W, YGL253W, YFR053C	15	114	2184	7.663157894736842	0.010653311426611078	0.002141571501580071	0.0015575065466036878
COG_ONTOLOGY	Carbohydrate transport and metabolism	4	16.666666666666664	5.982891897058528E-4	YLR446W, YCL040W, YGL253W, YFR053C	7	32	977	17.44642857142857	0.0023910099155984854	0.0017948675691175585	0.0017948675691175585
UP_SEQ_FEATURE	region of interest:Substrate binding	4	16.666666666666664	8.094826893740682E-4	YER070W, YGL253W, YFR053C, YIL066C	24	48	5872	20.38888888888889	0.052044285829673353	0.05238803670353059	0.04769657073008008
GOTERM_BP_DIRECT	GO:0008152~metabolic process	7	29.166666666666668	8.152498242014656E-4	YBR117C, YER081W, YER070W, YGL253W, YFR053C, YIL066C, YDL052C	24	284	5557	5.707012910798123	0.046202385931225276	0.004298589982153182	0.0028904311948961055
KEGG_PATHWAY	sce00520:Amino sugar and nucleotide sugar metabolism	4	16.666666666666664	9.327568315758424E-4	YLR446W, YCL040W, YGL253W, YFR053C	15	32	2184	18.2	0.02032091637847544	0.0034201083824447554	0.002487351550868913
KEGG_PATHWAY	sce00500:Starch and sucrose metabolism	4	16.666666666666664	0.0018023147368777296	YLR446W, YCL040W, YGL253W, YFR053C	15	40	2184	14.559999999999999	0.03890949732438942	0.005664417744472864	0.00411957654143481
GOTERM_BP_DIRECT	GO:0006006~glucose metabolic process	3	12.5	0.003932750572534001	YCL040W, YGL253W, YFR053C	24	23	5557	30.201086956521735	0.20431288493788302	0.019008294433914337	0.012781439360735503
KEGG_PATHWAY	sce00010:Glycolysis / Gluconeogenesis	4	16.666666666666664	0.005255893653494898	YLR446W, YCL040W, YGL253W, YFR053C	15	58	2184	10.041379310344828	0.1094665358704966	0.01445370754711097	0.010511787306989796
GOTERM_BP_DIRECT	GO:0046323~glucose import	3	12.5	0.006643972130267617	YCL040W, YGL253W, YFR053C	24	30	5557	23.154166666666665	0.320661814028529	0.0296423371965786	0.01993191639080285
GOTERM_BP_DIRECT	GO:0005975~carbohydrate metabolic process	4	16.666666666666664	0.008143717601833196	YLR446W, YCL040W, YGL253W, YFR053C	24	102	5557	9.080065359477123	0.377660435046845	0.031944307870671	0.021479793223382223
KEGG_PATHWAY	sce01130:Biosynthesis of antibiotics	6	25.0	0.008410797973176384	YBR117C, YLR446W, YER081W, YCL040W, YGL253W, YFR053C	15	215	2184	4.0632558139534884	0.16957702797607987	0.01959579624102719	0.014251488175292502
UP_SEQ_FEATURE	binding site:Substrate	4	16.666666666666664	0.00951039812808043	YER070W, YGL253W, YFR053C, YIL066C	24	114	5872	8.584795321637428	0.4677756190835649	0.05792697041648989	0.05273948052844602
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	6	25.0	0.021803866838024717	YBR117C, YPR069C, YER070W, YGL253W, YFR053C, YIL066C	24	353	4885	3.459631728045326	0.6291763904636972	0.06541160051407416	0.04796850704365438
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	6	25.0	0.03080769154808908	YBR117C, YLR446W, YCL040W, YGL253W, YFR053C, YDL052C	15	295	2184	2.96135593220339	0.49763532210781347	0.06161538309617816	0.04481118770631139
UP_KEYWORDS	ATP-binding	7	29.166666666666668	0.034162156002528685	YBL039C, YLR446W, YER070W, YCL040W, YGL253W, YFR053C, YIL066C	24	651	5914	2.6496415770609323	0.8179013650856322	0.15217687673853686	0.13975427455579917
UP_KEYWORDS	Kinase	4	16.666666666666664	0.043632746705812395	YLR446W, YCL040W, YGL253W, YFR053C	24	205	5914	4.8081300813008125	0.8876404063421622	0.17816704904873393	0.16362280014679648
GOTERM_BP_DIRECT	GO:0016310~phosphorylation	4	16.666666666666664	0.0552835707374854	YLR446W, YCL040W, YGL253W, YFR053C	24	212	5557	4.368710691823899	0.9630609986779037	0.13941074359887623	0.09374170690269264
UP_KEYWORDS	Nucleotide-binding	7	29.166666666666668	0.06525719856353332	YBL039C, YLR446W, YER070W, YCL040W, YGL253W, YFR053C, YIL066C	24	760	5914	2.2696271929824565	0.96336346983484	0.22840019497236663	0.2097552810970714
GOTERM_MF_DIRECT	GO:0016301~kinase activity	4	16.666666666666664	0.07120477339919992	YLR446W, YCL040W, YGL253W, YFR053C	24	207	4885	3.9331723027375203	0.9639920113019859	0.20026342518524978	0.14685984513584985
GOTERM_MF_DIRECT	GO:0005524~ATP binding	7	29.166666666666668	0.08337342904986383	YBL039C, YLR446W, YER070W, YCL040W, YGL253W, YFR053C, YIL066C	24	668	4885	2.132921656686627	0.9801088494623288	0.22069437101434544	0.16184253874385332
UP_SEQ_FEATURE	binding site:ATP	3	12.5	0.12741837562217906	YCL040W, YGL253W, YFR053C	24	159	5872	4.616352201257861	0.9998760632348702	0.5582011090710199	0.5082129500497345
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	7	29.166666666666668	0.1865015970650661	YBL039C, YLR446W, YER070W, YCL040W, YGL253W, YFR053C, YIL066C	24	834	4885	1.7083832933653078	0.9999075191719013	0.46625399266266526	0.34191959461928784
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	3	12.5	0.45767753869268574	YCL040W, YGL253W, YFR053C	24	390	5872	1.8820512820512822	1.0	1.0	0.9242424242424242
GOTERM_CC_DIRECT	GO:0005829~cytosol	4	16.666666666666664	0.7646760527522753	YLR446W, YCL040W, YGL253W, YFR053C	24	979	5861	0.997786857337419	0.9999999999999362	1.0	0.95

Annotation Cluster 2	Enrichment Score: 2.4970252687428007
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0000296~spermine transport	4	16.666666666666664	2.471545417772133E-7	YPR156C, YOR273C, YLL028W, YGR138C	24	4	5557	231.54166666666666	1.4334862452614061E-5	7.167481711539185E-6	4.819513564655659E-6
GOTERM_BP_DIRECT	GO:1903710~spermine transmembrane transport	4	16.666666666666664	2.471545417772133E-7	YPR156C, YOR273C, YLL028W, YGR138C	24	4	5557	231.54166666666666	1.4334862452614061E-5	7.167481711539185E-6	4.819513564655659E-6
GOTERM_MF_DIRECT	GO:0000297~spermine transmembrane transporter activity	4	16.666666666666664	3.6371936685239917E-7	YPR156C, YOR273C, YLL028W, YGR138C	24	4	4885	203.54166666666666	1.6367240539993944E-5	8.158542337924113E-6	5.982931047811016E-6
UP_KEYWORDS	Antiport	4	16.666666666666664	1.1051949453516249E-5	YPR156C, YOR273C, YLL028W, YGR138C	24	12	5914	82.13888888888889	5.414019048797236E-4	5.415455232222962E-4	4.973377254082311E-4
GOTERM_MF_DIRECT	GO:0015297~antiporter activity	4	16.666666666666664	7.462214677140779E-4	YPR156C, YOR273C, YLL028W, YGR138C	24	39	4885	20.87606837606838	0.0330345384962778	0.0033579966047133504	0.002462530843456457
INTERPRO	IPR011701:Major facilitator superfamily	4	16.666666666666664	9.662222178979395E-4	YPR156C, YOR273C, YLL028W, YGR138C	24	44	5053	19.140151515151516	0.03699905237284351	0.006280444416336606	0.00499214812580602
INTERPRO	IPR020846:Major facilitator superfamily domain	4	16.666666666666664	0.007477846817897018	YPR156C, YOR273C, YLL028W, YGR138C	24	90	5053	9.357407407407406	0.25377782190286635	0.029521964249169953	0.023466176710878677
GOTERM_CC_DIRECT	GO:0000329~fungal-type vacuole membrane	4	16.666666666666664	0.04907433705757458	YPR156C, YOR273C, YLL028W, YGR138C	24	213	5861	4.586071987480437	0.6524014724488177	0.29294479193656237	0.26504528794260407
UP_KEYWORDS	Cell membrane	4	16.666666666666664	0.05858015201771594	YPR156C, YOR273C, YLL028W, YGR138C	24	231	5914	4.266955266955267	0.9480740841487104	0.22080211145139086	0.20277744929209365
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	4	16.666666666666664	0.07455857106167521	YPR156C, YOR273C, YLL028W, YGR138C	24	240	5557	3.8590277777777775	0.9888252355846006	0.18018321339904841	0.12115767797522221
GOTERM_CC_DIRECT	GO:0071944~cell periphery	4	16.666666666666664	0.08830081211522015	YPR156C, YOR273C, YLL028W, YGR138C	24	272	5861	3.591299019607843	0.8564897480824364	0.3708634108839246	0.33554308603783656
UP_KEYWORDS	Transport	7	29.166666666666668	0.1023738167201796	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	853	5914	2.0221766314966785	0.9949687013214591	0.3344211346192534	0.3071214501605388
GOTERM_BP_DIRECT	GO:0006810~transport	7	29.166666666666668	0.11248287994687194	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	822	5557	1.9717660178426604	0.9990131506079731	0.2609602814767429	0.17547329271712023
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	5	20.833333333333336	0.11510131570236713	YPR156C, YOR273C, YCL040W, YLL028W, YGR138C	24	482	5861	2.5332814661134164	0.9233054441172858	0.40285460495828496	0.36448749972416256
UP_SEQ_FEATURE	topological domain:Extracellular	4	16.666666666666664	0.1333017573900943	YPR156C, YOR273C, YLL028W, YGR138C	24	327	5872	2.9928644240570845	0.9999206983081356	0.5582011090710199	0.5082129500497345
UP_SEQ_FEATURE	transmembrane region	8	33.33333333333333	0.15398150129219768	YNR019W, YPR156C, YOR273C, YGL080W, YOR245C, YLL028W, YGR138C, YDL052C	24	1164	5872	1.6815578465063	0.999983890921018	0.6068682697986615	0.5525218575778857
UP_SEQ_FEATURE	topological domain:Cytoplasmic	4	16.666666666666664	0.521169937087401	YPR156C, YOR273C, YLL028W, YGR138C	24	693	5872	1.412217412217412	1.0	1.0	0.9242424242424242

Annotation Cluster 3	Enrichment Score: 2.486443286899439
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005971~ribonucleoside-diphosphate reductase complex	3	12.5	8.797406164462572E-5	YER070W, YJL026W, YIL066C	24	4	5861	183.15625	0.001845830918275615	0.0018474552945371401	0.0016715071712478887
GOTERM_MF_DIRECT	GO:0004748~ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	3	12.5	1.26522539905313E-4	YER070W, YJL026W, YIL066C	24	4	4885	152.65625	0.005677695123980753	6.32612699526565E-4	4.6391597965281435E-4
GOTERM_BP_DIRECT	GO:0009263~deoxyribonucleotide biosynthetic process	3	12.5	2.4336419469830702E-4	YER070W, YJL026W, YIL066C	24	6	5557	115.77083333333333	0.014017665756767328	0.0014115123292501807	9.491203593233973E-4
KEGG_PATHWAY	sce00480:Glutathione metabolism	4	16.666666666666664	3.9237344315686565E-4	YPR069C, YER070W, YJL026W, YIL066C	15	24	2184	24.266666666666666	0.008596744557300084	0.002141571501580071	0.0015575065466036878
UP_KEYWORDS	Oxidoreductase	6	25.0	0.0026779759417045346	YMR145C, YER081W, YER070W, YJL026W, YIL066C, YMR020W	24	258	5914	5.73062015503876	0.12313027038550495	0.021870136857253697	0.02008481956278401
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	16.666666666666664	0.008907180109557813	YBL039C, YER070W, YJL026W, YIL066C	15	70	2184	8.32	0.1786745949666314	0.01959579624102719	0.014251488175292502
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	6	25.0	0.010172454919369644	YMR145C, YER081W, YER070W, YJL026W, YIL066C, YMR020W	24	292	4885	4.18236301369863	0.368782418790223	0.03521234395166415	0.02582238556455371
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	6	25.0	0.012190936186791767	YMR145C, YER081W, YER070W, YJL026W, YIL066C, YMR020W	24	347	5557	4.003602305475504	0.5090532451335599	0.044192143677120155	0.029715406955304932
UP_KEYWORDS	DNA replication	3	12.5	0.02821286065522417	YER070W, YJL026W, YIL066C	24	68	5914	10.871323529411766	0.753971047389587	0.149439913373404	0.13724073677149348
GOTERM_BP_DIRECT	GO:0006260~DNA replication	3	12.5	0.04068224796736492	YER070W, YJL026W, YIL066C	24	78	5557	8.905448717948717	0.9100867069741703	0.10725319918668934	0.07211853048760145
KEGG_PATHWAY	sce00230:Purine metabolism	3	12.5	0.12353306237846202	YER070W, YJL026W, YIL066C	15	96	2184	4.55	0.9450228985300448	0.19937008458808705	0.14499642515497238

Annotation Cluster 4	Enrichment Score: 2.4086868246959368
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transferase	10	41.66666666666667	6.818624956118257E-4	YBR117C, YNR019W, YPR069C, YLR446W, YOR245C, YCL040W, YGL253W, YFR053C, YDR071C, YDL052C	24	690	5914	3.571256038647343	0.032870292310786864	0.008352815571244863	0.007670953075633038
GOTERM_MF_DIRECT	GO:0016740~transferase activity	10	41.66666666666667	0.002828678339296331	YBR117C, YNR019W, YPR069C, YLR446W, YOR245C, YCL040W, YGL253W, YFR053C, YDR071C, YDL052C	24	694	4885	2.9328770413064364	0.11968096502545478	0.01157186593348499	0.008486035017888992
KEGG_PATHWAY	sce01110:Biosynthesis of secondary metabolites	6	25.0	0.03080769154808908	YBR117C, YLR446W, YCL040W, YGL253W, YFR053C, YDL052C	15	295	2184	2.96135593220339	0.49763532210781347	0.06161538309617816	0.04481118770631139

Annotation Cluster 5	Enrichment Score: 2.09710816520424
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1902361~mitochondrial pyruvate transmembrane transport	3	12.5	4.9042570446096104E-5	YGL080W, YGR243W, YHR162W	24	3	5557	231.54166666666666	0.002840496970917483	4.7407818097892896E-4	3.1877670789962466E-4
INTERPRO	IPR005336:Uncharacterised protein family UPF0041	3	12.5	5.9299866245019484E-5	YGL080W, YGR243W, YHR162W	24	3	5053	210.54166666666666	0.0023100909809253833	5.7817369588894E-4	4.595739633989009E-4
GOTERM_MF_DIRECT	GO:0050833~pyruvate transmembrane transporter activity	3	12.5	6.344312963549899E-5	YGL080W, YGR243W, YHR162W	24	3	4885	203.54166666666666	0.0028509596743585552	3.997745443307409E-4	2.9316799917587663E-4
GOTERM_BP_DIRECT	GO:0006850~mitochondrial pyruvate transport	3	12.5	9.783798635135735E-5	YGL080W, YGR243W, YHR162W	24	4	5557	173.65625	0.005658809102256468	8.10657601196961E-4	5.45097352528991E-4
GOTERM_CC_DIRECT	GO:0031305~integral component of mitochondrial inner membrane	3	12.5	0.004871558932641525	YGL080W, YGR243W, YHR162W	24	27	5861	27.13425925925926	0.09746944802776136	0.05115136879273602	0.046279809860094494
UP_KEYWORDS	Transport	7	29.166666666666668	0.1023738167201796	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	853	5914	2.0221766314966785	0.9949687013214591	0.3344211346192534	0.3071214501605388
GOTERM_BP_DIRECT	GO:0006810~transport	7	29.166666666666668	0.11248287994687194	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	822	5557	1.9717660178426604	0.9990131506079731	0.2609602814767429	0.17547329271712023
UP_KEYWORDS	Mitochondrion inner membrane	3	12.5	0.19296770339446823	YGL080W, YGR243W, YHR162W	24	208	5914	3.5540865384615388	0.999972606038604	0.5445019660636515	0.5000528259768228
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	3	12.5	0.23344852925951926	YGL080W, YGR243W, YHR162W	24	234	5861	3.1308760683760686	0.9962384421446094	0.5447132349388782	0.4928357839923184
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	7	29.166666666666668	0.31768523902061896	YMR145C, YGL080W, YGR243W, YGL253W, YFR053C, YIL066C, YHR162W	24	1189	5861	1.4377277824502384	0.9996736526412355	0.6671390019432999	0.603601954139176
UP_KEYWORDS	Mitochondrion	4	16.666666666666664	0.5897596431061155	YMR145C, YGL080W, YGR243W, YHR162W	24	768	5914	1.2834201388888888	1.0	1.0	0.9375

Annotation Cluster 6	Enrichment Score: 1.7119001367562772
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acyltransferase	4	16.666666666666664	0.0022776555984411794	YNR019W, YOR245C, YDR071C, YDL052C	24	69	5914	14.28502415458937	0.1057164791445585	0.021870136857253697	0.02008481956278401
GOTERM_MF_DIRECT	GO:0016746~transferase activity, transferring acyl groups	4	16.666666666666664	0.004400642301945531	YNR019W, YOR245C, YDR071C, YDL052C	24	72	4885	11.30787037037037	0.18001227908203854	0.01650240863229574	0.012101766330350209
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	3	12.5	0.7299539533365974	YNR019W, YOR245C, YDL052C	24	636	5861	1.1519261006289307	0.9999999999988514	1.0	0.95

Annotation Cluster 7	Enrichment Score: 1.6906921287991035
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00480:Glutathione metabolism	4	16.666666666666664	3.9237344315686565E-4	YPR069C, YER070W, YJL026W, YIL066C	15	24	2184	24.266666666666666	0.008596744557300084	0.002141571501580071	0.0015575065466036878
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	6	25.0	0.021803866838024717	YBR117C, YPR069C, YER070W, YGL253W, YFR053C, YIL066C	24	353	4885	3.459631728045326	0.6291763904636972	0.06541160051407416	0.04796850704365438
GOTERM_CC_DIRECT	GO:0005634~nucleus	5	20.833333333333336	0.9901260504546168	YBR117C, YPR069C, YER070W, YJL026W, YGL253W	24	2195	5861	0.556283219438117	1.0	1.0	0.9901260504546168

Annotation Cluster 8	Enrichment Score: 1.244014630627197
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	sce00240:Pyrimidine metabolism	4	16.666666666666664	0.008907180109557813	YBL039C, YER070W, YJL026W, YIL066C	15	70	2184	8.32	0.1786745949666314	0.01959579624102719	0.014251488175292502
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	6	25.0	0.021803866838024717	YBR117C, YPR069C, YER070W, YGL253W, YFR053C, YIL066C	24	353	4885	3.459631728045326	0.6291763904636972	0.06541160051407416	0.04796850704365438
UP_KEYWORDS	Isopeptide bond	4	16.666666666666664	0.22448078050020503	YBL039C, YBR117C, YER070W, YIL066C	24	423	5914	2.330181245074862	0.9999961092287377	0.5789241181321078	0.531665006447854
UP_KEYWORDS	Ubl conjugation	4	16.666666666666664	0.24237541106133523	YBL039C, YBR117C, YER070W, YIL066C	24	440	5914	2.2401515151515152	0.9999987604929312	0.5807471977388984	0.5333392632296006

Annotation Cluster 9	Enrichment Score: 1.065904852820898
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transmembrane helix	10	41.66666666666667	0.026155188651545307	YNR019W, YPR156C, YOR273C, YGL080W, YGR243W, YOR245C, YLL028W, YGR138C, YDL052C, YHR162W	24	1176	5914	2.0953798185941044	0.7271034915594321	0.149439913373404	0.13724073677149348
UP_KEYWORDS	Transmembrane	10	41.66666666666667	0.026979010056428235	YNR019W, YPR156C, YOR273C, YGL080W, YGR243W, YOR245C, YLL028W, YGR138C, YDL052C, YHR162W	24	1182	5914	2.084743372814439	0.7381887898472445	0.149439913373404	0.13724073677149348
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	10	41.66666666666667	0.05579900798791664	YNR019W, YPR156C, YOR273C, YGL080W, YGR243W, YOR245C, YLL028W, YGR138C, YDL052C, YHR162W	24	1326	5861	1.8416918049270992	0.7005298776667802	0.29294479193656237	0.26504528794260407
UP_KEYWORDS	Transport	7	29.166666666666668	0.1023738167201796	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	853	5914	2.0221766314966785	0.9949687013214591	0.3344211346192534	0.3071214501605388
GOTERM_BP_DIRECT	GO:0006810~transport	7	29.166666666666668	0.11248287994687194	YPR156C, YOR273C, YGL080W, YGR243W, YLL028W, YGR138C, YHR162W	24	822	5557	1.9717660178426604	0.9990131506079731	0.2609602814767429	0.17547329271712023
UP_SEQ_FEATURE	transmembrane region	8	33.33333333333333	0.15398150129219768	YNR019W, YPR156C, YOR273C, YGL080W, YOR245C, YLL028W, YGR138C, YDL052C	24	1164	5872	1.6815578465063	0.999983890921018	0.6068682697986615	0.5525218575778857
UP_KEYWORDS	Membrane	10	41.66666666666667	0.19555574154854982	YNR019W, YPR156C, YOR273C, YGL080W, YGR243W, YOR245C, YLL028W, YGR138C, YDL052C, YHR162W	24	1712	5914	1.4393496884735202	0.999976595365628	0.5445019660636515	0.5000528259768228
GOTERM_CC_DIRECT	GO:0016020~membrane	10	41.66666666666667	0.21753863006570345	YNR019W, YPR156C, YOR273C, YGL080W, YGR243W, YOR245C, YLL028W, YGR138C, YDL052C, YHR162W	24	1738	5861	1.4051112389719984	0.9942094339624088	0.5447132349388782	0.4928357839923184

