compound	type	family	MW	bioYield_gem	prodYield_gem	prodRate_gem	bioYield_ec	prodYield_ec	prodRate_ec	cFlux_l	cFlux_h	Pburden	CCMratio
L-tyrosine	native	amino acid	181.18858	0.488744722175621	0.565641990803436	1	0.483767870863024	0.565641990803437	1	1.000001	501.166666666667	0.0138107480490852	0.281319006761991
L-valine	native	amino acid	117.14638	0.488744722175621	0.986348292966363	1.00000000000011	0.483767870863026	0.986348292966366	1	1.00000002574187	1.375	0.00777542542097923	0.364902995403783
ornithine	native	amino acid	133.169	0.488744722175434	0.96011017485392	435.111764705882	0.483767870863025	0.960110174853922	500	1.00000002574187	1000	0.0701395142769687	0.308197828088321
4-hydroxymandelic	heterologous	aromatic	168.148	NaN	NaN	NaN	0.485872821926511	0.594577089265917	559.713643651273	1.000001	1000	0.0155397994113628	0.26666125902476
cinnamate	heterologous	aromatic	148.1586	NaN	NaN	NaN	0.483767870863024	0.539333767215424	555.075530756669	1.000001	1000	0.0137476351383231	0.307809654496027
mandelic acid	heterologous	aromatic	152.1473	NaN	NaN	NaN	0.48587282192651	0.562142986300846	552.330161653366	1.000001	1000	0.021268533027047	0.346815103732177
p-coumaric acid	heterologous	aromatic	164.0473	NaN	NaN	NaN	0.483767870863024	0.565641990803436	581.997260313066	1.000001	1000	0.400436229241579	0.290965973399497
rosmarinate	heterologous	aromatic	360.31	NaN	NaN	NaN	0.483767870863022	0.271608681536738	278.911111111111	1.000001	1000	0.20469390826094	0.298428735533849
Salidroside	heterologous	aromatic	300.307	NaN	NaN	NaN	0.658510482641849	0.394719356581538	4.79361042033861	1.000001	19.074840645952	82.3469855596114	0.361281770081623
Tyrosol	heterologous	aromatic	138.164	NaN	NaN	NaN	0.658510482641851	0.638055468867852	6.51046166783246	1.000001	13.1068304061626	98.0080780018098	0.278966492752524
vanillinbetaglucoside	heterologous	aromatic	314.29	NaN	NaN	NaN	0.483767870863024	0.378280314192089	18.8634032135634	1.000001	76.5895879881521	20.0554258241183	0.554069991861522
beta-ionone	heterologous	aromatic	192.3	NaN	NaN	NaN	0.483767870863023	0.172763341705317	10.9531421189089	1.00000001806466	73.3709474593925	15.8019656054795	0.104198630602155
putrescine	native	bioamine	90.1674	0.488744722175434	0.960110174853921	424.398245614035	0.483767870863021	0.960110174853921	500	1.00000002574187	576.923076923077	0.0271693722563745	0.27053666346791
spermine	native	bioamine	206.372	0.488744722175434	0.296044404008615	109.354362416107	0.483767870863022	0.296044404008627	196.546245804631	1.000001	1000	0.0861902026089784	0.375889499305737
ARA	heterologous	fatty acids and lipids	304.474	NaN	NaN	NaN	0.483767870863023	0.0419648369916926	4.24725292766193	1.000001	259.255459715392	9.88362188619353	0.00854696230379399
DHA	heterologous	fatty acids and lipids	328.488	NaN	NaN	NaN	0.483767870863026	0.023728854711997	3.5230305688134	1.000001	382.011644954786	6.73852584886187	0.0152649051714895
EPA	heterologous	fatty acids and lipids	302.451	NaN	NaN	NaN	0.483767870863024	0.0331584029996379	3.52903557608048	1.000001	263.410193566999	9.39877258023833	0.0101567487347864
Free fatty acids	native	fatty acids and lipids	396.64836	NaN	NaN	NaN	0.483767870863023	0.0327871746214077	23.5234234234234	1.000001	1000	0.0345320589283718	0.423385988946395
laurate	native	fatty acids and lipids	199.31	0.488744722175434	0.252522567499531	72.2462686567167	0.483767870863021	0.252522567499542	141.191420331651	1.000001	1000	0.274676218551725	0.0561582328535971
oleate	native	fatty acids and lipids	282.4614	0.488744722175434	0.186212725055023	69.5896276595746	0.483767870863022	0.186212725055131	136.706806282722	1.000001	1000	0.0496332262659918	0.233990852349619
palmitoleate	native	fatty acids and lipids	253.40026	0.488744722175434	0.210676958274013	79.5793795620439	0.483767870863023	0.210676958274191	156.353293413174	1.000001	1000	0.0490264609830975	0.234667413841379
triacylglycerol	native	fatty acids and lipids	173.1003	NaN	NaN	NaN	0.483767870863023	2.7513577641655e-05	0.0122262988817474	1.000001	1000	0.0328174289866154	0.366142766473533
ergosterol	native	fatty acids and lipids	396.64836	0.488744722175434	0.0999695598930028	34.1711818181818	0.483767870863023	0.0999695598930039	59.9694893825631	1.00000002574186	1000	0.126177761596356	0.0592583484789814
catechin	heterologous	flavonoid	290.26	NaN	NaN	NaN	0.483767870863023	0.263579003548602	24.2203500060374	1.000001	202.186250050312	10.8834157001971	0.652715682640428
genistein	heterologous	flavonoid	270.241	NaN	NaN	NaN	0.483767870863023	0.29589923063603	16.3647171390275	1.000001	133.995189968724	18.0841595448775	0.585371095788417
kaempferol	heterologous	flavonoid	286.23	NaN	NaN	NaN	0.483767870863022	0.259230001746266	22.2901594036959	1.000001	182.386301796849	11.632165072169	0.642051425807152
naringenin	heterologous	flavonoid	272.257	NaN	NaN	NaN	0.483767870863023	0.310734025767375	28.2697809101944	1.000001	231.219877433254	10.993811650115	0.628669405974391
quercetin	heterologous	flavonoid	302.236	NaN	NaN	NaN	0.483767870863021	0.255048065686631	22.2892486289885	1.000001	182.378863803405	11.4449075587143	0.643203316648101
3-hydroxypropanoate	heterologous	organic acid	90.08	NaN	NaN	NaN	0.485498320276755	1.76275796409327	1000	1.000001	666.666666666667	0.220923452403687	0.627474127682611
3-hydroxypropanoate	heterologous	organic acid	90.08	NaN	NaN	NaN	0.483767870863025	1.58795327106862	1000	1.000001	1000	0.0168536850852772	0.866821809111259
Adipic acid	heterologous	organic acid	146.14	NaN	NaN	NaN	0.483767870863022	0.805485056934882	830.420410239024	1.000001	1000	0.00651616066696694	0.660965578037844
cis,cis-muconate	heterologous	organic acid	142.11	NaN	NaN	NaN	0.483767870863025	0.821612202558225	710.052494926961	1.000001	1000	0.0117348177683425	0.851251209202034
Itaconic acid	heterologous	organic acid	130.1	NaN	NaN	NaN	0.483767870863023	1.0811678340999	883.40380892256	1.000001	1000	0.0827824727373996	0.862760782992424
caffeicacid	heterologous	organic acid	180.16	NaN	NaN	NaN	0.483767870863023	0.565641990803436	17.256181124167	1.000001	47.8044980914593	32.7801021495788	0.281319006761991
succinate	native	organic acid	118.09	0.488744722175434	1.49999850000005	960.015544041451	0.483767870863022	1.4999985	1000	1.000001	835.632379719003	0.0282238554468773	0.752874224677121
(S)-lactate	native	organic acid	89.07	NaN	NaN	NaN	0.487139936629343	1.999998	1000	1.000001	1000	0.0163058781999159	0.783291615649837
(S)-malate	native	organic acid	132.07156	0.488744722175434	1.49999849999994	882.300000000001	0.483767870863024	1.4999985	1000	1.000001	666.666666666666	0.0131522031694544	0.45221438336596
2-oxoglutarate	native	organic acid	144.08226	0.488744722175434	1.15822246523505	492.069230769231	0.483767870863023	1.15822246523522	809.630646094504	1.000001	1000	0.0120156822947045	0.783381484301006
acetate	native	organic acid	60.052	0.488744722175434	2.49990703348986	1000	0.483767870863022	2.49990703349013	1000	1.000001	500	0.0115719699357633	0.63106685428041
citrate	native	organic acid	189.0997	0.488744722175434	0.999998999999884	427.131818181818	0.483767870863023	1	840.40303030303	0.999999999999001	1000	0.00689371004672969	0.957488069197945
fumarate	native	organic acid	116.0722	0.488744722175434	1.49999850000017	820.089285714286	0.483767870863023	1.4999985	1000	1.000001	1000	0.0131736006072033	0.4531041319401
glycolate	native	organic acid	76.05136	NaN	NaN	NaN	0.483767870863026	2.48853204541145	1000	1.000001	1000	0.0286605884113625	0.62863574319722
hexanoate	native	organic acid	115.15034	0.488744722175434	0.332872291709576	63.3336448598131	0.483767870863025	0.332872291709579	123.553627760252	1.000001	1000	0.683114036037864	0.0350932242673856
pyruvate	native	organic acid	87.05412	0.488744722175434	1.99999800000085	1000	0.76648099337311	2	1000	0.999999999999	570.157727870154	0.0159139390720354	0.0789548817928294
resveratrol	heterologous	stilbenoids	228.25	NaN	NaN	NaN	0.483767870863026	0.310734025767375	213.851094798127	1.000001	1000	1.31276864767273	0.628669190754845
astaxanthin	heterologous	terpene	596.841	NaN	NaN	NaN	0.483767870863023	0.085887939478486	3.88664023594945	1.00000001806466	52.1718698126594	22.1269345738745	0.102510616752505
betaxanthin	heterologous	terpene	358.3	NaN	NaN	NaN	0.483767870863024	0.282820995401718	35.1752048329613	1.000001	193.813626581287	8.04134705994965	0.281319006761991
beta-carotene	heterologous	terpene	536.8726	NaN	NaN	NaN	0.483767870863022	0.0863816708526585	8.24529731138741	1.00000001806466	110.287297485166	10.5054976326816	0.105019206779566
artemisinic acid	heterologous	terpene	234.33	NaN	NaN	NaN	0.483767870863024	0.220821872284899	157.974074074074	1.00000002574187	1000	0.102133247850178	0.0842514631806479
alpha-Farnesene	heterologous	terpene	204.36	NaN	NaN	NaN	0.483767870863022	0.230351122273756	157.974074074074	1.00000001806466	1000	0.141634885222374	0.103314829807899
amorphadiene	heterologous	terpene	204.351	NaN	NaN	NaN	0.483767870863024	0.230351122273756	157.974074074074	1.00000001806466	1000	0.0804488468695954	0.103314830441336
Geraniol	heterologous	terpene	154.25	NaN	NaN	NaN	0.483767870863023	0.345526683410634	236.961111111111	1.00000001806466	1000	0.0778745756448351	0.105019128017509
Limonene	heterologous	terpene	136.24	NaN	NaN	NaN	0.483767870863021	0.345526683410634	236.961111111111	1.00000001806466	1000	0.107675013111559	0.105019127363002
linalool	heterologous	terpene	154.25	NaN	NaN	NaN	0.483767870863024	0.345526683410634	236.961111111111	1.00000001806466	1000	0.213993261908401	0.105019128017509
lupeol	heterologous	terpene	426.72	NaN	NaN	NaN	0.483767870863022	0.113616847932371	11.4554411736554	1.00000001806466	116.813651932163	9.95086254789653	0.072429574918473
Oleanolic acid	heterologous	terpene	456.7	NaN	NaN	NaN	0.483767870863024	0.111356309137367	18.0711760353771	1.00000001806466	188.591417035179	6.20014555143179	0.0655892436349428
patchoulol	heterologous	terpene	222.36	NaN	NaN	NaN	0.483767870863023	0.230351122273756	24.0031499557319	1.00000001806466	120.36574977866	9.62572457225054	0.103314829807899
protopanaxadiol	heterologous	terpene	460.73	NaN	NaN	NaN	0.483767870863024	0.112853205973153	6.93050643756627	1.00000001806466	71.3876909850542	16.3180536872596	0.0700693366989986
Santalene	heterologous	terpene	204.35	NaN	NaN	NaN	0.483767870863022	0.230351122273756	157.974074074074	1.00000001806466	1000	0.127099467492393	0.103314829807899
beta-Amyrin	heterologous	terpene	426.72	NaN	NaN	NaN	0.483767870863022	0.113616847932371	78.987037037037	1.00000001806466	1000	0.103300619244329	0.0724295745997373
glycyrrhetinic_acid	heterologous	terpene	470.7	NaN	NaN	NaN	0.483767870863021	0.113616847932371	8.58138190410523	1.00000001806466	87.5940493584032	13.272629697967	0.072429574918473
lycopene	heterologous	terpene	536.873	NaN	NaN	NaN	0.483767870863023	0.0863816708526585	6.01683691949194	1.00000001806465	168.821433745774	14.3858486415822	0.103585894530172
miltiradiene	heterologous	terpene	272.5	NaN	NaN	NaN	0.483767870863022	0.172763341705317	6.28529739449938	1.00000001806466	42.2519826299959	27.5159117076764	0.104198630602155
nootkatone	heterologous	terpene	218.33	NaN	NaN	NaN	0.483767870863023	0.230351122273756	157.30364109977	1.00000001806466	1000	1.45728326806609	0.103314829807899
squalene	heterologous	terpene	410.73	NaN	NaN	NaN	3.26545802491571	0.877474193963354	80.1537229700578	1.000001	1000	1000	0.142099995237455
taxadien-5alphayl-acetate	heterologous	terpene	330.5	NaN	NaN	NaN	0.483767870863023	0.161094070545251	17.5913047952781	1.00000001806466	334.584791110283	9.20623932303548	0.112341300102734
valencene	heterologous	terpene	204.35	NaN	NaN	NaN	0.483767870863021	0.230351122273756	157.335878849025	1.00000001806466	1000	1.45663780620289	0.103314829807899
