genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage
YHR174W	P00925	ENO2	46.91368	1	2.2932457072435	subOpt_isoenz	2	0	2.84103380774028e-09	0
YKL152C	P00950	GPM1	27.60828	1	2.2932457072435	subOpt_isoenz	2	0	9.70370992992166e-09	0
YMR323W	P42222	ERR3	47.31216	1	2.2932457072435	subOpt_isoenz	2	0	1.86096217187905e-07	0
YOR393W	P0CX10	ERR1	47.32712	1	2.2932457072435	subOpt_isoenz	2	0	1.80675232695897e-07	0
YPL281C	P0CX11	ERR2	47.32712	1	2.2932457072435	subOpt_isoenz	2	0	1.80675232715407e-07	0
YOR283W	Q12040	YOR283W	26.17622	2	2.2932457072435	essential	2	5.70706219104771e-07	5.80936604337112e-07	5.77413351003996e-07
YLR354C	P15019	TAL1	37.0359	2	1.26343567433351	tightly_const	2	3.2718620233181e-06	3.27648874965287e-06	3.27184937421386e-06
YGR043C	P53228	NQM1	37.25314	1	1.26343567433351	subOpt_isoenz	2	0	3.55467908513694e-09	0
YGR240C	P16861	PFK1	107.96906	1	1.22695038928667	subOpt_isoenz	2	0	3.7717871951902e-09	0
YKL060C	P14540	FBA1	39.62024	2	1.22695038928667	opt_isoenz	2	0	3.9190572396479e-09	3.86788529314428e-09
YMR205C	P16862	PFK2	104.61673	2	1.22695038928667	tightly_const	2	6.88328081833498e-07	6.91586600930342e-07	6.91281043806918e-07
YDR050C	P00942	TPI1	26.79508	2	1.22583971393985	essential	2	2.83969103467218e-08	3.18503228853505e-08	2.84027751333157e-08
YCR012W	P00560	PGK1	44.73787	2	1.2248324018669	tightly_const	2	9.14070094699198e-07	9.16226252857242e-07	9.14164793018836e-07
YGR192C	P00359	TDH3	35.74626	1	1.2248324018669	subOpt_isoenz	2	0	3.75995586187729e-09	0
YJL052W	P00360	TDH1	35.74956	2	1.2248324018669	tightly_const	2	1.69148721342555e-05	1.69222660388427e-05	1.69183525125735e-05
YJR009C	P00358	TDH2	35.84645	1	1.2248324018669	subOpt_isoenz	2	0	6.04377333820705e-09	0
YBR196C	P12709	PGI1	61.29832	2	1.19202038601796	tightly_const	2	3.73616823314195e-07	3.75313739591529e-07	3.73834948097853e-07
YBR221C	P32473	PDB1	40.0532	0	0.287687053462434	tightly_const	0	4.38959138925615e-07	4.39371570070172e-07	4.38988441595938e-07
YER178W	P16387	PDA1	46.34261	0	0.287687053462434	tightly_const	0	4.38959138925615e-07	4.39371570070172e-07	4.38988441595938e-07
YGR193C	P16451	PDX1	45.36125	0	0.287687053462434	tightly_const	0	4.38959138925615e-07	4.39371570070172e-07	4.38988441595938e-07
YNL071W	P12695	LAT1	51.81762	0	0.287687053462434	tightly_const	0	4.38959138925615e-07	4.39371570070172e-07	4.38988441595938e-07
YLL052C		AQY2	NaN	0	0.285849683450377		0	NaN	NaN	NaN
YPR192W		AQY1	NaN	0	0.285849683450377		0	NaN	NaN	NaN
YNL036W	P53615	NCE103	24.85889	0	0.285165169887082	opt_isoenz	0	0	3.71759737501241e-09	5.00498962235652e-11
YBR218C	P32327	PYC2	130.16549	0	0.280816103697767	subOpt_isoenz	0	0	5.11377738312569e-07	0
YGL062W	P11154	PYC1	130.09827	0	0.280816103697767	opt_isoenz_tight	0	0	5.11549487163377e-07	5.11104447762021e-07
YJR095W		SFC1	NaN	0	0.27783		0	NaN	NaN	NaN
YHR002W		LEU5	NaN	0	0.27783		0	NaN	NaN	NaN
YKL085W	P17505	MDH1	35.64959	0	0.27685032894905	essential	0	7.85093288974623e-08	8.11742628887873e-08	7.86329398289155e-08
YOR222W		ODC2	NaN	0	0.263534969202438		0	NaN	NaN	NaN
YPL134C		ODC1	NaN	0	0.263534969202438		0	NaN	NaN	NaN
YDL066W	P21954	IDP1	48.18986	0	0.262306227431139	tightly_const	0	4.01196338719597e-07	4.03255935745998e-07	4.02186480505404e-07
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67439926864984e-08	0
YJR103W	P38627	URA8	64.50989	0	0.258201785040243	opt_isoenz	0	0	3.6776557059183e-08	3.63823566410979e-08
YMR267W	P28239	PPA2	35.57213	0	0.258044006932026	tightly_const	0	4.27890649418118e-07	4.28474651714311e-07	4.28404368909407e-07
YOL126C	P22133	MDH2	40.7305	0	0.246770806264663	essential	0	1.41304350463675e-09	3.63794367597547e-09	1.41363632812872e-09
YMR145C	P40215	NDE1	62.77345	0	0.212987896802525	subOpt_isoenz	0	0	8.28911844532679e-08	0
YDL085W	Q07500	NDE2	61.65854	0	0.212987896802525	essential	0	8.99432891490073e-07	9.84093143229141e-07	9.82324075993581e-07
YDR503C	Q04396	LPP1	31.58604	0	0.207961866233196	essential	0	9.40277828942541e-10	1.12597378094417e-09	9.53795898879539e-10
YKL029C	P36013	MAE1	74.37529	0	0.202337206246425	essential	0	1.62225100949868e-08	1.64393229038808e-08	1.62400514009584e-08
Q0045	P00401	COX1	58.79755	0	0.189381917392473	tightly_const	0	1.56439723438294e-06	1.56499534932993e-06	1.56465551632888e-06
Q0250	P00410	COX2	28.5669	0	0.189381917392473	tightly_const	0	1.56439723438294e-06	1.56499534932993e-06	1.56465551632888e-06
Q0275	P00420	COX3	30.35941	0	0.189381917392473	tightly_const	0	1.56439723438294e-06	1.56499534932993e-06	1.56465551632888e-06
YDL067C	P07255	COX9	6.96313	0	0.189381917392473	tightly_const	0	1.56461347950239e-06	1.56499534932993e-06	1.56465551632888e-06
YGL187C	P04037	COX4	17.1424	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YGL191W	P32799	COX13	15.02097	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YHR051W	P00427	COX6	17.34139	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YIL111W	P00425	COX5B	17.1965	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YLR038C	Q01519	COX12	9.78778	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YLR395C	P04039	COX8	8.90656	0	0.189381917392473	tightly_const	0	3.12879176879956e-06	3.12949634579882e-06	3.12930712634133e-06
YMR256C	P10174	COX7	6.9323	0	0.189381917392473	tightly_const	0	1.56461347950264e-06	1.56475012617567e-06	1.56465551632888e-06
YPR021C		AGC1	NaN	0	0.188206271058758		0	NaN	NaN	NaN
YBL045C	P07256	COR1	50.22724	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YDR529C	P00128	QCR7	14.56466	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YEL024W	P08067	RIP1	23.36479	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YFR033C	P00127	QCR6	17.25682	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YGR183C	P22289	QCR9	7.47622	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YHR001W-A	P37299	QCR10	8.59285	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YJL166W	P08525	QCR8	10.97437	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YOR065W	P07143	CYT1	34.05423	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
YPR191W	P07257	QCR2	40.47764	0	0.188027561686742	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
Q0105	P00163	COB	43.65549	0	0.188027561662191	tightly_const	0	4.93143073425058e-06	4.93249929678039e-06	4.93221278833778e-06
Q0080	P00856	ATP8	5.82221	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
Q0085	P00854	ATP6	29.09876	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
Q0130	P61829	OLI1	7.75937	0	0.18097743733648	tightly_const	0	5.99411529935361e-05	5.99537640670594e-05	5.99505949733051e-05
YBL099W	P07251	ATP1	58.60746	0	0.18097743733648	tightly_const	0	1.844359054022e-06	1.84545146058751e-06	1.84463827356593e-06
YBR039W	P38077	ATP3	34.35021	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YDL004W	Q12165	ATP16	17.02022	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YDR298C	P09457	ATP5	22.81414	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YDR322C-A	P81449	TIM11	10.87534	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YDR377W	Q06405	ATP17	11.312	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YJR121W	P00830	ATP2	54.7932	0	0.18097743733648	tightly_const	0	1.844359054022e-06	1.84545146058751e-06	1.84463827356593e-06
YKL016C	P30902	ATP7	19.80938	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YML081C-A	P81450	ATP18	6.68769	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YPL078C	P05626	ATP4	26.92481	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YPL271W	P21306	ATP15	6.7425	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YPR020W	Q12233	ATP20	12.92094	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YOL077W-A	P81451	ATP19	7.53367	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YLR295C	Q12349	ATP14	14.12765	0	0.18097743733648	tightly_const	0	5.99413552256129e-06	5.99537653726569e-06	5.99505949733052e-06
YER053C		PIC2	NaN	0	0.15163894214816		0	NaN	NaN	NaN
YJR077C		MIR1	NaN	0	0.15163894214816		0	NaN	NaN	NaN
YER069W	Q01217	ARG5,6	94.86823	0	0.145193082637183	tightly_const	0	6.13386334976688e-07	6.13792703602344e-07	6.13386334976688e-07
YMR062C	Q04728	ARG7	47.84821	0	0.145193082637183	essential	0	1.34604081816388e-07	1.3649751041929e-07	1.34604081816388e-07
YOL140W	P18544	ARG8	46.68082	0	0.145193082637183	tightly_const	0	1.52357004126829e-06	1.52461802479161e-06	1.52357004126829e-06
YOR130C		ORT1	NaN	0	0.145193082637183		0	NaN	NaN	NaN
YAL062W	P39708	GDH3	49.62653	0	0.126507360320713	subOpt_isoenz	0	0	1.35008020195242e-06	0
YOR375C	P07262	GDH1	49.56931	0	0.126507360320713	opt_isoenz_tight	0	0	1.3504664333351e-06	1.35002495653636e-06
YML120C	P32340	NDI1	57.24915	0	0.104571688732692	essential	0	1.01018360179105e-07	1.03719307741836e-07	1.02764690598947e-07
YFL018C	P09624	LPD1	54.00934	0	0.0780061730799985	tightly_const	0	4.3897309246178e-07	4.3966277921665e-07	4.39151611194638e-07
YER081W	P40054	SER3	51.1927	0	0.0304765453037535	subOpt_isoenz	0	0	3.10578850007818e-08	0
YOR184W	P33330	SER1	43.41501	0	0.0304765453037535	tightly_const	0	3.86890527612684e-06	3.87910610789885e-06	3.87449152497233e-06
YGR208W	P42941	SER2	34.20684	0	0.0304765453037535	tightly_const	0	1.19821026773433e-08	1.20134426372266e-08	1.1999403438783e-08
YIL074C	P40510	SER33	51.18777	0	0.0304765453037535	opt_isoenz_tight	0	0	3.10579459672857e-08	3.10209385543595e-08
YLR058C	P37291	SHM2	52.21793	0	0.0101996990670516	tightly_const	0	3.93223264150888e-07	3.9590254184368e-07	3.94136377671219e-07
YDR148C	P19262	KGD2	50.43011	0	0	opt_isoenz	0	0	4.27544973742585e-10	6.7739880555648e-12
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.22182041698779e-10	0
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.34801561328766e-09	0
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.4184506446283e-10	0
YIL125W	P20967	KGD1	114.41496	0	0	opt_isoenz	0	0	4.27544973742585e-10	6.7739880555648e-12
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.03046865338622e-11	0
YMR101C	Q03175	SRT1	40.19958	0	0	subOpt_isoenz	0	0	2.2536828856486e-09	0
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.24786571498141e-09	0
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.2403587453801e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	2.15335867638805e-09	0
