genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage
YDR380W	Q06408	ARO10	71.38357	2	92.4717113347962	2	7.94939244343925e-09	7.95622807761006e-09	7.95594994490424e-09
YCR053W	P16120	THR4	57.47349	2	88.026408988988	2	4.69967496818557e-08	4.6997809090492e-08	4.69967779957153e-08
YDR158W	P13663	HOM2	39.54334	2	88.026408988988	2	1.01025731237754e-06	1.01028032918159e-06	1.01025801671008e-06
YER052C	P10869	HOM3	58.10913	2	88.026408988988	2	8.44698617622161e-07	8.4471786435285e-07	8.44699208398845e-07
YHR025W	P17423	THR1	38.71215	2	88.026408988988	2	4.69967452304618e-06	4.6997815962506e-06	4.69967779957153e-06
YJR139C	P31116	HOM6	38.50163	2	88.026408988988	2	8.49185490328617e-06	8.49204839091716e-06	8.49186084041036e-06
YJR051W	P21375	OSM1	55.06455	1	70.7006360402734	2	0	0.00138962168049139	3.34415541579335e-07
YJR095W		SFC1	NaN	1	67.9801133218274	2	NaN	NaN	NaN
YPR035W	P32288	GLN1	41.7656	2	35.9516475277263	2	0	7.17567097355831e-06	7.17542071317012e-06
YKL085W	P17505	MDH1	35.64959	1	15.7908151056417	2	1.01972841194685e-06	0.00214699350331859	1.09151480922587e-06
YNR001C	P00890	CIT1	53.35945	2	14.7841834369184	2	0	1.37414458968574e-06	1.37408464773944e-06
YPR001W	P43635	CIT3	53.81073	1	14.7841834369184	2	0	1.37414458968582e-06	0
YLR027C	P23542	AAT2	46.05711	1	10.8694092134311	2	0	0.00166129238303172	2.98800510715329e-07
YDR384C		ATO3	NaN	1	9.23575882495239	2	NaN	NaN	NaN
YGR121C		MEP1	NaN	1	9.23575882495239	2	NaN	NaN	NaN
YNL142W		MEP2	NaN	1	9.23575882495239	2	NaN	NaN	NaN
YPR138C		MEP3	NaN	1	9.23575882495239	2	NaN	NaN	NaN
YHR137W	P38840	ARO9	58.52706	1	7.57441018278564	2	0	0.00130728384226329	1.87584681152397e-07
YGL062W	P11154	PYC1	130.09827	2	6.05457552446912	2	0	2.85873928605031e-06	2.85852754084348e-06
YBR218C	P32327	PYC2	130.16549	1	6.05457552367773	2	0	2.85873928605032e-06	0
YLR153C	P52910	ACS2	75.49079	2	5.48771331692812	2	0	3.13859996295707e-06	3.13851852244356e-06
YPL061W	P54115	ALD6	54.41344	2	5.48771331663199	2	8.90161507048788e-06	8.90219255908062e-06	8.90200006288323e-06
YKL069W	P36088	YKL069W	19.73402	1	4.73981637448849	2	3.6891889408375e-07	0.00387695519126525	3.69221387672006e-07
YER023W	P32263	PRO3	30.13145	2	3.74272191667038	2	6.23954818421464e-09	6.24415704564679e-09	6.24006547752955e-09
YLR155C	P0CZ17	ASP3-1	38.6862	1	3.55882347837041	2	0	1.49953474119669e-06	0
YLR157C	P0CX77	ASP3-2	38.6862	1	3.55882347837041	2	0	1.49953474119669e-06	0
YLR158C	P0CX78	ASP3-3	38.6862	2	3.55882347837041	2	0	1.49953474119669e-06	1.49031628635877e-06
YLR160C	P0CX79	ASP3-4	38.6862	1	3.55882347837041	2	0	1.49953474119669e-06	0
YNL036W	P53615	NCE103	24.85889	1	2.7449363281627	2	0	0.00307739093036397	1.94763063171927e-10
YER081W	P40054	SER3	51.1927	1	1.43414887682169	2	0	1.19339773840721e-06	0
YGR208W	P42941	SER2	34.20684	2	1.43414887682169	2	4.61609165045285e-07	4.61625650947283e-07	4.61619699639534e-07
YIL074C	P40510	SER33	51.18777	2	1.43414887682169	2	0	1.19339773840721e-06	1.19338235530251e-06
YOR184W	P33330	SER1	43.41501	2	1.43414887682169	2	0.000149049142896298	0.000149054466034896	0.000149052544415078
YKL029C	P36013	MAE1	74.37529	2	1.42346982031695	2	6.44038868018576e-08	6.45028940849432e-08	6.44080827368942e-08
YCR012W	P00560	PGK1	44.73787	1	1.33359951151942	2	9.80910991262885e-07	0.0017109527219742	9.80918881894891e-07
YGR192C	P00359	TDH3	35.74626	1	1.33359951151942	2	0	0.00215825238730461	0
YJR009C	P00358	TDH2	35.84645	1	1.33359951151942	2	0	0.00215222553205643	0
YJL052W	P00360	TDH1	35.74956	1	1.33359951151942	2	0	0.00215805316177824	1.8153763475548e-05
YDR050C	P00942	TPI1	26.79508	1	1.33332247976837	2	3.03877841076313e-08	0.002855050430354	3.0388272985435e-08
YMR205C	P16862	PFK2	104.61673	2	1.3210494008675	2	4.10626986270727e-07	7.38474130807771e-07	7.38449726189645e-07
YGR240C	P16861	PFK1	107.96906	1	1.3210494008675	2	0	4.10647153502213e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.3210494008675	2	0	0.00193413282509023	0
YLR354C	P15019	TAL1	37.0359	1	1.30849769086988	2	0	0.00206909862174698	3.52042519819676e-06
YGR043C	P53228	NQM1	37.25314	1	1.30849769086988	2	0	0.00205703497548284	0
YBR196C	P12709	PGI1	61.29832	1	1.18708282450162	2	3.91899115760564e-07	0.00124839630815262	3.91917662784338e-07
YDR226W	P07170	ADK1	24.2546	1	1.11959533947227	2	0	4.7275441813514e-06	0
YAL062W	P39708	GDH3	49.62653	1	1.06545802111067	2	0	1.3423135885433e-05	0
YOR375C	P07262	GDH1	49.56931	1	1.06545802111067	2	0	1.34231358854341e-05	6.33231603572252e-06
YAL012W	P31373	CYS3	42.5416	1	1.0435155049468	2	0	0.00179832151195989	0
YGL184C	P53101	STR3	51.82796	1	1.0435155049468	2	0	6.05436924248609e-06	0
YFR055W	P43623	IRC7	36.97108	2	1.0435155049468	2	0	6.05436924249302e-06	6.04971550670396e-06
YDR516C	Q04409	EMI2	55.92028	2	1.00082638492877	2	0	1.86182215670623e-07	1.86178e-07
YER141W	P40086	COX15	54.65792	0	0.149704166666667	0	0	2.3847993981e-13	2.3847993981e-13
YBR029C	P38221	CDS1	51.82218	0	0.138490540047823	0	3.81506893991695e-08	0.00147625015098981	3.81531039063518e-08
YJL130C	P07259	URA2	245.03829	0	0.138237248772666	0	1.71504375622907e-09	1.71610513831995e-09	1.71504375622907e-09
YMR246W	P47912	FAA4	77.26612	0	0.135316038963258	0	0	0.000990185156374137	9.31554931633845e-08
YOR317W	P30624	FAA1	77.86529	0	0.135316038963258	0	0	0.000982565419493591	0
YOR175C	Q08548	ALE1	72.22714	0	0.128848041584762	0	7.9507526750886e-09	1.1577813212836e-08	1.15008094671768e-08
YJR109C	P03965	CPA2	123.91392	0	0.115957811105925	0	2.32425929873897e-10	2.33473159434598e-10	2.32425929873897e-10
YOR303W	P07258	CPA1	45.36103	0	0.115957811105925	0	2.32425929873897e-10	2.33473159434598e-10	2.32425929873897e-10
YDL052C	P33333	SLC1	33.88654	0	0.107939687651839	0	0	1.59752447826036e-06	0
YDR503C	Q04396	LPP1	31.58604	0	0.107871352128984	0	0	5.82356622209253e-10	4.9474106999704e-10
YDR353W	P29509	TRR1	34.23767	0	0.0338854386326485	0	7.49998750589572e-09	7.782397656395e-09	7.52804892795494e-09
YGR180C	P49723	RNR4	40.05407	0	0.00598036104390066	0	0	1.26904962881523e-07	2.57395058811433e-08
YER070W	P21524	RNR1	99.56021	0	0.00512097845294641	0	0	1.26904962882675e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.00512097845294641	0	0	1.26904962883535e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.00512097845294641	0	0	1.2690496288162e-07	0
YAL044C	P39726	GCV3	18.79276	0	0	0	0	5.91949965984181e-12	0
YBR115C	P07702	LYS2	155.34394	0	0	0	0	4.79145485726478e-12	0
YBR221C	P32473	PDB1	40.0532	0	0	0	0	1.21170320811936e-10	0
YBR263W	P37292	SHM1	53.68589	0	0	0	0	0.0014249654466708	0
YCL009C	P25605	ILV6	33.98652	0	0	0	0	3.81315572892032e-11	0
YCL018W	P04173	LEU2	38.95257	0	0	0	0	9.8882620450271e-11	0
YCL040W	P17709	GLK1	55.37689	0	0	0	0	1.01381318383692e-06	0
YDL066W	P21954	IDP1	48.18986	0	0	0	0	8.29738056021551e-11	0
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	3.23830718082666e-10	0
YDR019C	P48015	GCV1	44.46849	0	0	0	0	5.91949965984181e-12	0
YDR148C	P19262	KGD2	50.43011	0	0	0	0	2.29819730930147e-10	0
YDR234W	P49367	LYS4	75.14989	0	0	0	0	0.00101797279034097	0
YDR300C	P32264	PRO1	47.16164	0	0	0	0	2.006031426028e-10	0
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	7.37544570382536e-10	0
YER152C	P10356	YER152C	49.48976	0	0	0	0	0.00154578413187287	0
YER178W	P16387	PDA1	46.34261	0	0	0	0	1.21170320811936e-10	0
YFL018C	P09624	LPD1	54.00934	0	0	0	0	2.29819732251366e-10	0
YFR053C	P04806	HXK1	53.73784	0	0	0	0	1.01381318383687e-06	0
YGL009C	P07264	LEU1	85.79356	0	0	0	0	0.000891681342694006	0
YGL080W		MPC1	NaN	0	0	0	NaN	NaN	NaN
YGL154C	P50113	LYS5	30.68281	0	0	0	0	4.79145485726478e-12	0
YGL253W	P04807	HXK2	53.9419	0	0	0	0	2.19246013708539e-06	0
YGR193C	P16451	PDX1	45.36125	0	0	0	0	1.21170320811936e-10	0
YGR243W		MPC3	NaN	0	0	0	NaN	NaN	NaN
YHR002W		LEU5	NaN	0	0	0	NaN	NaN	NaN
YHR018C	P04076	ARG4	51.9886	0	0	0	0	0.00147148706550501	0
YHR162W		MPC2	NaN	0	0	0	NaN	NaN	NaN
YIL094C	P40495	LYS12	40.06854	0	0	0	0	1.17531747197097e-11	0
YIL125W	P20967	KGD1	114.41496	0	0	0	0	2.29819730930147e-10	0
YIR034C	P38998	LYS1	41.46445	0	0	0	0	1.06278410195058e-11	0
YJL060W	P47039	BNA3	50.08168	0	0	0	0	0.00152751510825	0
YJL088W	P05150	ARG3	37.84479	0	0	0	0	1.5493532735214e-11	0
YJR016C	P39522	ILV3	62.86049	0	0	0	0	2.42051894010912e-11	0
YLR355C	P06168	ILV5	44.36792	0	0	0	0	6.17480564030203e-10	0
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	0.0015988177706521	0
YMR108W	P07342	ILV2	74.93608	0	0	0	0	3.81315574734505e-11	0
YMR189W	P49095	GCV2	114.45033	0	0	0	0	5.91949965984181e-12	0
YMR241W		YHM2	NaN	0	0	0	NaN	NaN	NaN
YNL037C	P28834	IDH1	39.32357	0	0	0	0	4.23490413916643e-10	0
YNL071W	P12695	LAT1	51.81762	0	0	0	0	1.21170320811936e-10	0
YNL104C	P06208	LEU4	68.40819	0	0	0	0	6.48938434702914e-11	0
YNR050C	P38999	LYS9	48.91735	0	0	0	0	6.09584944511556e-13	0
YOL058W	P22768	ARG1	46.92715	0	0	0	0	0.00163019629403762	0
YOL126C	P22133	MDH2	40.7305	0	0	0	0	0.00187827604129001	0
YOL140W	P18544	ARG8	46.68082	0	0	0	0	1.83196257529582e-09	0
YOR130C		ORT1	NaN	0	0	0	NaN	NaN	NaN
YOR136W	P28241	IDH2	39.73903	0	0	0	0	4.23490413916643e-10	0
YOR323C	P54885	PRO2	49.73991	0	0	0	0	2.60041234110787e-11	0
YLR446W	Q06204	YLR446W	48.96875	0	0	0	0	0.000166337803805837	0
YJL200C	P39533	ACO2	86.58224	0	0	0	0	0.000886231627378877	0
