genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00330590376930493	1.21284173162253e-11	1	16	0	3	1.0000013417995	1.00000135563966
YLR304C	P19414	ACO1	85.36736	1	11.4118311018837	opt_isoenz	2	0	0.000858451904305255	2.89884880292719e-06	1	8	0	3	1.01336341404509	1.01350311379038
YGL062W	P11154	PYC1	130.09827	2	5.16437577426272	opt_isoenz	2	0	4.07962081581092e-06	4.03841366504179e-06	0	8	3	3	1.04726907530534	1.04777993340762
YNL036W	P53615	NCE103	24.85889	1	3.55775746486387	opt_isoenz	2	0	0.00293803587343649	2.75197066122652e-10	1	4	0	3	1	1
YLR027C	P23542	AAT2	46.05711	1	2.62251674721568	opt_isoenz	2	0	0.00158584301705183	6.49299344517014e-08	1	14	0	3	1.00057480834131	1.0005807407123
YGR254W	P00924	ENO1	46.81564	1	2.3501517126776	opt_isoenz	2	0	0.00156222576483095	2.14027717433795e-06	0	5	6	3	1.03254929350966	1.08797557244674
YML120C	P32340	NDI1	57.24915	1	2.0192836577746	opt_isoenz	2	0	7.59201067909547e-05	9.92547840353076e-07	1	5	0	3	1.00300584335953	1.00303694163997
YLR354C	P15019	TAL1	37.0359	1	1.29902417358714	opt_isoenz	2	0	0.00197535106713325	3.30934717577806e-06	0	6	8	3	1.05067104827014	1.107070086029
YJL052W	P00360	TDH1	35.74956	1	1.24048188808462	opt_isoenz	2	0	0.0020599719997877	1.69745974062771e-05	0	8	9	3	1.43189535206139	1.54579018822432
YDR148C	P19262	KGD2	50.43011	0	0	subOpt_isoenz	0	0	3.31424719142884e-07	0	0	11	14	3	0.999999999999973	0.999999999999975
YER081W	P40054	SER3	51.1927	0	0	subOpt_isoenz	0	0	1.39446326755656e-11	0	0	6	15	3	0.999999999999988	0.999999999999973
YGR087C	P26263	PDC6	61.57964	0	0	subOpt_isoenz	0	0	7.63440647225773e-11	0	0	17	16	3	0.999999999999978	0.999999999999973
YGR248W	P53315	SOL4	28.44737	0	0	subOpt_isoenz	0	0	2.05526273294714e-10	0	0	5	17	3	0.999999999999944	0.99999999999994
YGR256W	P53319	GND2	53.92235	0	0	subOpt_isoenz	0	0	5.64358655231368e-11	0	0	6	18	3	1	1
YHR163W	P38858	SOL3	27.78417	0	0	subOpt_isoenz	0	0	2.05526275395778e-10	0	0	5	17	3	1.04473948276021	1.09506519595583
YHR183W	P38720	GND1	53.54274	0	0	subOpt_isoenz	0	0	5.64358664986353e-11	0	0	6	18	3	1.04999747210957	1.0505392402078
YIL074C	P40510	SER33	51.18777	0	0	subOpt_isoenz	0	0	1.39513951725473e-11	0	0	6	15	3	1.00117800080815	1.00119016589648
YIL125W	P20967	KGD1	114.41496	0	0	subOpt_isoenz	0	0	3.31424719142884e-07	0	0	11	14	3	0.999999999999973	0.999999999999975
YLR044C	P06169	PDC1	61.49468	0	0	subOpt_isoenz	0	0	3.26436659310531e-11	0	0	17	16	3	1.28891665134074	0.980169367384766
YLR134W	P16467	PDC5	61.91138	0	0	subOpt_isoenz	0	0	7.63440656415462e-11	0	0	17	16	3	1.00000000000001	1.00000000000001
