genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage
YNL071W	P12695	LAT1	51.81762	2	2.51594769969937	2	2.52865334243449e-06	2.52873773607062e-06	2.52873773607046e-06
YGR254W	P00924	ENO1	46.81564	1	2.43376676338754	2	0	0.00149747486637073	2.27272060913662e-06
YHR174W	P00925	ENO2	46.91368	1	2.43376676338754	2	0	0.00149434353619661	0
YKL152C	P00950	GPM1	27.60828	1	2.43376676338754	2	0	0.00253602042298101	0
YMR323W	P42222	ERR3	47.31216	1	2.43376676338754	2	0	0.00148175701730336	0
YOR393W	P0CX10	ERR1	47.32712	1	2.43376676338754	2	0	0.00148129051545676	0
YPL281C	P0CX11	ERR2	47.32712	1	2.43376676338754	2	0	0.00148129051545676	0
YOR283W	Q12040	YOR283W	26.17622	1	2.43376676338754	2	0	0.00267476610981669	6.27522147638099e-07
YML120C	P32340	NDI1	57.24915	1	2.2148373514461	2	0	7.28431866402157e-05	1.1757111325104e-06
YGL080W		MPC1	NaN	1	1.76448340747728	2	0	0	0
YGR243W		MPC3	NaN	1	1.76448340747728	2	0	0	0
YHR162W		MPC2	NaN	1	1.76448340747728	2	0	0	0
YLR354C	P15019	TAL1	37.0359	1	1.34201136146162	2	0	0.00189352438054202	3.49914623913465e-06
YGR043C	P53228	NQM1	37.25314	1	1.34201136146162	2	0	0.00188248440009873	0
YDR050C	P00942	TPI1	26.79508	1	1.29572637691234	2	3.02520332108137e-08	0.00261240290627725	3.02523762330362e-08
YGR240C	P16861	PFK1	107.96906	1	1.28729549177591	2	0	4.08812683714706e-07	0
YKL060C	P14540	FBA1	39.62024	1	1.28729549177591	2	0	0.00177001579005963	0
YMR205C	P16862	PFK2	104.61673	2	1.28729549177591	2	4.08798720009404e-07	7.35175170933686e-07	7.35152231649292e-07
YCR012W	P00560	PGK1	44.73787	1	1.28461646686416	2	9.73956655340911e-07	0.00156561569903471	9.73961824901596e-07
YGR192C	P00359	TDH3	35.74626	1	1.28461646686416	2	0	0.00197623733003763	0
YJL052W	P00360	TDH1	35.74956	1	1.28461646686416	2	0	0.00197605490608911	1.80250099471235e-05
YJR009C	P00358	TDH2	35.84645	1	1.28461646686416	2	0	0.0019707187463936	0
YBR196C	P12709	PGI1	61.29832	1	1.262871248301	2	3.9191422077767e-07	0.00114232873442799	3.91917662784338e-07
YDR516C	Q04409	EMI2	55.92028	2	1.00013986032351	2	1.15073494643412e-08	1.86181937760782e-07	1.86079055687125e-07
YER141W	P40086	COX15	54.65792	0	0.145891666666667	0	0	2.3847993981e-13	2.3847993981e-13
YBL039C	P28274	URA7	64.70953	0	0.142889364437559	0	0	2.17680903279094e-08	0
YJR103W	P38627	URA8	64.50989	0	0.142889364437559	0	0	2.17680903281039e-08	2.07682839618763e-08
YBR029C	P38221	CDS1	51.82218	0	0.137922450647176	0	3.81514886144708e-08	0.00135078718572414	3.81531039063518e-08
YOR175C	Q08548	ALE1	72.22714	0	0.12800389777406	0	7.96474779172465e-09	1.15615558358975e-08	1.15008094671768e-08
YER070W	P21524	RNR1	99.56021	0	0.119935643292489	0	0	2.53040758382141e-07	0
YIL066C	P21672	RNR3	97.51369	0	0.119935643292489	0	0	2.5304075838136e-07	0
YJL026W	P09938	RNR2	46.14681	0	0.119935643292489	0	0	2.53040758381411e-07	0
YGR180C	P49723	RNR4	40.05407	0	0.116481655120867	0	0	2.53040758379412e-07	1.46499916049033e-07
YCR048W	P25628	ARE1	71.61215	0	0.114117520723975	0	0	0.000977470140970487	1.02030632497861e-11
YDL085W	Q07500	NDE2	61.65854	0	0.113981450131708	0	0	6.29366708702525e-05	3.13574122613244e-07
YMR145C	P40215	NDE1	62.77345	0	0.113981450131708	0	0	6.287449838745e-05	0
YNR019W	P53629	ARE2	74.022	0	0.107676245347667	0	0	0.000945648405957476	0
YDL052C	P33333	SLC1	33.88654	0	0.106348247817237	0	0	1.59244592693767e-06	0
YPR021C		AGC1	NaN	0	0.097624001144424	0	0	0	0
YMR246W	P47912	FAA4	77.26612	0	0.0915000002210501	0	0	0.000906037502174391	9.31554931633844e-08
YOR245C	Q08650	DGA1	47.71075	0	0.085264368021501	0	0	5.68964456428039e-08	0
YDR503C	Q04396	LPP1	31.58604	0	0.0809035318347735	0	0	5.73897889934935e-10	4.9474106999704e-10
YOR317W	P30624	FAA1	77.86529	0	0.07625	0	0	0.000899065223047759	0
YER069W	Q01217	ARG5,6	94.86823	0	0.0753127384427565	0	3.1816808191818e-07	6.4547635703375e-07	3.1816808191818e-07
YOR130C		ORT1	NaN	0	0.0753127384427565	0	0	0	0
YMR062C	Q04728	ARG7	47.84821	0	0.0753127384427565	0	6.98201444795891e-08	0.00146300440281523	6.98201444795891e-08
YOL140W	P18544	ARG8	46.68082	0	0.0753127384427565	0	7.90287181270117e-07	1.60327738627251e-06	7.90287181270117e-07
YOR095C	Q12189	RKI1	28.25777	0	0.073308906881233	0	2.05865910800569e-07	0.00247735506006394	2.05865910800701e-07
YLR058C	P37291	SHM2	52.21793	0	0.00435539974307357	0	1.75620480023741e-07	0.00134068962980901	1.76403978051482e-07
YDR148C	P19262	KGD2	50.43011	0	0	0	0	1.86606749929143e-06	0
YER081W	P40054	SER3	51.1927	0	0	0	0	1.88911333417065e-11	0
YGR087C	P26263	PDC6	61.57964	0	0	0	0	9.4778149652974e-11	0
YGR202C	P13259	PCT1	49.40551	0	0	0	0	8.82154184754552e-11	0
YGR208W	P42941	SER2	34.20684	0	0	0	0	7.30876280787472e-12	0
YGR248W	P53315	SOL4	28.44737	0	0	0	0	2.71211339939846e-10	0
YGR256W	P53319	GND2	53.92235	0	0	0	0	7.44946556087614e-11	0
YHR002W		LEU5	NaN	0	0	0	0	0	0
YHR123W	P22140	EPT1	44.55926	0	0	0	0	4.96870848976533e-08	0
YHR163W	P38858	SOL3	27.78417	0	0	0	0	2.71211342094919e-10	0
YHR183W	P38720	GND1	53.54274	0	0	0	0	7.44946557722684e-11	0
YIL074C	P40510	SER33	51.18777	0	0	0	0	1.88911333417065e-11	0
YIL125W	P20967	KGD1	114.41496	0	0	0	0	1.86606749929143e-06	0
YLR044C	P06169	PDC1	61.49468	0	0	0	0	4.05182552517817e-11	0
YLR133W	P20485	CKI1	66.31602	0	0	0	0	1.15219923766848e-09	0
YLR134W	P16467	PDC5	61.91138	0	0	0	0	9.47781497574306e-11	0
YLR438W	P07991	CAR2	46.08557	0	0	0	0	1.29443868093917e-08	0
YML059C	Q04958	NTE1	187.13107	0	0	0	0	4.42862858049979e-12	0
YNL130C	P17898	CPT1	44.82898	0	0	0	0	1.05308950817758e-05	0
YNL241C	P11412	ZWF1	57.5209	0	0	0	0	4.28588865445023e-12	0
YNR008W	P40345	LRO1	75.39242	0	-0	0	0	0.000928459441057235	0
YOR184W	P33330	SER1	43.41501	0	0	0	0	2.35992894045842e-09	0
YOR388C	Q08911	FDH1	41.7138	0	0	0	0	7.58082716171104e-11	0
YPL110C	Q02979	GDE1	138.01285	0	0	0	0	8.2170080291651e-12	0
